date,time,open,high,low,close
20090525,0,6575,6630,6435,6490
20090526,0,6485,6540,6445,6460
20090527,0,6500,6535,6460,6485
20090601,0,6555,6595,6520,6570
20090602,0,6590,6590,6545,6555
20090603,0,6565,6595,6550,6580
20090604,0,6545,6570,6530,6555
20090605,0,6590,6695,6575,6655
20090608,0,6650,6970,6620,6970
20090609,0,7020,7160,6910,7040
20090610,0,7120,7130,6955,6990
20090611,0,7025,7050,6930,6930
20090612,0,6955,6970,6790,6820
20090615,0,6800,6910,6755,6855
20090616,0,6805,6890,6800,6850
20090617,0,6830,6990,6800,6940
20090618,0,6965,7085,6910,6945
20090619,0,6970,7015,6890,6915
20090622,0,6850,6930,6815,6815
20090623,0,6755,6810,6715,6770
20090624,0,6795,6795,6715,6770
20090625,0,6770,6865,6750,6830
20090626,0,6880,6920,6825,6885
20090629,0,6865,6865,6770,6775
20090630,0,6820,6915,6800,6885
20090701,0,6855,6905,6820,6855
20090702,0,6830,6895,6815,6830
20090703,0,6800,6880,6770,6855
20090706,0,6850,6955,6840,6870
20090707,0,6890,6930,6880,6925
20090708,0,6890,6905,6845,6870
20090709,0,6840,6870,6815,6865
20090710,0,6880,6985,6865,6880
20090713,0,6905,6910,6840,6845
20090714,0,6870,6880,6840,6860
20090715,0,6870,6950,6850,6930
20090716,0,6955,7000,6890,6930
20090717,0,6945,7030,6930,7000
20090720,0,7030,7075,6990,7005
20090721,0,7010,7010,6860,6905
20090722,0,6905,6945,6865,6875
20090723,0,6900,6915,6845,6895
20090724,0,6900,6935,6880,6905
20090727,0,6910,7045,6910,7035
20090728,0,7015,7140,6995,7065
20090729,0,7060,7150,6965,7015
20090730,0,6985,7280,6980,7280
20090731,0,7360,7525,7320,7455
20090803,0,7537.725196,7654.513708,7347.943864,7532.859008
20090804,0,7547.457572,7605.851828,7192.225849,7318.746736
20090805,0,7396.605744,7464.732376,7260.35248,7318.746736
20090806,0,7347.943864,7576.6547,7304.148172,7527.99282
20090807,0,7498.795692,7615.584204,7338.211488,7367.408616
20090810,0,7372.274804,7532.859008,7352.810052,7469.598564
20090811,0,7440.401436,7810.231723,7430.66906,7717.774151
20090812,0,7717.774151,7819.964099,7557.189948,7576.6547
20090813,0,7688.577023,7776.168407,7605.851828,7664.246084
20090814,0,7708.041775,7737.238903,7430.66906,7464.732376
20090817,0,7304.148172,7338.211488,7148.430157,7148.430157
20090818,0,7148.430157,7211.690601,7060.838773,7133.831593
20090819,0,7221.422977,7226.289164,6827.261749,6963.515013
20090820,0,7094.902089,7119.233029,6939.184073,7065.704961
20090821,0,7007.310705,7182.493473,6978.113577,7060.838773
20090824,0,7240.887728,7309.01436,7046.240209,7182.493473
20090825,0,7114.366841,7163.028721,6992.712141,7036.507833
20090826,0,6978.113577,7099.768277,6968.381201,7036.507833
20090827,0,7026.775457,7109.500653,6987.845953,7041.374021
20090828,0,7104.634465,7128.965405,7046.240209,7070.571149
20090831,0,7099.768277,7099.768277,6909.986945,6929.451697
20090901,0,6934.317885,6948.916449,6793.198433,6846.726501
20090902,0,6812.663185,6812.663185,6637.480418,6739.670366
20090903,0,6759.135117,6856.458877,6681.27611,6827.261749
20090904,0,6798.064621,6875.923629,6768.867493,6827.261749
20090907,0,6822.395561,6861.325065,6759.135117,6768.867493
20090908,0,6749.402742,6764.001305,6642.346606,6710.473238
20090909,0,6764.001305,6827.261749,6729.93799,6783.466057
20090910,0,6764.001305,6798.064621,6720.205614,6744.536554
20090911,0,6764.001305,6793.198433,6725.071802,6729.93799
20090914,0,6510.95953,6613.149478,6428.234334,6535.29047
20090915,0,6569.353786,6593.684726,6535.29047,6588.818538
20090916,0,6622.881854,6666.677546,6579.086162,6598.550914
20090917,0,6637.480418,6647.212794,6564.487598,6579.086162
20090918,0,6569.353786,6593.684726,6506.093342,6515.825718
20090921,0,6501.227154,6564.487598,6481.762402,6540.156658
20090922,0,6530.424282,6535.29047,6496.360966,6510.95953
20090923,0,6540.156658,6540.156658,6418.501958,6442.832898
20090924,0,6423.368146,6433.100522,6326.044386,6345.509138
20090925,0,6306.579634,6306.579634,6243.319191,6267.650131
20090928,0,6257.917755,6272.516319,5995.143603,6121.664491
20090929,0,6160.593995,6165.460183,6073.002611,6111.932115
20090930,0,6136.263055,6228.720627,6077.868799,6223.854439
20091009,0,6277.382507,6369.840078,6218.988251,6223.854439
20091012,0,6267.650131,6433.100522,6228.720627,6374.706266
20091013,0,6351.165992,6393.538486,6257.004895,6308.793498
