stock_code,stock_name,train_annualized,test_annualized,total_return_pct,trades,win_rate,buy_hold_return_pct,date_start,date_end
601015,陕西黑猫,-19.099,5.75794,39.9945,2,50,-2.4,2019-07-16,2025-07-21
603111,康尼机电,-27.2689,5.74996,37.1951,2,100,37.0741,2019-11-25,2025-07-21
601939,建设银行,5.64162,5.74891,39.9012,2,50,33.1015,2019-07-17,2025-07-21
002272,川润股份,-4.53743,5.71907,37.6585,3,66.6667,130.508,2019-10-22,2025-07-21
600276,恒瑞医药,2.26482,5.68696,39.4096,2,50,-12.3431,2019-07-17,2025-07-21
600843,上工申贝,-7.36239,5.67652,37.2989,2,50,54.0365,2019-10-24,2025-07-21
002392,北京利尔,-13.8571,5.67647,38.3611,3,33.3333,91.9668,2019-09-03,2025-07-21
603032,德新科技,-30.7145,5.676,30.0042,3,66.6667,0.648968,2020-10-20,2025-07-21
002374,中锐股份,-24.9683,5.67434,39.1414,2,100,-5.53746,2019-07-25,2025-07-21
601598,中国外运,-11.158,5.67138,24.0695,1,100,14.5969,2021-08-23,2025-07-21
600207,安彩高科,-22.1059,5.66383,38.9118,2,100,7.86026,2019-08-02,2025-07-21
600099,林海股份,1.3156,5.64544,36.7791,3,66.6667,70.5531,2019-11-08,2025-07-21
002206,海 利 得,-25.0511,5.62108,38.8469,3,66.6667,44.9871,2019-07-19,2025-07-21
002003,伟星股份,-23.6993,5.59305,37.7201,3,66.6667,70.5047,2019-09-03,2025-07-21
600576,祥源文旅,-25.0313,5.57181,35.5705,2,100,29.1803,2019-12-11,2025-07-21
000705,浙江震元,-7.28283,5.57072,38.4912,2,100,47.6551,2019-07-17,2025-07-21
002200,*ST交投,-1.45579,5.57025,38.508,3,66.6667,27.7504,2019-07-16,2025-07-21
002188,中天服务,-9.56675,5.56858,37.8798,3,66.6667,99.6564,2019-08-16,2025-07-21
600803,新奥股份,-22.2015,5.56422,37.9278,3,66.6667,125.542,2019-08-12,2025-07-21
002905,金逸影视,-16.6092,5.56298,28.7899,2,100,-11.3244,2020-11-19,2025-07-21
002958,青农商行,-22.996,5.55861,22.8956,1,100,-6.16967,2021-09-29,2025-07-21
002785,万里石,4.23968,5.55827,36.399,2,100,90.8046,2019-10-25,2025-07-21
601799,星宇股份,10.4927,5.55295,38.1875,2,50,61.868,2019-07-25,2025-07-21
600428,中远海特,-13.3715,5.54292,36.8702,3,66.6667,84.7411,2019-09-26,2025-07-21
601001,晋控煤业,-13.5158,5.5324,36.5088,3,33.3333,206.353,2019-10-10,2025-07-21
600126,杭钢股份,-7.22524,5.47098,37.4663,3,66.6667,108.145,2019-07-29,2025-07-21
601633,长城汽车,-31.2293,5.46785,37.5622,3,33.3333,180.15,2019-07-23,2025-07-21
000338,潍柴动力,11.4662,5.45464,37.5189,2,50,27.6596,2019-07-17,2025-07-18
000528,柳    工,-0.551139,5.44994,37.7421,3,100,49.4845,2019-07-04,2025-07-18
601113,华鼎股份,-14.1719,5.44339,36.2395,2,100,-29.5416,2019-09-20,2025-07-21
002582,好想你,-24.2445,5.43608,35.5347,2,100,10.82,2019-10-23,2025-07-21
000530,冰山冷热,-27.1141,5.43351,37.3736,2,50,48.5126,2019-07-16,2025-07-18
600057,厦门象屿,-23.9154,5.43063,37.212,2,100,74.4828,2019-07-26,2025-07-21
000626,远大控股,-25.5562,5.42232,35.2766,3,66.6667,2.61097,2019-10-31,2025-07-21
600538,国发股份,-14.809,5.41017,36.0285,2,100,25.6674,2019-09-18,2025-07-21
002389,航天彩虹,2.12062,5.36479,33.4345,3,66.6667,90.3731,2020-01-10,2025-07-21
002727,一心堂,-9.38362,5.34248,36.2939,3,66.6667,-38.8235,2019-08-08,2025-07-21
000576,甘化科工,-20.2664,5.3261,35.012,2,50,29.6992,2019-10-08,2025-07-21
002057,中钢天源,-19.9902,5.30369,34.0849,2,100,14.8014,2019-11-18,2025-07-21
002160,常铝股份,-14.1487,5.28016,34.3496,2,100,49.3289,2019-10-25,2025-07-21
002612,朗姿股份,-22.1273,5.27849,34.2239,2,50,110.52,2019-11-01,2025-07-21
002179,中航光电,-8.62441,5.27366,36.1667,3,66.6667,12.9971,2019-07-17,2025-07-21
603177,德创环保,-22.0755,5.2646,29.7127,3,66.6667,5.30387,2020-06-24,2025-07-21
002653,海思科,-1.05974,5.25646,36.0332,3,33.3333,175.028,2019-07-17,2025-07-21
600671,天目药业,-7.90521,5.25586,31.7847,2,50,21.3502,2020-02-28,2025-07-21
600216,浙江医药,-6.34259,5.20049,35.5052,2,100,31.3862,2019-07-22,2025-07-21
002289,*ST宇顺,0.814527,5.15266,29.9946,3,33.3333,63.8053,2020-04-29,2025-07-21
000573,粤宏远Ａ,4.9961,5.15154,35.2207,2,50,25.6798,2019-07-17,2025-07-21
000906,浙商中拓,-17.5813,5.13953,35.3692,2,50,-0.301205,2019-07-04,2025-07-21
600642,申能股份,-1.01097,5.13749,35.1122,2,50,42.7586,2019-07-17,2025-07-21
603171,税友股份,0.48389,5.11704,12.8841,2,50,16.9007,2023-02-14,2025-07-21
002467,二六三,-18.6849,5.11444,34.7134,3,66.6667,4.0678,2019-07-29,2025-07-21
600028,中国石化,1.37482,5.11364,34.9282,1,100,11.9318,2019-07-17,2025-07-21
600327,大东方,-10.8895,5.10516,34.8628,3,66.6667,37.6694,2019-07-17,2025-07-21
601901,方正证券,-4.6928,5.10072,34.6634,2,100,17.0029,2019-07-26,2025-07-21
002483,润邦股份,-13.038,5.09973,32.9793,2,100,56.2802,2019-10-28,2025-07-21
000767,晋控电力,-8.53375,5.09525,34.7681,2,100,16.4234,2019-07-18,2025-07-21
000520,凤凰航运,-14.5058,5.07984,32.8532,3,33.3333,21.1538,2019-10-24,2025-07-18
600295,鄂尔多斯,-4.03553,5.07855,34.5118,3,33.3333,14.554,2019-07-25,2025-07-21
002046,国机精工,-5.39061,5.07605,33.4937,2,50,111.486,2019-09-20,2025-07-21
600603,ST广物,-1.51088,5.06917,32.2198,3,33.3333,55.1515,2019-11-28,2025-07-21
601226,华电科工,-15.4961,5.06259,34.535,2,100,48.0176,2019-07-17,2025-07-21
600085,同仁堂,-14.2859,5.05425,34.4709,2,50,22.1504,2019-07-17,2025-07-21
600973,宝胜股份,-21.8074,5.05265,33.5003,2,100,36.9898,2019-09-10,2025-07-21
002761,浙江建投,-31.3935,5.01164,33.4271,3,33.3333,7.3991,2019-08-27,2025-07-21
002628,成都路桥,-10.6807,5.0107,33.8136,3,33.3333,11.7172,2019-08-05,2025-07-21
000062,深圳华强,-24.5677,4.96283,33.2207,4,25,109.615,2019-08-15,2025-07-18
002105,信隆健康,-7.94079,4.93684,33.5707,2,50,29.1246,2019-07-17,2025-07-21
002976,瑞玛精密,-35.762,4.93447,16.806,2,100,72.1733,2022-04-28,2025-07-21
002262,恩华药业,-19.7912,4.92312,33.4658,2,50,85.8091,2019-07-17,2025-07-21
002700,万憬能源,-18.5245,4.91686,33.4355,3,66.6667,4.72973,2019-07-16,2025-07-21
601789,宁波建工,-13.1046,4.91677,31.8313,3,100,51.6129,2019-10-18,2025-07-21
002773,康弘药业,-16.882,4.90561,33.3321,2,50,22.3642,2019-07-17,2025-07-21
600816,建元信托,-25.973,4.90305,33.6799,2,50,-39.9598,2019-06-26,2025-07-21
002527,新时达,-29.9131,4.88953,32.5841,5,40,224.848,2019-08-23,2025-07-21
002603,以岭药业,-18.5486,4.88034,33.0004,3,33.3333,36.8468,2019-07-25,2025-07-21
601727,上海电气,-8.90764,4.87973,29.0817,3,33.3333,55.8,2020-03-09,2025-07-21
600391,航发科技,-24.8432,4.85946,32.9456,3,66.6667,70.2847,2019-07-19,2025-07-21
000963,华东医药,-20.9594,4.85133,32.7803,2,100,56.6265,2019-07-25,2025-07-21
600461,洪城环境,-19.9433,4.84748,32.5449,2,100,65.2778,2019-08-07,2025-07-21
600654,中安科,-12.5766,4.84361,27.1037,3,66.6667,95.4839,2020-06-24,2025-07-21
601519,大智慧,-19.0519,4.83798,32.7994,3,66.6667,102.134,2019-07-18,2025-07-21
600618,氯碱化工,-14.6015,4.8273,32.7353,2,100,21.9146,2019-07-17,2025-07-21
603013,亚普股份,-4.81822,4.82294,22.5683,3,33.3333,53.4518,2021-03-23,2025-07-21
002993,奥海科技,7.74617,4.82023,14.965,1,100,-13.6692,2022-08-04,2025-07-21
600346,恒力石化,-5.38923,4.8142,30.3338,2,100,5.15901,2019-12-03,2025-07-21
600853,XD龙建股,-16.2057,4.78712,31.9899,3,33.3333,21.0191,2019-08-13,2025-07-21
002498,汉缆股份,-10.2382,4.76588,32.2688,2,50,22.6027,2019-07-17,2025-07-21
002438,江苏神通,-10.2986,4.76363,31.2614,3,66.6667,66.7901,2019-09-16,2025-07-21
600537,亿晶光电,-37.3758,4.74529,31.8113,2,100,7.82609,2019-08-05,2025-07-21
002277,友阿股份,-17.2518,4.73016,32.0984,4,25,80.0604,2019-07-11,2025-07-21
600552,凯盛科技,-34.7391,4.71981,30.3469,2,50,113.653,2019-10-22,2025-07-21
002151,北斗星通,-15.5569,4.714,30.8488,2,50,21.3885,2019-09-19,2025-07-21
600023,浙能电力,-5.4255,4.71144,31.8566,2,50,19.7216,2019-07-17,2025-07-21
601958,金钼股份,-1.29746,4.71095,31.8528,3,66.6667,63.4286,2019-07-17,2025-07-21
603150,万朗磁塑,-10.2045,4.70631,10.1114,2,50,29.7569,2023-06-16,2025-07-21
000157,中联重科,6.31102,4.70184,31.7508,3,66.6667,25.3378,2019-07-16,2025-07-18
600599,*ST熊猫,-13.112,4.69063,31.567,2,50,-43.9537,2019-07-25,2025-07-21
600011,华能国际,-2.5487,4.68386,31.6481,2,100,13.5008,2019-07-17,2025-07-21
600939,重庆建工,-27.0265,4.64141,25.7562,2,50,8.61111,2020-07-01,2025-07-21
000887,中鼎股份,-11.5038,4.63824,28.8336,3,66.6667,109.681,2019-12-20,2025-07-21
000908,ST景峰,-9.32009,4.63011,31.2751,2,50,24.622,2019-07-15,2025-07-21
603159,上海亚虹,-23.9489,4.61538,27.3481,3,66.6667,38.2258,2020-03-09,2025-07-21
002349,精华制药,-18.9537,4.57619,28.959,3,33.3333,75.3456,2019-11-15,2025-07-21
601881,中国银河,-7.18801,4.57425,25.5948,2,50,81.6116,2020-06-15,2025-07-21
600810,神马股份,-13.2933,4.57201,30.5974,2,100,9.21986,2019-07-30,2025-07-21
600219,南山铝业,-26.064,4.56719,29.259,3,66.6667,91.9431,2019-10-22,2025-07-21
002843,泰嘉股份,-29.8326,4.56631,25.5923,3,66.6667,170.964,2020-06-12,2025-07-21
002448,中原内配,-15.551,4.56337,30.7405,3,33.3333,61.8182,2019-07-17,2025-07-21
600573,惠泉啤酒,-3.68554,4.5617,30.728,2,100,59.4595,2019-07-17,2025-07-21
600884,杉杉股份,-9.12971,4.55842,30.6077,2,50,-14.6037,2019-07-23,2025-07-21
600673,东阳光,-4.224,4.55013,26.9695,3,33.3333,67.3993,2020-03-06,2025-07-21
600770,综艺股份,-13.2179,4.53824,29.4618,3,33.3333,-2.24138,2019-09-26,2025-07-21
600508,上海能源,-2.89111,4.53677,30.5408,1,100,27.5499,2019-07-17,2025-07-21
600480,凌云股份,-11.3185,4.53152,28.7556,3,66.6667,85.2535,2019-11-08,2025-07-21
002258,利尔化学,-15.6202,4.52689,30.3877,2,50,-11.2121,2019-07-22,2025-07-21
603077,和邦生物,-21.5888,4.49952,29.9794,2,50,3.2967,2019-08-05,2025-07-21
000655,金岭矿业,-16.4828,4.49618,29.8139,2,100,63.6015,2019-08-14,2025-07-21
002134,天津普林,5.07668,4.45663,28.0774,5,20,119.844,2019-11-18,2025-07-21
600236,桂冠电力,-10.3231,4.42602,29.6354,2,100,44.2013,2019-07-22,2025-07-21
002086,东方海洋,-36.9936,4.42281,28.5714,2,100,-24.8101,2019-09-30,2025-07-21
000700,模塑科技,-29.5891,4.42201,29.1764,3,66.6667,126.409,2019-08-20,2025-07-21
002698,博实股份,-17.2578,4.40515,29.4802,3,100,93.0342,2019-07-22,2025-07-21
601339,百隆东方,-15.0785,4.36368,29.2478,2,50,21.3303,2019-07-17,2025-07-21
002579,中京电子,-2.59471,4.33219,27.3765,3,66.6667,11.5419,2019-11-07,2025-07-21
002597,金禾实业,9.34205,4.31678,28.8993,2,50,13.6249,2019-07-17,2025-07-21
002724,海洋王,-2.00672,4.30429,27.9918,2,50,19.3303,2019-09-12,2025-07-21
603000,人民网,-5.60612,4.30141,28.7853,2,50,12.4172,2019-07-17,2025-07-21
002182,宝武镁业,-1.33109,4.29712,28.7683,2,50,45.9784,2019-07-16,2025-07-21
002106,莱宝高科,7.74944,4.29659,27.7745,3,66.6667,21.6743,2019-09-23,2025-07-21
000558,天府文旅,-10.2504,4.2949,27.1608,3,33.3333,42.5532,2019-11-04,2025-07-21
600366,宁波韵升,0.599272,4.29104,28.4421,3,66.6667,50.3817,2019-08-05,2025-07-21
603042,华脉科技,-4.71949,4.28358,22.8208,2,50,-12.0416,2020-08-26,2025-07-21
600621,华鑫股份,-9.22767,4.25675,27.7381,2,100,15.0522,2019-09-06,2025-07-21
002938,鹏鼎控股,9.82065,4.25099,18.5779,2,50,60.8935,2021-06-16,2025-07-21
601333,广深铁路,-4.62073,4.24802,28.3898,1,100,-5.3125,2019-07-17,2025-07-21
000868,安凯客车,-19.7343,4.22017,28.0679,2,100,109.22,2019-07-25,2025-07-21
603056,德邦股份,-6.20408,4.20727,20.5037,2,50,22.7623,2021-01-08,2025-07-21
600035,楚天高速,-3.80704,4.20491,27.0786,2,50,31.9403,2019-09-26,2025-07-21
000928,中钢国际,-14.119,4.18106,27.8092,3,33.3333,21.2687,2019-07-23,2025-07-21
000020,深华发Ａ,-14.9479,4.17845,26.834,2,50,22.9148,2019-09-27,2025-07-18
002209,达 意 隆,-9.38588,4.17633,26.139,4,50,135.843,2019-11-18,2025-07-21
603105,芯能科技,1.27638,4.15149,18.7484,2,50,13.9785,2021-04-28,2025-07-21
600609,金杯汽车,-7.25136,4.14359,25.7743,2,50,35.8442,2019-11-28,2025-07-21
600050,中国联通,-10.8882,4.14329,26.3889,1,100,-11.3636,2019-10-14,2025-07-21
601099,太平洋,-19.5247,4.12525,27.301,2,50,7.14286,2019-07-30,2025-07-21
002040,南 京 港,-10.3474,4.12393,25.7794,2,50,50.1493,2019-11-18,2025-07-21
600520,三佳科技,-25.9609,4.11764,27.1611,2,100,153.541,2019-08-06,2025-07-21
002706,良信股份,-43.7863,4.11167,27.3844,2,50,45.1043,2019-07-17,2025-07-21
600547,山东黄金,27.4867,4.10988,26.9926,2,50,-34.1314,2019-08-14,2025-07-21
002442,龙星科技,0.893394,4.08295,25.0594,3,66.6667,21.4545,2019-12-20,2025-07-21
002558,巨人网络,-28.1364,4.07892,24.8819,4,25,38.0872,2019-12-31,2025-07-21
000509,华塑控股,-17.5022,4.07431,23.7639,2,50,66.6667,2020-03-13,2025-07-18
002218,拓日新能,-25.6465,4.06207,27.0203,3,33.3333,20,2019-07-17,2025-07-21
000951,中国重汽,-5.31764,4.05453,26.965,2,50,16.1487,2019-07-17,2025-07-21
002648,卫星化学,5.33582,4.05045,26.9213,3,66.6667,29.2439,2019-07-18,2025-07-21
600196,复星医药,7.23557,4.05019,26.9194,2,50,-2.94337,2019-07-18,2025-07-21
000543,皖能电力,-12.4583,4.03805,26.7344,2,50,60.793,2019-07-25,2025-07-21
600490,鹏欣资源,-14.4133,4.03704,22.3287,2,50,41.875,2020-06-16,2025-07-21
600829,人民同泰,-7.84111,4.00242,25.3923,3,66.6667,38.4196,2019-10-15,2025-07-21
002455,百川股份,-0.611062,3.99921,26.2209,2,50,6.21212,2019-08-12,2025-07-21
603103,横店影视,-20.4701,3.99021,20.0773,2,50,-0.0575374,2020-11-18,2025-07-21
002184,海得控制,-13.0306,3.97801,26.4187,4,50,26.7925,2019-07-16,2025-07-21
002692,远程股份,-47.564,3.9766,25.4538,2,100,40.1084,2019-09-27,2025-07-21
600249,两面针,-3.8017,3.97569,26.3882,2,100,29.646,2019-07-17,2025-07-21
000731,四川美丰,-14.7643,3.97184,26.3601,2,50,13.9241,2019-07-17,2025-07-21
600887,伊利股份,18.7296,3.93106,25.8101,2,100,-3.75555,2019-08-06,2025-07-21
600730,中国高科,-36.8315,3.92073,25.961,3,66.6667,22.8102,2019-07-19,2025-07-21
000677,恒天海龙,-8.24556,3.90987,24.1362,5,40,49.6042,2019-12-02,2025-07-21
600486,扬农化工,-0.13487,3.90864,25.9259,2,50,13.877,2019-07-15,2025-07-21
600536,中国软件,3.77819,3.90701,25.8612,3,66.6667,-7.21751,2019-07-19,2025-07-21
002575,群兴玩具,-16.9087,3.90552,22.349,3,33.3333,43.1062,2020-04-13,2025-07-21
600798,宁波海运,-8.90801,3.86673,24.1679,2,100,21.6524,2019-11-07,2025-07-21
002716,湖南白银,-20.8348,3.8404,24.1676,4,50,47.7707,2019-10-23,2025-07-21
603172,万丰股份,-34.9358,3.81458,5.05355,2,50,17.8246,2024-03-25,2025-07-21
600132,重庆啤酒,26.7609,3.80862,25.1733,3,33.3333,33.9057,2019-07-17,2025-07-21
000965,天保基建,-7.0988,3.80402,25.1399,2,100,18.2306,2019-07-17,2025-07-21
600869,远东股份,-18.6264,3.79873,24.7701,3,66.6667,27.1111,2019-08-13,2025-07-21
000978,桂林旅游,-2.30735,3.79511,25.0754,2,50,15.7706,2019-07-17,2025-07-21
600019,宝钢股份,3.36342,3.78595,23.958,2,100,24.4482,2019-10-10,2025-07-21
002204,大连重工,-23.8392,3.7841,24.9958,4,50,74.6594,2019-07-17,2025-07-21
603020,爱普股份,-31.0699,3.77955,24.9629,2,100,11.1772,2019-07-17,2025-07-21
000821,京山轻机,-14.5884,3.77832,23.3405,3,33.3333,95.9217,2019-11-25,2025-07-21
002259,升达林业,-11.6783,3.76693,22.5174,3,66.6667,106.731,2020-01-20,2025-07-21
600758,辽宁能源,-0.901776,3.75873,24.9007,2,100,-14.9474,2019-07-10,2025-07-21
002268,电科网安,-20.6214,3.74396,24.6053,3,33.3333,-30.26,2019-07-25,2025-07-21
600737,中粮糖业,-5.92089,3.74318,24.537,2,50,5.85106,2019-07-30,2025-07-21
600172,黄河旋风,-27.6184,3.73493,24.4904,3,33.3333,24.058,2019-07-29,2025-07-21
600246,万通发展,-12.3354,3.73167,24.3672,2,50,87.7333,2019-08-07,2025-07-21
600501,航天晨光,-21.5453,3.73061,24.6093,4,75,130.367,2019-07-17,2025-07-21
002869,金溢科技,38.58,3.72665,19.7474,2,100,-53.8136,2020-08-17,2025-07-21
000572,海马汽车,-24.9125,3.71332,24.497,3,33.3333,140.609,2019-07-16,2025-07-21
002741,光华科技,-1.0145,3.7055,24.3291,4,50,57.9984,2019-07-25,2025-07-21
600128,苏豪弘业,-16.4279,3.70234,24.4055,3,66.6667,41.7738,2019-07-17,2025-07-21
601326,秦港股份,-3.78503,3.7001,18.8612,1,100,27.4809,2020-10-19,2025-07-21
600405,动力源,2.5081,3.69612,24.1877,3,66.6667,25.37,2019-07-31,2025-07-21
600650,锦江在线,-4.45593,3.69158,24.3279,2,50,58.6842,2019-07-17,2025-07-21
603126,中材节能,-13.6505,3.68901,23.7313,3,66.6667,26.0456,2019-09-04,2025-07-21
600968,海油发展,4.49258,3.68543,14.1429,2,50,52.1583,2021-11-26,2025-07-21
002319,乐通股份,-9.65206,3.67407,23.4557,2,100,23.8647,2019-09-18,2025-07-21
601169,北京银行,-4.55703,3.67388,23.8452,2,50,29.5802,2019-08-16,2025-07-21
600794,保税科技,-6.10862,3.67269,22.8017,3,33.3333,18.8119,2019-11-11,2025-07-21
600178,东安动力,-15.6909,3.66321,24.1237,2,50,180.868,2019-07-17,2025-07-21
600780,通宝能源,-10.948,3.63732,23.9377,3,66.6667,75.5618,2019-07-17,2025-07-21
002363,隆基机械,-27.5033,3.6296,23.8218,3,66.6667,45.4874,2019-07-22,2025-07-21
002051,中工国际,-16.9759,3.62909,22.6275,2,100,-6.82303,2019-11-01,2025-07-21
600298,安琪酵母,-13.7589,3.61101,23.7488,2,50,21.6413,2019-07-17,2025-07-21
000822,山东海化,-6.25178,3.60917,23.7355,2,50,15.4876,2019-07-17,2025-07-21
002559,亚威股份,-24.7214,3.60878,23.7568,3,66.6667,91.945,2019-07-15,2025-07-21
002238,天威视讯,-15.6551,3.6066,22.8799,2,100,9.88736,2019-09-27,2025-07-21
000962,东方钽业,-21.8795,3.60305,21.9775,3,66.6667,165.263,2019-12-11,2025-07-21
600193,*ST创兴,-28.2751,3.60032,22.1132,3,66.6667,23.1884,2019-11-28,2025-07-21
600549,厦门钨业,-9.77549,3.59283,23.6184,3,66.6667,70.0377,2019-07-17,2025-07-21
002380,科远智慧,-20.8388,3.59244,23.5439,3,66.6667,79.3001,2019-07-23,2025-07-21
002053,云南能投,-13.8007,3.58736,20.855,2,50,48.7637,2020-03-03,2025-07-21
601827,三峰环境,-9.05736,3.58323,11.421,2,50,25.8621,2022-06-24,2025-07-21
000898,鞍钢股份,3.12775,3.54262,23.259,2,50,-21.3296,2019-07-17,2025-07-21
000012,南  玻Ａ,-10.815,3.53926,23.2114,2,50,14.7971,2019-07-16,2025-07-18
603093,南华期货,-14.2,3.53827,13.0665,3,33.3333,89.5665,2022-01-06,2025-07-21
000977,浪潮信息,-16.2647,3.53555,23.1967,3,66.6667,147.5,2019-07-18,2025-07-21
002393,力生制药,-9.48412,3.52956,23.1656,3,33.3333,15.0489,2019-07-17,2025-07-21
002410,广联达,21.7469,3.52875,22.8678,3,66.6667,-58.5723,2019-08-12,2025-07-21
600615,丰华股份,-12.0328,3.52445,23.1991,2,50,72.8814,2019-07-11,2025-07-21
002837,英维克,-11.0767,3.52185,18.7111,2,100,14.4003,2020-08-06,2025-07-21
002171,楚江新材,-27.2502,3.51327,22.3648,2,50,33.4802,2019-09-16,2025-07-21
000777,中核科技,-21.7036,3.50651,23.0938,3,33.3333,60.0451,2019-07-09,2025-07-21
600928,西安银行,-7.8815,3.50556,14.2045,1,100,-12.6087,2021-09-13,2025-07-21
000096,广聚能源,-8.40687,3.49121,22.8687,2,50,27.9094,2019-07-16,2025-07-18
002364,中恒电气,-6.30635,3.47499,22.7532,2,50,56.7594,2019-07-19,2025-07-21
002020,京新药业,-20.6976,3.46429,22.38,3,66.6667,36.0475,2019-08-15,2025-07-21
000967,盈峰环境,-22.9993,3.46193,22.1242,2,50,-3.98818,2019-09-06,2025-07-21
600423,柳化股份,-12.4422,3.45613,20.5156,3,66.6667,20.9302,2020-01-20,2025-07-21
600822,上海物贸,-4.59668,3.41216,20.899,4,25,56.3492,2019-11-25,2025-07-21
600817,宇通重工,-6.02315,3.40787,19.0219,2,50,28.8363,2020-05-08,2025-07-21
002098,浔兴股份,-17.0634,3.39846,19.2708,4,50,64.5902,2020-04-10,2025-07-21
600436,片仔癀,12.0449,3.39193,22.1853,3,33.3333,85.5327,2019-07-17,2025-07-21
600282,南钢股份,5.41893,3.37336,21.9095,2,50,40.7855,2019-07-30,2025-07-21
600330,天通股份,-21.9934,3.36179,20.8942,2,50,17.757,2019-10-25,2025-07-21
601369,陕鼓动力,-9.15808,3.36052,21.5989,3,66.6667,47.343,2019-08-20,2025-07-21
000550,江铃汽车,-11.4206,3.35825,21.9464,2,100,12.5137,2019-07-17,2025-07-21
002658,雪迪龙,-26.4242,3.32806,21.6562,3,33.3333,9.06631,2019-07-24,2025-07-21
601808,中海油服,-4.96829,3.30987,21.6039,1,100,39.5464,2019-07-17,2025-07-21
600575,淮河能源,-14.8496,3.29769,21.1729,3,66.6667,39.2996,2019-08-19,2025-07-21
002017,东信和平,9.8692,3.29074,21.3396,3,33.3333,81.6801,2019-07-29,2025-07-21
002005,ST德豪,-33.5861,3.28713,19.809,2,50,34.5946,2019-12-20,2025-07-21
600184,光电股份,-15.3982,3.28571,21.4332,4,50,47.4979,2019-07-17,2025-07-21
002395,双象股份,7.30787,3.27745,21.1501,2,50,-13.9028,2019-08-08,2025-07-21
603117,万林物流,-37.374,3.27681,21.274,3,66.6667,50.8772,2019-07-26,2025-07-21
002489,浙江永强,-19.9254,3.26525,21.1395,3,33.3333,13.6778,2019-08-01,2025-07-21
000755,山西高速,-19.7556,3.26261,19.0522,3,33.3333,41.3223,2020-02-12,2025-07-21
600812,华北制药,-15.8974,3.24755,21.217,2,100,60.6061,2019-07-12,2025-07-21
600784,XD鲁银投,-7.02343,3.24692,19.6428,2,100,38.7712,2019-12-11,2025-07-21
600192,长城电工,-9.13857,3.23466,21.0731,2,50,65.4882,2019-07-17,2025-07-21
600078,澄星股份,-6.78718,3.22028,20.5527,2,50,15.3704,2019-08-27,2025-07-21
601061,中信金属,-16.5139,3.21437,4.40806,1,100,1.46879,2024-03-08,2025-07-21
600721,百花医药,-5.52446,3.21135,19.691,4,50,46.7391,2019-11-14,2025-07-21
601318,中国平安,24.8473,3.18878,20.7503,2,100,-34.2266,2019-07-17,2025-07-21
000158,常山北明,-29.0895,3.18055,20.589,4,50,371.731,2019-07-24,2025-07-18
002361,神剑股份,-29.5514,3.17572,20.6069,2,50,53.012,2019-07-22,2025-07-21
002014,永新股份,-19.6064,3.17487,19.932,2,50,64,2019-09-27,2025-07-21
600995,南网储能,-0.853667,3.1658,20.0243,3,66.6667,34.8958,2019-09-12,2025-07-21
601098,中南传媒,-14.7335,3.16265,20.5667,1,100,6.71521,2019-07-17,2025-07-21
002247,聚力文化,-41.1057,3.1523,19.5761,3,66.6667,-4.7619,2019-10-17,2025-07-21
601518,XD吉林高,-8.9327,3.15047,20.1339,2,100,4.85075,2019-08-21,2025-07-21
002897,意华股份,6.43139,3.13748,15.6982,2,100,37.8062,2020-11-02,2025-07-21
600033,福建高速,3.59338,3.12368,20.2934,2,50,9.93789,2019-07-17,2025-07-21
600691,阳煤化工,-17.3478,3.10877,19.9073,2,50,9.48276,2019-08-15,2025-07-21
000809,和展能源,-11.81,3.10544,20.1858,2,50,16.9231,2019-07-15,2025-07-21
600482,中国动力,-16.3751,3.07408,19.4106,1,100,-6.07514,2019-09-11,2025-07-21
600396,华电辽能,-24.1785,3.06241,19.8449,4,50,102.21,2019-07-19,2025-07-21
002386,天原股份,-8.37553,3.05436,19.562,4,75,-11.8644,2019-08-12,2025-07-21
002067,景兴纸业,-23.2819,3.03261,19.6567,2,50,33.2344,2019-07-17,2025-07-21
000859,国风新材,0.60268,3.01495,19.5239,3,66.6667,28.5981,2019-07-18,2025-07-21
600997,开滦股份,0.231788,3.01434,19.5099,2,50,3.3557,2019-07-19,2025-07-21
601860,紫金银行,-30.4317,3.01372,12.4096,2,50,-5.47112,2021-08-12,2025-07-21
601009,南京银行,-16.035,2.99966,19.4173,3,33.3333,38.4798,2019-07-18,2025-07-21
000970,中科三环,-11.0955,2.99836,19.4663,3,66.6667,23.5694,2019-07-12,2025-07-21
002073,软控股份,-22.7281,2.99273,19.2535,2,100,48.2315,2019-07-30,2025-07-21
600706,曲江文旅,-12.3805,2.9578,19.0597,2,100,17.7384,2019-07-25,2025-07-21
603036,如通股份,-22.8932,2.93243,16.1136,3,66.6667,92.4379,2020-05-18,2025-07-21
600280,中央商场,-10.5658,2.92604,18.5495,3,66.6667,14.5161,2019-08-26,2025-07-21
002767,先锋电子,-20.278,2.91044,18.807,2,50,1.17647,2019-07-17,2025-07-21
600036,招商银行,13.1124,2.90847,18.7933,2,100,28.1116,2019-07-17,2025-07-21
600841,动力新科,-5.65513,2.90407,18.828,2,100,-14.7059,2019-07-10,2025-07-21
002807,江阴银行,-24.4264,2.89736,16.3452,4,50,17.233,2020-03-30,2025-07-21
000810,创维数字,-5.95662,2.89449,18.1505,3,33.3333,19.73,2019-09-16,2025-07-21
601677,明泰铝业,2.59238,2.87276,18.5459,3,66.6667,25.2446,2019-07-17,2025-07-21
