stock_code,data_points,date_start,date_end,best_C,best_gamma,is_accuracy,is_precision,is_recall,oos_trades,oos_win_rate,oos_total_return_pct,oos_avg_return_pct,oos_max_drawdown_pct,oos_accuracy,oos_precision,oos_recall
002124,2405,2015-07-21,2025-07-21,10.0000,0.0500,90.36,82.48,90.11,95,40.00,-6.50,-0.07,56.94,59.31,23.55,27.78
002125,2421,2015-07-21,2025-07-21,1.0000,0.0500,74.68,56.89,79.41,122,41.80,-9.91,-0.08,56.40,57.39,33.09,51.33
002126,2402,2015-07-21,2025-07-21,100.0000,0.0100,81.84,58.85,79.64,127,47.24,199.23,1.57,40.15,52.84,33.56,51.19
002127,2305,2015-09-10,2025-07-21,1.0000,0.1000,84.34,73.50,87.39,111,41.44,-50.51,-0.46,50.90,59.17,24.02,48.04
002128,2304,2015-07-21,2025-07-21,100.0000,0.0100,85.22,59.18,89.42,86,47.67,-7.05,-0.08,37.99,59.28,21.49,41.62
002129,2023,2015-07-21,2025-07-21,1.0000,0.1000,82.75,74.19,85.27,102,36.27,-52.44,-0.51,68.03,52.94,24.54,53.14
002130,2392,2015-08-11,2025-07-21,100.0000,0.0100,85.21,58.97,89.40,118,54.24,307.43,2.61,37.57,53.18,34.12,41.40
002131,2349,2015-07-22,2025-07-21,100.0000,0.0100,81.35,56.47,80.83,104,47.12,79.59,0.77,29.72,58.00,25.32,35.24
002132,2350,2015-07-31,2025-07-21,100.0000,0.0100,82.02,52.84,82.59,89,42.70,-3.97,-0.04,53.25,60.96,25.34,34.91
002133,2430,2015-07-21,2025-07-21,10.0000,0.0500,94.14,75.16,97.49,95,44.21,15.46,0.16,36.42,60.28,32.00,31.88
002134,2292,2015-07-21,2025-07-21,1.0000,0.1000,85.97,76.89,81.65,120,44.17,80.25,0.67,30.86,54.22,35.13,41.06
002135,2421,2015-07-21,2025-07-21,1.0000,0.0500,80.71,56.58,80.90,67,46.27,-1.94,-0.03,31.20,66.21,18.39,31.37
002136,2428,2015-07-21,2025-07-21,100.0000,0.0100,83.80,64.24,87.43,93,49.46,17.19,0.18,42.86,66.10,34.11,45.98
002137,2351,2015-11-16,2025-07-21,1.0000,0.1000,86.26,71.49,82.93,117,52.99,145.47,1.24,35.40,62.32,41.26,50.88
002138,2430,2015-07-21,2025-07-21,1.0000,0.0500,82.42,63.66,78.72,95,52.63,206.05,2.17,23.79,66.74,30.61,45.00
002139,2427,2015-07-21,2025-07-21,100.0000,0.0100,79.84,65.10,81.44,123,43.09,27.12,0.22,54.04,62.25,40.46,56.58
002140,2415,2015-07-21,2025-07-21,10.0000,0.0050,77.40,47.17,65.08,99,47.47,58.05,0.59,30.26,65.25,31.27,49.27
002141,2307,2015-07-21,2025-07-21,10.0000,0.1000,95.75,92.65,96.18,136,43.38,26.31,0.19,59.89,54.19,33.42,44.72
002142,2423,2015-07-21,2025-07-21,10.0000,0.0500,92.20,71.11,97.71,71,40.85,-5.75,-0.08,31.57,65.18,16.60,25.15
002144,2430,2015-07-21,2025-07-21,10.0000,0.0500,96.40,77.33,100.00,55,49.09,15.95,0.29,34.95,67.69,15.03,17.06
002145,2392,2015-08-06,2025-07-21,10.0000,0.0500,89.23,76.53,85.29,99,33.33,-73.93,-0.75,80.68,68.46,26.75,36.11
002146,2420,2015-07-21,2025-07-21,100.0000,0.0100,81.91,52.33,89.17,108,37.96,-28.05,-0.26,37.42,62.77,30.34,43.95
002148,2430,2015-07-21,2025-07-21,10.0000,0.0500,92.87,85.75,89.80,97,44.33,21.03,0.22,45.87,63.24,36.91,30.07
002149,2407,2015-07-21,2025-07-21,100.0000,0.0100,82.95,74.41,77.62,116,48.28,72.73,0.63,29.48,60.43,33.33,43.97
002150,2355,2015-07-21,2025-07-21,1.0000,0.0500,83.37,53.98,81.08,119,39.50,-37.48,-0.31,62.74,50.44,30.91,47.72
002151,2354,2015-07-29,2025-07-21,10.0000,0.0500,92.04,79.74,90.45,88,45.45,23.27,0.26,36.58,70.68,22.71,30.32
002152,2421,2015-07-21,2025-07-21,100.0000,0.0050,80.21,55.10,82.07,72,54.17,64.88,0.90,26.86,60.57,18.87,34.68
002153,2417,2015-07-21,2025-07-21,100.0000,0.0100,80.33,62.94,81.25,124,39.52,14.60,0.12,56.34,57.40,35.60,46.90
002154,2430,2015-07-21,2025-07-21,1.0000,0.0500,78.95,44.71,83.13,103,34.95,-36.31,-0.35,48.73,57.20,20.92,36.32
002155,2428,2015-07-21,2025-07-21,10.0000,0.0050,69.80,41.11,73.46,124,47.58,169.88,1.37,42.36,55.08,36.94,61.15
002156,2340,2015-07-21,2025-07-21,10.0000,0.0500,91.70,84.44,92.07,102,42.16,-23.71,-0.23,43.47,55.73,27.54,36.51
002157,2420,2015-07-21,2025-07-21,100.0000,0.0100,76.52,62.13,78.41,95,43.16,48.56,0.51,31.46,62.66,29.22,40.36
002158,2430,2015-07-21,2025-07-21,10.0000,0.0050,67.16,49.28,75.38,70,38.57,-33.36,-0.48,39.39,67.48,29.70,39.70
002159,2400,2015-07-21,2025-07-21,1.0000,0.1000,87.84,70.75,84.23,86,48.84,102.10,1.19,29.40,62.12,33.19,28.94
002160,2313,2015-07-21,2025-07-21,100.0000,0.0100,79.26,60.14,85.46,84,45.24,45.20,0.54,32.73,64.92,21.49,29.38
002161,2326,2015-08-11,2025-07-21,10.0000,0.0050,71.18,48.25,62.73,80,47.50,50.36,0.63,38.04,70.43,47.00,40.16
002162,2297,2015-07-21,2025-07-21,10.0000,0.0500,92.22,79.10,92.28,101,42.57,-10.96,-0.11,37.69,56.34,38.24,36.91
002163,2312,2015-07-21,2025-07-21,10.0000,0.0500,92.49,89.39,88.00,83,43.37,71.37,0.86,29.07,67.89,33.64,34.26
002164,2284,2015-08-05,2025-07-21,1.0000,0.0500,77.71,54.95,76.09,124,39.52,-18.23,-0.15,59.23,62.08,44.69,53.69
002165,2366,2015-07-21,2025-07-21,1.0000,0.0500,81.12,55.73,87.38,99,44.44,46.09,0.47,42.91,51.25,27.11,41.29
002166,2369,2015-07-21,2025-07-21,1.0000,0.0500,85.35,61.51,70.91,65,44.62,43.25,0.67,33.25,72.17,38.15,30.70
002167,2429,2015-07-21,2025-07-21,1.0000,0.1000,86.15,71.94,87.08,117,44.44,36.60,0.31,48.04,56.67,31.55,37.19
002168,2062,2015-07-21,2025-07-21,100.0000,0.0050,79.83,59.86,77.09,91,45.05,32.55,0.36,54.93,56.21,35.50,41.92
002169,2415,2015-07-21,2025-07-21,10.0000,0.0050,69.65,51.58,76.34,99,44.44,-19.17,-0.19,39.89,64.82,28.31,50.54
002170,2425,2015-07-28,2025-07-21,1.0000,0.1000,88.25,70.38,87.87,100,50.00,145.97,1.46,28.64,58.39,31.98,45.56
002171,2360,2015-07-21,2025-07-21,100.0000,0.0050,74.75,55.86,75.24,86,44.19,-0.17,-0.00,37.35,64.19,30.60,47.32
002172,2425,2015-07-21,2025-07-21,100.0000,0.0050,77.14,55.60,77.81,107,46.73,35.10,0.33,29.80,54.14,30.45,40.99
002173,2422,2015-07-21,2025-07-21,1.0000,0.0500,82.35,58.39,78.88,121,47.11,96.16,0.79,39.35,54.84,42.39,37.97
002174,2296,2015-07-21,2025-07-21,100.0000,0.0100,83.82,67.56,88.22,115,41.74,-6.22,-0.05,57.08,53.76,28.57,33.58
002175,2193,2015-07-22,2025-07-21,1.0000,0.0500,71.88,55.36,75.18,100,47.00,38.99,0.39,36.28,61.76,42.40,53.11
002176,2358,2015-07-21,2025-07-21,1.0000,0.1000,85.42,76.14,81.19,107,41.12,-26.71,-0.25,43.12,64.63,36.52,54.55
002177,2428,2015-07-21,2025-07-21,100.0000,0.0050,74.33,53.15,80.05,136,51.47,513.64,3.78,26.91,52.97,41.34,52.47
002178,2406,2015-07-21,2025-07-21,1.0000,0.0500,79.23,59.00,74.80,137,46.72,102.01,0.74,30.88,50.48,35.65,47.46
002179,2430,2015-07-21,2025-07-21,1.0000,0.0100,67.02,39.33,64.45,94,44.68,-34.91,-0.37,44.88,62.50,20.28,52.14
002180,2316,2015-07-22,2025-07-21,100.0000,0.0100,82.41,68.20,81.38,114,39.47,-22.36,-0.20,65.58,55.95,28.28,50.00
002181,2423,2015-07-21,2025-07-21,10.0000,0.0100,77.11,46.17,77.97,97,43.30,30.00,0.31,30.65,59.87,34.38,39.57
002182,2428,2015-07-21,2025-07-21,10.0000,0.0500,89.96,78.36,94.17,127,37.80,-39.72,-0.31,56.09,53.92,33.67,43.93
002183,2337,2015-10-20,2025-07-21,100.0000,0.0100,83.60,58.63,88.04,79,32.91,-56.54,-0.72,56.54,65.38,19.63,23.76
002184,2420,2015-07-21,2025-07-21,100.0000,0.0100,83.69,68.97,81.53,123,43.09,4.73,0.04,39.72,56.17,34.02,37.83
002185,2424,2015-07-21,2025-07-21,100.0000,0.0100,82.08,64.17,82.12,54,35.19,-11.06,-0.20,30.54,75.90,17.83,15.97
002186,2425,2015-07-21,2025-07-21,100.0000,0.0100,90.59,52.96,95.97,67,49.25,136.61,2.04,19.30,67.94,36.14,29.67
002187,2424,2015-07-21,2025-07-21,100.0000,0.0050,89.24,50.00,90.13,70,40.00,-39.94,-0.57,47.69,63.48,26.67,33.03
002188,2388,2015-07-21,2025-07-21,1.0000,0.0100,67.70,42.71,79.60,165,46.06,29.76,0.18,67.40,52.16,40.12,83.17
002189,2306,2015-07-21,2025-07-21,10.0000,0.0500,92.99,83.46,92.60,103,53.40,301.25,2.92,25.73,61.90,45.70,36.68
002190,2372,2015-07-21,2025-07-21,10.0000,0.0500,92.61,77.89,95.68,69,42.03,-3.24,-0.05,47.67,68.51,29.39,34.18
002191,2325,2015-12-11,2025-07-21,100.0000,0.0100,87.21,60.12,83.82,88,42.05,-6.61,-0.08,45.33,60.53,19.57,40.76
002192,2417,2015-07-21,2025-07-21,10.0000,0.0500,91.34,89.32,89.93,121,34.71,-73.22,-0.61,83.12,57.72,29.33,32.23
002193,2378,2015-07-21,2025-07-21,10.0000,0.0500,96.17,87.11,95.85,90,43.33,0.66,0.01,54.00,53.14,31.94,27.96
002194,2409,2015-07-24,2025-07-21,100.0000,0.0100,83.75,75.56,77.75,124,38.71,-42.54,-0.34,62.67,52.35,25.41,34.96
002195,2430,2015-07-21,2025-07-21,1.0000,0.1000,85.52,64.10,84.36,80,45.00,40.54,0.51,37.24,63.77,31.39,27.03
002196,2415,2015-07-21,2025-07-21,10.0000,0.0500,91.68,79.04,93.28,111,36.94,-44.99,-0.41,63.10,56.72,35.42,31.68
002197,2414,2015-07-21,2025-07-21,100.0000,0.0050,83.00,57.79,76.41,122,47.54,90.18,0.74,42.45,58.74,42.93,48.20
002198,2342,2015-07-21,2025-07-21,100.0000,0.0100,85.62,67.85,88.56,88,46.59,23.71,0.27,32.29,59.30,24.92,33.48
002199,2268,2015-10-09,2025-07-21,100.0000,0.0100,83.31,67.69,87.41,103,43.69,24.48,0.24,46.20,51.48,30.19,40.00
002200,2427,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,76,35.53,-36.41,-0.48,36.41,66.17,21.64,16.67
002201,2301,2015-07-22,2025-07-21,10.0000,0.0500,90.96,84.01,88.18,114,34.21,-66.96,-0.59,76.58,60.81,33.33,42.86
002202,2424,2015-07-21,2025-07-21,1.0000,0.1000,84.07,62.94,86.86,72,50.00,66.04,0.92,45.87,74.84,28.44,41.10
002203,2334,2015-11-26,2025-07-21,1.0000,0.0500,87.04,53.35,88.38,71,43.66,-1.51,-0.02,28.85,62.80,10.56,26.55
002204,2430,2015-07-21,2025-07-21,1.0000,0.0500,79.24,43.58,79.83,89,47.19,42.52,0.48,36.92,64.19,21.53,35.63
002205,2413,2015-07-21,2025-07-21,100.0000,0.0050,75.30,56.86,80.74,123,49.59,204.19,1.66,47.15,54.37,38.78,57.63
002206,2426,2015-07-21,2025-07-21,100.0000,0.0100,82.59,51.19,91.83,104,40.38,-15.84,-0.15,57.86,60.45,28.88,40.60
002207,2159,2015-09-21,2025-07-21,10.0000,0.0500,94.17,82.49,96.37,79,49.37,119.17,1.51,28.76,58.37,35.02,29.96
002208,2409,2015-07-21,2025-07-21,1.0000,0.0500,81.25,69.47,64.23,68,35.29,-33.47,-0.49,38.03,70.73,41.11,30.58
002209,2292,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,54,51.85,85.23,1.58,43.34,62.77,37.24,18.37
002210,2211,2015-11-30,2025-07-21,1.0000,0.1000,83.72,71.29,76.30,75,34.67,-29.19,-0.39,34.49,65.23,27.84,25.47
002211,2306,2015-09-01,2025-07-21,10.0000,0.0500,92.99,86.06,92.62,111,45.05,-16.45,-0.15,57.24,56.42,34.48,37.80
002212,2245,2015-10-23,2025-07-21,10.0000,0.0500,91.88,80.79,96.51,117,38.46,-56.96,-0.49,66.59,47.59,18.76,40.93
002213,2385,2015-07-21,2025-07-21,10.0000,0.0500,93.16,86.02,95.33,142,42.25,58.61,0.41,36.76,52.81,39.75,44.79
002214,2390,2015-09-16,2025-07-21,100.0000,0.0100,81.39,64.21,84.26,110,40.91,12.06,0.11,36.35,54.31,26.74,58.57
002215,2420,2015-07-21,2025-07-21,1.0000,0.0500,83.97,52.82,79.76,96,47.92,36.93,0.38,28.75,63.19,29.92,32.92
002216,2430,2015-07-21,2025-07-21,100.0000,0.0100,85.81,65.57,90.34,62,35.48,-23.29,-0.38,45.13,74.79,27.09,37.93
002217,2350,2015-07-21,2025-07-21,100.0000,0.0050,75.80,52.49,76.75,89,40.45,-6.03,-0.07,53.89,57.13,24.41,30.00
002218,2430,2015-07-21,2025-07-21,10.0000,0.0500,88.70,71.69,94.95,100,40.00,-13.06,-0.13,41.50,55.30,19.60,33.17
002219,2013,2016-06-22,2025-07-21,1.0000,0.1000,87.90,74.21,83.55,80,37.50,-15.03,-0.19,45.23,63.11,25.45,32.20
002221,2422,2015-07-21,2025-07-21,100.0000,0.0100,82.28,58.65,79.82,89,42.70,1.29,0.01,33.23,62.49,23.91,35.86
002222,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.91,70.53,78.15,80,50.00,132.11,1.65,21.49,61.44,34.22,32.03
002223,2425,2015-07-21,2025-07-21,10.0000,0.0100,77.21,44.08,70.11,87,36.78,-32.85,-0.38,41.81,64.23,18.73,42.14
002224,2342,2015-11-23,2025-07-21,100.0000,0.0050,77.99,43.91,73.90,84,52.38,52.80,0.63,31.63,61.28,20.84,60.31
002225,2415,2015-07-21,2025-07-21,100.0000,0.0100,85.43,54.18,89.92,85,47.06,59.29,0.70,32.53,61.62,24.09,35.96
002226,2150,2015-08-31,2025-07-21,10.0000,0.0100,77.56,52.15,76.92,51,52.94,37.39,0.73,28.35,77.40,25.00,37.04
002227,2430,2015-07-21,2025-07-21,100.0000,0.0100,86.37,68.83,89.71,109,39.45,-28.12,-0.26,49.54,59.53,34.79,51.14
002228,2308,2015-07-21,2025-07-21,100.0000,0.0500,99.48,96.96,100.00,44,54.55,30.91,0.70,27.55,80.58,7.37,7.53
002229,2425,2015-07-21,2025-07-21,100.0000,0.0500,99.72,98.96,100.00,131,45.80,90.32,0.69,51.86,56.79,45.95,35.51
002230,2382,2015-07-21,2025-07-21,0.1000,0.0500,62.65,40.44,65.82,89,46.07,59.48,0.67,41.00,64.32,33.62,53.46
002231,2345,2015-07-21,2025-07-21,10.0000,0.0500,94.65,85.19,94.99,99,46.46,5.80,0.06,50.52,59.56,31.75,28.99
002232,2430,2015-07-21,2025-07-21,10.0000,0.0100,76.48,56.45,73.25,127,48.82,267.17,2.10,36.68,56.46,40.81,47.93
002233,2402,2015-08-14,2025-07-21,100.0000,0.0100,84.20,60.23,84.52,64,50.00,10.47,0.16,21.29,69.56,10.08,29.07
002234,2430,2015-07-21,2025-07-21,1.0000,0.1000,84.04,74.46,80.08,58,44.83,9.91,0.17,39.56,70.97,37.66,24.58
002235,2307,2016-01-12,2025-07-21,100.0000,0.0100,80.25,67.16,86.05,116,43.97,18.68,0.16,66.60,53.85,37.73,36.94
002236,2428,2015-07-21,2025-07-21,1.0000,0.1000,81.47,64.55,84.12,94,43.62,17.11,0.18,28.51,61.23,23.30,35.82
002237,2424,2015-07-21,2025-07-21,100.0000,0.0100,84.70,67.65,80.38,85,38.82,-15.88,-0.19,39.99,66.67,22.30,36.36
002238,2345,2015-11-12,2025-07-21,100.0000,0.0100,88.13,67.75,85.32,97,50.52,112.01,1.15,35.83,56.04,31.62,31.40
002239,2132,2016-01-05,2025-07-21,100.0000,0.0100,81.24,62.25,81.23,72,45.83,-5.88,-0.08,37.77,63.15,24.68,30.48
002240,2323,2015-07-21,2025-07-21,1.0000,0.1000,82.90,73.15,85.00,113,38.94,-25.23,-0.22,40.95,66.52,32.08,54.26
002241,2430,2015-07-21,2025-07-21,1.0000,0.1000,83.76,75.09,82.68,111,39.64,-36.85,-0.33,54.79,55.72,33.33,37.95
002242,2419,2015-07-21,2025-07-21,100.0000,0.0100,81.76,56.80,86.42,72,43.06,-11.57,-0.16,28.45,70.85,14.09,26.72
002243,2419,2015-07-21,2025-07-21,10.0000,0.1000,97.87,94.72,98.01,71,40.85,-13.44,-0.19,42.08,65.21,24.08,20.18
002244,2430,2015-07-21,2025-07-21,100.0000,0.0100,90.04,54.52,97.02,62,35.48,-12.28,-0.20,37.70,62.92,32.94,19.18
002245,2417,2015-07-21,2025-07-21,10.0000,0.0100,73.86,59.60,73.44,104,43.27,27.10,0.26,37.34,65.07,42.61,54.35
002246,2254,2015-07-21,2025-07-21,100.0000,0.0500,99.85,99.42,100.00,98,53.06,263.55,2.69,25.34,61.33,44.74,38.39
002247,2326,2015-07-21,2025-07-21,100.0000,0.0100,81.60,60.80,85.15,106,47.17,-0.45,-0.00,42.50,47.62,20.31,32.64
002248,2282,2015-09-09,2025-07-21,10.0000,0.0500,93.67,83.76,94.29,109,43.12,43.87,0.40,38.79,61.36,38.54,42.49
002249,2390,2015-07-21,2025-07-21,1.0000,0.1000,86.28,70.02,85.56,87,41.38,-4.46,-0.05,38.86,66.06,23.08,44.81
002250,2428,2015-07-21,2025-07-21,100.0000,0.0050,74.26,47.72,83.98,88,40.91,-26.49,-0.30,46.87,63.35,26.96,43.22
002251,2401,2015-07-21,2025-07-21,1.0000,0.1000,85.41,57.96,90.04,60,36.67,-37.73,-0.63,43.59,64.31,29.25,25.31
002252,2115,2015-07-21,2025-07-21,10.0000,0.0500,94.62,73.56,93.29,46,43.48,-8.98,-0.20,15.90,75.92,9.79,17.07
002253,2429,2015-07-21,2025-07-21,100.0000,0.0100,85.65,66.33,79.64,121,44.63,177.59,1.47,44.67,55.72,35.48,42.58
002254,2393,2015-07-21,2025-07-21,1.0000,0.1000,91.24,67.99,96.39,91,32.97,-61.89,-0.68,67.60,63.55,26.69,39.30
002255,2297,2015-07-21,2025-07-21,10.0000,0.1000,97.75,91.84,99.02,83,44.58,28.65,0.35,35.73,66.78,35.03,29.11
002256,2208,2015-07-23,2025-07-21,1.0000,0.1000,80.81,71.63,82.96,102,43.14,15.88,0.16,53.44,61.10,39.76,48.87
002258,2424,2015-07-21,2025-07-21,100.0000,0.0100,77.83,63.07,77.44,85,36.47,-62.40,-0.73,74.89,66.77,21.16,29.31
002259,2216,2015-08-07,2025-07-21,10.0000,0.0500,89.12,77.19,91.65,91,39.56,-21.72,-0.24,53.03,56.00,18.32,33.91
002261,2408,2015-07-21,2025-07-21,100.0000,0.0050,78.46,58.79,74.81,162,47.53,247.57,1.53,38.42,53.10,42.43,54.08
002262,2430,2015-07-21,2025-07-21,10.0000,0.0100,76.13,47.98,78.55,76,51.32,71.39,0.94,22.94,61.97,24.41,34.62
002263,2055,2015-08-31,2025-07-21,10.0000,0.0500,90.01,75.64,92.48,85,42.35,17.18,0.20,38.34,61.84,28.46,38.74
002264,2313,2015-07-21,2025-07-21,100.0000,0.0050,81.41,62.37,79.45,88,44.32,21.25,0.24,42.52,55.35,29.70,32.37
002265,2325,2015-07-21,2025-07-21,10.0000,0.0500,90.76,82.55,90.02,99,45.45,82.20,0.83,41.40,59.65,37.14,30.23
002266,2331,2015-07-21,2025-07-21,1.0000,0.0500,83.63,48.64,84.43,66,39.39,-26.79,-0.41,43.85,69.72,10.53,32.91
002267,2427,2015-07-21,2025-07-21,100.0000,0.0050,84.79,33.87,92.98,56,46.43,21.83,0.39,19.42,67.76,10.87,20.16
002268,2420,2015-08-04,2025-07-21,10.0000,0.0500,91.84,82.78,91.02,102,36.27,-59.67,-0.58,71.94,59.26,30.45,29.03
002269,2413,2015-07-21,2025-07-21,1.0000,0.1000,88.40,69.11,86.94,123,41.46,15.21,0.12,43.13,51.39,29.92,39.13
002270,2341,2015-08-04,2025-07-21,10.0000,0.0500,93.76,80.58,96.54,104,47.12,43.24,0.42,43.54,57.21,31.85,48.80
002271,2430,2015-07-21,2025-07-21,0.1000,0.1000,56.78,43.65,81.21,129,37.21,-56.16,-0.44,67.15,54.98,29.01,63.80
002272,2325,2015-09-24,2025-07-21,100.0000,0.0050,79.82,56.79,87.25,113,50.44,185.15,1.64,44.11,51.22,35.46,42.64
002273,2430,2015-07-21,2025-07-21,0.1000,0.1000,58.76,42.51,82.12,141,42.55,21.63,0.15,43.65,48.83,33.00,71.58
002274,2412,2015-07-21,2025-07-21,10.0000,0.0500,91.81,82.53,90.20,78,43.59,-12.44,-0.16,40.91,71.40,21.94,38.52
002275,2430,2015-07-21,2025-07-21,100.0000,0.0100,87.43,43.77,98.56,59,50.85,26.93,0.46,20.60,65.04,18.73,30.67
002276,2410,2015-08-18,2025-07-21,1.0000,0.0500,79.13,52.21,75.40,93,49.46,114.63,1.23,18.26,61.00,32.05,44.26
002277,2416,2015-07-21,2025-07-21,100.0000,0.0050,77.83,43.33,78.88,94,40.43,15.38,0.16,61.39,60.81,36.52,47.79
002278,2263,2015-09-09,2025-07-21,100.0000,0.0100,84.71,67.25,85.79,97,50.52,93.86,0.97,28.30,61.73,31.13,33.47
002279,2420,2015-07-21,2025-07-21,1.0000,0.1000,82.91,63.01,86.97,130,42.31,56.52,0.43,52.05,57.66,36.87,49.66
002281,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.49,68.62,77.00,118,41.53,32.88,0.28,36.68,63.45,42.63,44.48
002282,2274,2015-07-21,2025-07-21,100.0000,0.0100,83.89,67.86,84.03,82,48.78,41.54,0.51,28.75,53.85,12.39,29.45
002283,2296,2015-07-21,2025-07-21,100.0000,0.0100,89.21,71.57,91.95,105,44.76,-11.11,-0.11,41.31,57.58,27.06,52.50
002284,2418,2015-07-21,2025-07-21,100.0000,0.0050,77.41,59.44,67.65,133,46.62,39.82,0.30,41.74,53.94,35.43,54.52
002285,2409,2015-07-21,2025-07-21,1.0000,0.0500,79.69,64.03,69.19,100,50.00,127.44,1.27,35.55,64.64,37.02,41.80
002286,2281,2015-07-21,2025-07-21,10.0000,0.0500,91.55,80.50,93.18,83,36.14,-47.73,-0.58,60.27,64.52,22.22,23.12
002287,2425,2015-07-21,2025-07-21,1.0000,0.0500,77.78,57.46,68.59,69,47.83,23.76,0.34,31.96,68.15,9.87,18.18
002289,2081,2015-10-09,2025-07-21,10.0000,0.0500,94.20,90.29,92.54,104,44.23,54.45,0.52,35.69,53.91,45.53,33.62
002290,2417,2015-07-21,2025-07-21,100.0000,0.0100,81.39,57.74,91.35,102,44.12,68.30,0.67,31.62,53.99,31.37,39.93
002291,2311,2015-07-21,2025-07-21,10.0000,0.0500,91.22,83.82,92.47,139,35.25,-58.48,-0.42,68.67,54.74,36.91,46.08
002292,2397,2015-08-28,2025-07-21,10.0000,0.0500,92.62,78.57,96.21,100,43.00,20.97,0.21,42.35,53.06,36.69,24.53
002293,2410,2015-07-21,2025-07-21,100.0000,0.0100,82.55,51.97,95.08,74,44.59,-22.29,-0.30,47.56,63.89,20.29,52.63
002294,2430,2015-07-21,2025-07-21,1.0000,0.0500,79.17,44.81,83.81,82,41.46,47.94,0.58,28.45,56.14,20.06,32.23
002295,2390,2015-09-01,2025-07-21,100.0000,0.0100,87.36,62.69,88.32,96,53.12,24.16,0.25,41.92,56.68,22.78,39.81
002296,2401,2015-08-24,2025-07-21,100.0000,0.0100,84.55,59.74,89.51,82,47.56,72.24,0.88,27.84,68.38,34.89,36.61
002297,2206,2015-07-21,2025-07-21,10.0000,0.0500,90.63,79.88,94.36,100,45.00,22.49,0.22,35.78,62.69,26.32,40.76
002298,2425,2015-07-21,2025-07-21,10.0000,0.0500,93.91,81.52,94.34,97,39.18,-36.90,-0.38,51.70,60.19,29.43,37.96
002299,2374,2015-07-21,2025-07-21,10.0000,0.0500,91.90,82.53,93.11,77,36.36,-21.99,-0.29,50.90,69.74,23.26,30.49
002300,2428,2015-07-21,2025-07-21,10.0000,0.0500,91.23,75.43,92.40,99,37.37,-29.41,-0.30,58.23,61.44,27.24,36.12
002301,2216,2015-11-19,2025-07-21,1.0000,0.1000,86.09,64.87,85.76,77,48.05,25.42,0.33,36.20,63.10,19.83,28.07
002302,2430,2015-07-21,2025-07-21,10.0000,0.0050,75.99,52.48,64.36,35,45.71,12.75,0.36,23.73,81.78,33.71,20.98
002303,2367,2015-07-21,2025-07-21,1.0000,0.0500,81.57,54.82,80.74,73,56.16,49.32,0.68,29.28,73.56,29.05,49.30
002304,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.98,64.35,87.06,73,38.36,-20.50,-0.28,36.56,71.40,20.91,47.01
002305,2419,2015-07-21,2025-07-21,100.0000,0.0100,89.43,69.81,87.50,85,47.06,94.11,1.11,38.79,57.23,30.70,22.29
002306,2186,2016-01-12,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,52,36.54,-16.61,-0.32,38.80,58.68,26.83,11.26
002307,2419,2015-07-21,2025-07-21,100.0000,0.0500,99.36,98.65,98.92,87,44.83,10.02,0.12,24.24,64.57,23.05,27.72
002309,2238,2015-07-21,2025-07-21,10.0000,0.0500,95.31,84.47,96.11,115,44.35,21.64,0.19,48.86,56.34,37.80,41.47
002310,2258,2015-12-07,2025-07-21,10.0000,0.0100,80.56,53.43,67.03,68,44.12,19.35,0.28,41.40,64.73,26.53,23.96
002311,2430,2015-07-21,2025-07-21,10.0000,0.0050,67.51,41.80,74.44,63,39.68,2.51,0.04,22.18,68.54,16.12,29.32
002312,2145,2015-07-21,2025-07-21,100.0000,0.0050,77.43,62.94,71.93,86,38.37,3.57,0.04,67.84,63.01,25.65,39.20
002313,2297,2015-07-21,2025-07-21,100.0000,0.0100,83.76,58.99,89.97,106,48.11,114.19,1.08,43.07,55.89,40.25,38.67
002314,2317,2015-07-21,2025-07-21,100.0000,0.0100,84.94,63.30,88.89,68,51.47,140.35,2.06,17.22,62.85,34.07,29.39
002315,2430,2015-07-21,2025-07-21,100.0000,0.0500,98.87,96.86,99.54,118,44.92,78.69,0.67,36.00,58.05,38.66,37.23
002316,2133,2015-10-15,2025-07-21,10.0000,0.0500,93.05,86.95,92.56,114,45.61,78.30,0.69,34.03,52.54,39.67,36.78
002317,2429,2015-07-21,2025-07-21,10.0000,0.0500,95.62,80.07,97.86,83,40.96,7.98,0.10,54.50,58.16,39.18,21.53
002318,2418,2015-07-21,2025-07-21,1.0000,0.0500,76.42,50.29,76.72,96,41.67,1.88,0.02,27.60,60.11,26.84,45.02
002319,2319,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,85,48.24,139.04,1.64,30.12,62.56,33.06,31.89
002320,2296,2016-01-07,2025-07-21,1.0000,0.1000,83.07,70.46,79.52,64,50.00,114.26,1.79,19.19,67.34,19.41,31.51
002321,2388,2015-07-21,2025-07-21,1.0000,0.0500,76.33,53.82,81.45,97,42.27,4.11,0.04,44.34,54.20,22.58,44.61
