stock_code,data_points,date_start,date_end,best_C,best_gamma,is_accuracy,is_precision,is_recall,oos_trades,oos_win_rate,oos_total_return_pct,oos_avg_return_pct,oos_max_drawdown_pct,oos_accuracy,oos_precision,oos_recall
002729,2326,2015-07-21,2025-07-21,10.0000,0.0500,92.83,83.91,94.38,116,42.24,-10.41,-0.09,62.28,54.60,31.52,42.34
002730,2313,2015-12-23,2025-07-21,100.0000,0.0050,77.84,63.43,71.73,66,40.91,-27.89,-0.42,53.15,64.03,27.01,25.22
002731,2411,2015-07-21,2025-07-21,100.0000,0.0500,99.50,97.58,100.00,73,35.62,-22.13,-0.30,63.74,60.30,33.52,19.17
002732,2418,2015-07-21,2025-07-21,100.0000,0.0010,64.28,37.76,68.68,69,42.03,-12.43,-0.18,34.59,61.49,18.21,48.15
002733,2418,2015-07-21,2025-07-21,10.0000,0.0500,89.63,79.37,90.79,108,47.22,19.71,0.18,41.05,64.36,34.81,41.46
002734,2425,2015-07-21,2025-07-21,1.0000,0.0500,77.85,47.24,80.77,97,49.48,121.29,1.25,34.92,62.31,32.26,40.82
002735,2205,2015-07-21,2025-07-21,1.0000,0.1000,87.04,75.85,82.28,100,40.00,-13.33,-0.13,52.66,57.03,39.21,35.50
002736,2420,2015-07-21,2025-07-21,100.0000,0.0100,86.45,53.21,92.56,59,47.46,19.72,0.33,28.28,75.96,13.98,28.26
002737,2430,2015-07-21,2025-07-21,100.0000,0.0100,84.11,54.31,86.97,73,49.32,41.08,0.56,21.51,66.00,23.08,30.32
002738,2302,2015-07-22,2025-07-21,10.0000,0.0500,90.52,85.63,89.27,123,40.65,-14.94,-0.12,61.37,56.77,33.88,35.76
002739,2019,2015-07-21,2025-07-21,1.0000,0.1000,84.94,60.72,86.17,74,40.54,-5.74,-0.08,33.24,65.13,30.00,35.87
002741,2419,2015-08-05,2025-07-21,10.0000,0.1000,98.58,95.89,98.94,113,42.48,25.51,0.23,40.67,57.87,32.36,34.84
002742,2344,2015-07-21,2025-07-21,1.0000,0.1000,84.31,68.06,88.61,116,37.07,-56.87,-0.49,70.62,45.27,21.46,31.25
002743,2420,2015-07-21,2025-07-21,10.0000,0.0500,91.13,78.05,92.49,89,49.44,44.49,0.50,38.93,65.53,24.81,33.85
002745,2220,2015-08-11,2025-07-21,100.0000,0.0500,98.53,96.01,99.51,99,48.48,24.78,0.25,24.30,65.23,17.56,41.53
002746,2430,2015-07-21,2025-07-21,10.0000,0.1000,97.74,94.00,98.83,75,42.67,-2.00,-0.03,41.18,68.22,18.06,24.07
002747,2374,2015-07-21,2025-07-21,10.0000,0.0100,69.18,57.75,69.66,102,48.04,70.15,0.69,28.67,61.61,43.79,47.44
002748,2411,2015-07-21,2025-07-21,10.0000,0.0500,91.38,78.44,92.68,90,36.67,-31.19,-0.35,63.18,54.22,32.69,31.37
002749,2430,2015-07-21,2025-07-21,100.0000,0.0100,79.80,55.68,87.36,77,50.65,84.33,1.10,25.59,62.39,24.84,37.81
002752,2368,2015-07-21,2025-07-21,100.0000,0.0100,86.94,57.88,89.50,50,40.00,-16.22,-0.32,35.28,73.48,15.27,13.07
002753,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.77,67.03,76.75,104,41.35,-7.13,-0.07,46.58,64.94,24.29,36.36
002755,2394,2015-07-21,2025-07-21,100.0000,0.0100,80.77,64.99,79.43,104,46.15,80.80,0.78,42.23,59.57,34.46,35.92
002756,2299,2015-07-21,2025-07-21,100.0000,0.0050,75.24,59.18,74.19,109,33.03,-69.18,-0.63,78.42,58.52,34.69,44.91
002757,2343,2015-07-21,2025-07-21,100.0000,0.0100,86.57,67.08,84.06,100,49.00,107.57,1.08,43.16,60.55,33.33,39.15
002758,2409,2015-07-21,2025-07-21,1.0000,0.1000,88.67,71.35,84.83,69,37.68,-13.36,-0.19,51.68,71.15,25.68,25.97
002759,2351,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,125,36.80,-66.19,-0.53,76.54,50.05,19.16,33.03
002760,2407,2015-07-21,2025-07-21,10.0000,0.0500,89.44,79.87,86.70,115,38.26,-56.24,-0.49,72.23,53.26,30.64,36.91
002761,2337,2015-07-21,2025-07-21,1.0000,0.1000,83.68,66.41,87.76,95,38.95,-40.58,-0.43,51.51,55.79,21.61,29.78
002762,2303,2015-07-21,2025-07-21,100.0000,0.0100,78.12,58.45,83.98,123,41.46,5.24,0.04,43.62,52.57,35.23,38.75
002763,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.70,54.43,88.11,71,42.25,-32.74,-0.46,43.20,66.95,11.43,22.76
002765,2377,2015-07-21,2025-07-21,100.0000,0.0100,80.06,59.39,83.47,101,45.54,98.16,0.97,40.07,57.85,36.24,33.55
002766,2283,2015-07-21,2025-07-21,100.0000,0.0100,84.55,70.23,84.17,108,40.74,42.37,0.39,41.07,56.77,33.80,32.99
002767,2430,2015-07-21,2025-07-21,100.0000,0.0100,84.39,63.20,87.36,93,41.94,-32.65,-0.35,67.42,57.52,24.07,24.90
002768,2426,2015-07-21,2025-07-21,100.0000,0.0050,82.66,60.23,66.14,58,44.83,4.06,0.07,39.67,69.88,20.67,20.67
002769,2403,2015-07-21,2025-07-21,100.0000,0.0050,77.70,54.37,70.74,100,51.00,280.99,2.81,23.55,61.56,45.29,37.54
002771,2382,2015-07-21,2025-07-21,10.0000,0.1000,98.13,94.46,98.62,107,49.53,99.42,0.93,22.97,60.76,41.99,29.75
002772,2420,2015-07-21,2025-07-21,1.0000,0.1000,85.18,62.38,84.76,98,44.90,-27.31,-0.28,51.33,56.06,15.09,36.36
002773,2430,2015-07-21,2025-07-21,10.0000,0.1000,98.31,94.29,99.74,76,51.32,93.32,1.23,16.87,69.49,22.63,23.37
002774,2019,2017-03-24,2025-07-21,10.0000,0.0500,93.76,81.47,94.44,62,50.00,16.21,0.26,39.34,58.97,17.52,24.40
002775,2419,2015-07-21,2025-07-21,10.0000,0.0500,90.28,66.22,96.14,103,45.63,23.04,0.22,48.76,59.79,29.94,39.11
002777,2310,2015-12-31,2025-07-21,10.0000,0.0100,66.07,45.35,78.12,115,46.09,80.65,0.70,41.41,55.80,40.38,45.09
002778,2252,2016-01-06,2025-07-15,100.0000,0.1000,100.00,100.00,100.00,93,39.78,-0.75,-0.01,31.73,58.65,24.30,26.29
002779,2292,2015-12-09,2025-07-21,10.0000,0.0500,91.22,81.84,91.02,120,42.50,-4.52,-0.04,49.25,47.24,33.59,37.61
002780,2326,2015-12-09,2025-07-21,10.0000,0.0500,90.32,79.75,92.42,117,43.59,6.79,0.06,64.78,57.48,29.89,42.62
002782,2327,2015-12-22,2025-07-21,100.0000,0.0100,79.84,63.08,84.01,121,42.15,26.33,0.22,57.05,53.16,29.66,37.63
002783,2336,2015-12-09,2025-07-21,10.0000,0.0500,86.83,71.37,88.74,104,49.04,9.23,0.09,39.15,53.58,19.79,40.21
002785,2320,2015-12-23,2025-07-21,100.0000,0.0100,84.52,73.91,81.14,116,49.14,52.58,0.45,31.12,47.11,27.19,40.64
002786,2323,2015-12-23,2025-07-21,10.0000,0.0500,85.20,69.89,91.63,135,42.96,43.81,0.32,51.01,52.44,42.42,53.61
002787,2185,2015-12-31,2025-07-21,10.0000,0.0050,72.34,44.49,70.23,86,46.51,71.67,0.83,27.57,61.70,33.55,45.54
002788,2285,2016-02-18,2025-07-21,100.0000,0.0100,85.85,55.14,90.27,76,51.32,18.69,0.25,24.08,61.51,8.84,26.26
002789,2274,2016-03-11,2025-07-21,10.0000,0.0500,91.38,67.16,98.25,62,43.55,7.26,0.12,24.29,59.52,26.06,15.47
002790,2278,2016-03-08,2025-07-21,1.0000,0.1000,84.82,61.58,82.88,111,43.24,92.05,0.83,31.68,56.45,33.07,48.64
002791,2263,2016-03-29,2025-07-21,100.0000,0.0100,80.15,66.50,86.93,85,38.82,-24.44,-0.29,44.37,62.64,30.86,31.91
002792,2264,2016-03-28,2025-07-21,100.0000,0.0050,78.80,56.12,75.45,111,49.55,160.45,1.45,26.77,60.82,41.36,46.53
002793,2240,2016-04-15,2025-07-21,100.0000,0.0100,80.57,61.54,82.83,101,36.63,-43.25,-0.43,60.92,58.41,28.25,39.73
002795,2159,2016-04-28,2025-07-21,10.0000,0.1000,97.05,92.06,98.67,93,38.71,-14.16,-0.15,54.29,55.26,31.84,30.69
002796,2173,2016-05-10,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,79,45.57,-6.54,-0.08,45.67,57.36,36.72,20.83
002797,2217,2016-05-11,2025-07-21,10.0000,0.0500,91.77,75.14,94.83,69,43.48,12.59,0.18,26.33,69.15,17.22,28.12
002798,2154,2016-05-25,2025-07-21,100.0000,0.0500,99.84,99.54,100.00,91,41.76,14.19,0.16,37.55,56.12,29.21,39.15
002799,2155,2016-06-08,2025-07-21,10.0000,0.0500,92.25,85.55,90.93,91,47.25,76.79,0.84,22.00,55.52,31.76,39.61
002800,2217,2016-05-30,2025-07-21,100.0000,0.0100,82.92,63.04,90.62,113,44.25,26.18,0.23,51.03,52.27,36.81,45.63
002801,2206,2016-06-22,2025-07-21,100.0000,0.0100,78.14,51.47,89.15,118,44.07,47.62,0.40,52.49,50.41,34.07,55.00
002802,2201,2016-06-29,2025-07-21,10.0000,0.0500,91.63,79.13,97.07,88,39.77,-55.50,-0.63,58.95,57.33,24.74,32.42
002803,2136,2016-07-12,2025-07-21,100.0000,0.0050,78.29,66.53,74.47,86,40.70,-4.04,-0.05,30.64,56.59,36.20,45.86
002805,2195,2016-07-07,2025-07-21,100.0000,0.0100,83.92,75.15,82.53,107,38.32,-30.82,-0.29,69.90,57.65,39.44,49.12
002806,2026,2016-07-26,2025-07-21,100.0000,0.0050,77.15,63.88,73.60,96,48.96,193.33,2.01,32.97,58.62,45.57,48.65
002807,2146,2016-09-02,2025-07-21,100.0000,0.0100,89.16,50.39,94.16,46,39.13,5.34,0.12,24.97,83.39,11.88,19.67
002808,2167,2016-08-12,2025-07-21,10.0000,0.0500,91.02,75.53,96.95,83,44.58,6.58,0.08,50.81,57.45,41.92,30.00
002809,2129,2016-08-23,2025-07-21,100.0000,0.0100,85.18,62.11,87.00,73,39.73,-36.11,-0.49,53.43,56.55,17.31,28.32
002810,2159,2016-08-26,2025-07-21,100.0000,0.0050,70.71,57.69,77.75,82,35.37,-42.34,-0.52,54.05,63.28,28.32,44.26
002811,2150,2016-09-08,2025-07-21,10.0000,0.0500,91.99,70.67,100.00,73,54.79,86.42,1.18,28.10,59.74,31.43,25.68
002812,2060,2016-09-14,2025-07-21,1.0000,0.1000,82.66,78.51,84.51,104,34.62,-54.32,-0.52,63.44,58.54,25.86,47.43
002813,2077,2016-10-12,2025-07-21,10.0000,0.1000,97.43,94.19,99.34,94,41.49,-4.83,-0.05,37.83,59.40,35.87,39.92
002815,2133,2016-10-12,2025-07-21,100.0000,0.0100,83.35,60.14,88.78,96,42.71,-0.73,-0.01,28.74,56.90,25.54,42.13
002816,2019,2016-10-25,2025-07-21,10.0000,0.0500,93.16,82.16,97.32,88,42.05,37.21,0.42,37.24,54.36,27.64,32.62
002817,2124,2016-10-25,2025-07-21,1.0000,0.0500,76.46,46.12,84.25,87,54.02,60.90,0.70,36.04,48.78,17.66,44.10
002818,2113,2016-11-09,2025-07-21,10.0000,0.0500,94.12,64.36,100.00,60,40.00,-39.90,-0.66,41.28,73.96,9.49,17.65
002819,2008,2016-11-11,2025-07-21,100.0000,0.0100,82.62,67.27,83.62,96,40.62,5.19,0.05,44.76,54.51,37.00,35.82
002820,2096,2016-11-18,2025-07-21,100.0000,0.0010,78.11,31.92,63.23,78,47.44,75.46,0.97,32.91,56.35,24.91,32.86
002821,2106,2016-11-18,2025-07-21,100.0000,0.0100,79.36,66.55,86.17,106,36.79,-57.35,-0.54,68.00,51.29,28.45,41.39
002822,2097,2016-11-29,2025-07-21,100.0000,0.0050,74.92,50.10,78.43,84,38.10,-49.08,-0.58,63.47,50.55,20.38,22.13
002823,2085,2016-11-24,2025-07-21,100.0000,0.0500,99.42,97.32,100.00,69,52.17,82.84,1.20,31.59,58.31,24.50,20.94
002824,2068,2017-01-12,2025-07-21,10.0000,0.1000,98.66,98.08,98.50,115,38.26,-8.20,-0.07,42.36,55.75,40.06,47.04
002825,2084,2016-11-29,2025-07-21,100.0000,0.0500,99.83,99.40,100.00,89,47.19,28.44,0.32,34.80,61.66,32.08,39.72
002826,2086,2016-12-09,2025-07-21,10.0000,0.0500,93.96,78.21,97.99,74,40.54,-24.84,-0.34,46.66,55.89,22.27,25.11
002827,2091,2016-12-09,2025-07-21,10.0000,0.0500,90.59,75.72,93.25,90,50.00,124.41,1.38,36.65,57.48,37.87,31.01
002828,2085,2016-12-08,2025-07-21,100.0000,0.0100,84.78,71.53,83.51,85,48.24,47.27,0.56,33.13,60.67,31.60,35.11
002829,2089,2016-12-13,2025-07-21,100.0000,0.0100,80.84,66.29,78.25,116,41.38,-10.19,-0.09,52.01,56.81,40.06,50.54
002830,2089,2016-12-13,2025-07-21,100.0000,0.0100,87.37,74.12,82.83,90,47.78,40.45,0.45,38.58,53.96,23.15,40.84
002831,2086,2016-12-16,2025-07-21,100.0000,0.0100,82.46,55.64,86.38,67,37.31,-33.24,-0.50,41.32,64.81,12.45,29.13
002832,2081,2016-12-23,2025-07-21,10.0000,0.0500,88.97,74.21,91.87,86,41.86,-18.87,-0.22,38.74,64.35,16.86,38.60
002833,2078,2016-12-28,2025-07-21,10.0000,0.0100,74.58,49.89,75.41,76,43.42,-28.55,-0.38,37.10,58.08,23.05,41.52
002835,2078,2016-12-28,2025-07-21,100.0000,0.0050,73.84,58.24,75.81,105,37.14,-61.11,-0.58,63.03,53.48,33.51,49.80
002836,2067,2016-12-29,2025-07-21,100.0000,0.0050,76.71,57.77,75.43,85,51.76,55.50,0.65,35.29,62.08,28.86,48.59
002837,2001,2016-12-29,2025-07-21,0.1000,0.1000,59.84,48.85,75.95,148,50.00,194.39,1.31,34.18,58.09,48.37,76.95
002838,2047,2017-01-06,2025-07-21,10.0000,0.0500,86.68,64.69,89.89,81,39.51,-36.48,-0.45,64.54,60.05,24.35,28.28
002839,2049,2017-01-24,2025-07-21,10.0000,0.0050,74.89,35.36,66.67,51,43.14,-33.74,-0.66,40.29,69.95,5.86,30.95
002840,2070,2017-01-10,2025-07-21,100.0000,0.0100,80.25,63.48,80.89,110,38.18,-22.84,-0.21,43.95,50.88,24.93,37.50
002841,2063,2017-01-19,2025-07-21,100.0000,0.0100,82.93,60.53,86.64,94,36.17,-42.02,-0.45,50.64,49.00,20.00,47.90
002842,2059,2017-01-19,2025-07-21,100.0000,0.0100,78.37,58.19,82.44,100,43.00,11.86,0.12,51.15,47.36,21.93,39.23
002843,2062,2017-01-20,2025-07-21,10.0000,0.0500,91.46,76.42,94.95,85,43.53,16.41,0.19,47.27,53.83,42.36,29.13
002845,2059,2017-01-25,2025-07-21,10.0000,0.0500,90.78,79.40,92.22,109,43.12,34.94,0.32,36.30,54.52,31.74,44.17
002846,2055,2017-02-07,2025-07-21,10.0000,0.0500,92.19,81.96,92.51,105,41.90,54.94,0.52,48.77,53.65,42.57,32.02
002847,2054,2017-02-08,2025-07-21,100.0000,0.0100,81.01,71.29,82.21,97,49.48,141.52,1.46,32.86,47.98,29.23,50.21
002848,2047,2017-02-13,2025-07-21,10.0000,0.0500,93.76,87.74,94.07,103,40.78,-17.80,-0.17,50.00,53.98,40.68,33.97
002849,2047,2017-02-17,2025-07-21,100.0000,0.0100,87.61,65.47,87.20,72,38.89,-27.37,-0.38,52.07,52.72,23.18,19.92
002850,2038,2017-03-02,2025-07-21,100.0000,0.0100,81.02,75.76,80.65,116,37.93,-28.06,-0.24,57.47,48.22,29.56,41.15
002851,1956,2017-03-06,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,78,41.03,9.38,0.12,45.87,59.21,32.96,23.89
002852,2032,2017-03-10,2025-07-21,10.0000,0.0500,89.12,69.62,94.53,72,44.44,-11.44,-0.16,37.49,59.87,21.03,23.56
002853,2028,2017-03-10,2025-07-21,1.0000,0.0500,79.56,58.23,78.96,103,40.78,-9.08,-0.09,55.17,51.02,33.43,40.00
002855,2025,2017-03-21,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,60,41.67,36.02,0.60,39.11,59.34,32.43,18.05
002856,1896,2017-03-20,2025-07-21,100.0000,0.0100,84.38,68.81,86.07,88,45.45,-19.88,-0.23,53.59,51.30,27.85,37.05
002857,1950,2017-03-23,2025-07-21,100.0000,0.0100,86.44,70.34,80.42,79,43.04,2.45,0.03,43.63,57.31,37.45,35.00
002858,2014,2017-03-24,2025-07-21,100.0000,0.0100,80.02,67.25,84.15,96,44.79,51.43,0.54,57.17,50.51,36.62,39.93
002859,2014,2017-04-07,2025-07-21,10.0000,0.0500,88.51,74.01,91.16,85,40.00,-14.22,-0.17,54.86,59.13,27.93,42.63
002860,2004,2017-04-12,2025-07-21,100.0000,0.0100,83.88,65.13,83.28,79,39.24,-17.77,-0.22,69.20,64.99,32.77,41.27
002861,2008,2017-04-13,2025-07-21,100.0000,0.0050,75.47,53.81,79.13,82,47.56,109.08,1.33,25.55,54.25,41.52,37.34
002862,2012,2017-04-11,2025-07-21,10.0000,0.1000,97.85,95.00,98.70,80,51.25,288.31,3.60,23.64,58.82,45.21,28.15
002863,2007,2017-04-18,2025-07-21,100.0000,0.0100,81.58,59.09,85.17,88,43.18,-12.51,-0.14,58.84,54.97,23.66,41.21
002864,1857,2017-11-16,2025-07-21,100.0000,0.1000,99.91,99.62,100.00,68,48.53,2.52,0.04,26.50,60.28,20.93,19.57
002865,2002,2017-04-25,2025-07-21,10.0000,0.1000,99.14,98.95,98.95,157,36.94,-40.94,-0.26,74.49,49.94,40.52,56.54
002866,1925,2017-04-26,2025-07-21,100.0000,0.0050,73.58,48.91,78.87,112,42.86,30.73,0.27,60.32,53.10,43.32,48.18
002867,2000,2017-04-27,2025-07-21,100.0000,0.0100,83.68,60.98,89.61,69,42.03,-1.48,-0.02,40.89,59.59,25.99,40.22
002868,1992,2017-05-03,2025-07-21,1.0000,0.1000,90.46,66.19,92.00,62,25.81,-49.19,-0.79,57.52,50.98,30.26,19.67
002869,1989,2017-05-15,2025-07-21,100.0000,0.0050,78.45,65.18,68.41,114,42.11,-12.31,-0.11,58.48,51.30,39.11,47.30
002870,1944,2017-05-15,2025-07-21,100.0000,0.0100,85.41,73.93,83.10,86,39.53,-22.18,-0.26,51.89,55.07,24.72,32.67
002871,1991,2017-05-11,2025-07-21,1.0000,0.1000,83.94,64.52,81.91,64,59.38,233.73,3.65,20.69,65.54,37.21,38.10
002872,1923,2017-05-19,2025-07-21,100.0000,0.0100,84.70,53.82,93.37,58,43.10,-18.24,-0.31,33.08,63.88,10.33,22.22
002873,1975,2017-05-19,2025-07-21,1.0000,0.1000,86.35,68.29,89.30,96,37.50,-10.54,-0.11,45.58,61.94,27.86,46.99
002875,1973,2017-06-01,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,65,40.00,-13.12,-0.20,47.13,54.46,29.82,18.35
002876,1979,2017-05-25,2025-07-21,100.0000,0.0100,82.97,74.44,83.87,98,40.82,-19.09,-0.19,47.20,50.79,30.27,34.23
002877,1976,2017-06-05,2025-07-21,10.0000,0.0500,91.86,75.08,95.31,67,52.24,27.02,0.40,40.87,62.78,25.90,21.08
002878,1971,2017-06-06,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,121,44.63,51.08,0.42,37.19,57.03,45.34,47.32
002879,1952,2017-07-07,2025-07-21,1.0000,0.0500,78.12,56.93,74.83,72,47.22,47.46,0.66,24.85,67.46,26.34,36.49
002880,1924,2017-06-16,2025-07-21,100.0000,0.0500,99.82,99.16,100.00,57,42.11,-10.28,-0.18,44.35,71.02,13.89,18.02
002881,1963,2017-06-22,2025-07-21,10.0000,0.0500,90.40,89.07,86.07,103,42.72,15.09,0.15,42.62,57.52,41.58,42.18
002882,1946,2017-07-17,2025-07-21,1.0000,0.1000,87.11,62.35,92.58,68,48.53,170.68,2.51,14.70,54.86,41.67,33.44
002883,1950,2017-06-20,2025-07-21,10.0000,0.0500,93.09,80.06,93.96,82,42.68,-13.40,-0.16,45.03,63.30,26.98,32.77
002884,1944,2017-07-11,2025-07-21,100.0000,0.0100,81.58,56.86,88.21,61,45.90,-2.24,-0.04,31.50,60.27,14.55,38.83
002885,1957,2017-06-27,2025-07-21,10.0000,0.0500,89.93,81.66,91.94,105,44.76,22.87,0.22,47.31,54.44,32.17,38.02
002886,1957,2017-06-27,2025-07-21,10.0000,0.0500,90.81,87.41,88.24,98,46.94,78.85,0.80,41.05,55.89,37.30,45.67
002887,1935,2017-08-01,2025-07-21,100.0000,0.0050,78.02,48.73,81.36,66,50.00,43.73,0.66,30.96,67.29,30.04,43.23
002888,1938,2017-07-21,2025-07-21,1.0000,0.0500,81.88,61.23,79.79,109,42.20,37.28,0.34,38.58,61.63,51.70,60.87
002889,1936,2017-07-31,2025-07-21,100.0000,0.0100,83.56,62.59,88.07,88,47.73,30.60,0.35,34.43,57.70,35.06,48.21
002890,1924,2017-08-02,2025-07-21,100.0000,0.0100,82.28,62.64,89.29,78,39.74,-60.08,-0.77,74.83,54.99,21.74,33.71
002891,1909,2017-08-21,2025-07-21,100.0000,0.0100,85.40,75.06,86.98,75,49.33,105.24,1.40,28.12,52.17,29.94,48.13
002892,1921,2017-08-17,2025-07-21,100.0000,0.0050,79.55,64.69,79.78,94,43.62,21.66,0.23,30.76,54.66,43.30,42.42
002893,1895,2017-09-15,2025-07-21,1.0000,0.1000,88.22,79.03,86.80,63,47.62,66.87,1.06,25.04,56.99,25.87,23.96
002895,1913,2017-08-25,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,77,36.36,-30.61,-0.40,44.76,60.30,27.39,33.33
002896,1913,2017-08-29,2025-07-21,100.0000,0.0100,88.51,75.20,89.24,104,48.08,179.41,1.73,28.34,57.18,47.13,40.86
002897,1908,2017-09-07,2025-07-21,10.0000,0.1000,97.91,96.26,98.65,115,39.13,-49.70,-0.43,68.77,51.49,37.12,39.64
002898,1904,2017-09-12,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,65,46.15,5.57,0.09,49.44,58.72,31.01,20.16
002899,1900,2017-09-15,2025-07-21,1.0000,0.0500,84.52,59.55,81.30,78,33.33,-50.53,-0.65,69.92,68.17,38.61,41.71
002900,1897,2017-09-22,2025-07-21,100.0000,0.1000,99.91,99.68,100.00,69,44.93,42.87,0.62,38.93,66.89,33.57,23.98
002901,1897,2017-09-22,2025-07-21,10.0000,0.0500,94.07,88.24,96.15,52,26.92,-51.83,-1.00,54.34,62.11,18.71,16.11
002902,1882,2017-09-29,2025-07-21,1.0000,0.1000,83.99,73.54,86.70,111,46.85,78.62,0.71,40.62,53.38,40.30,48.54
002903,1886,2017-10-13,2025-07-21,100.0000,0.0050,77.87,61.86,80.17,100,44.00,37.94,0.38,54.72,57.22,44.79,51.08
002905,1886,2017-10-16,2025-07-21,100.0000,0.0050,77.23,62.05,81.54,105,45.71,52.74,0.50,34.85,55.30,43.72,57.35
002906,1887,2017-10-13,2025-07-21,10.0000,0.1000,98.99,98.46,99.12,110,39.09,-16.77,-0.15,48.48,54.88,32.84,51.64
002907,1878,2017-10-20,2025-07-21,10.0000,0.0500,90.59,77.20,95.51,78,44.87,84.51,1.08,30.59,60.22,28.36,46.15
002908,1880,2017-10-20,2025-07-21,10.0000,0.0100,72.01,54.88,72.49,96,47.92,74.72,0.78,24.80,50.83,34.17,35.45
002909,1876,2017-10-26,2025-07-21,100.0000,0.0100,84.12,70.70,85.13,62,53.23,17.39,0.28,41.71,66.25,27.27,38.26
002910,1873,2017-10-31,2025-07-21,1.0000,0.1000,88.25,75.38,84.35,72,51.39,56.25,0.78,37.17,67.87,37.85,35.45
002911,1859,2017-11-22,2025-07-21,100.0000,0.0050,79.68,52.68,71.06,52,48.08,-21.60,-0.42,36.41,68.44,15.59,29.59
002912,1860,2017-11-21,2025-07-21,10.0000,0.0500,93.76,84.78,97.29,78,46.15,60.08,0.77,41.00,58.80,33.85,27.90
002913,1852,2017-12-01,2025-07-21,100.0000,0.0050,76.24,55.66,76.74,91,47.25,32.96,0.36,43.84,54.70,32.11,50.97
002915,1845,2017-12-05,2025-07-21,10.0000,0.0500,92.49,87.15,91.87,99,39.39,10.36,0.10,42.77,55.49,33.44,46.76
002916,1842,2017-12-13,2025-07-21,10.0000,0.0500,92.00,85.50,93.05,73,47.95,35.20,0.48,34.35,60.37,35.85,34.39
002917,1837,2017-12-08,2025-07-21,100.0000,0.0500,99.81,99.32,100.00,74,51.35,60.98,0.82,42.03,63.51,33.53,28.86
002918,1840,2017-12-19,2025-07-21,10.0000,0.1000,99.15,98.21,99.48,90,43.33,6.74,0.07,38.65,56.92,25.78,36.46
002919,1839,2017-12-18,2025-07-21,10.0000,0.1000,99.25,98.96,98.96,101,39.60,-20.46,-0.20,65.15,54.66,40.00,35.16
002920,1835,2017-12-26,2025-07-21,100.0000,0.0100,84.51,78.40,87.50,98,36.73,-33.28,-0.34,43.69,47.73,24.76,37.98
002921,1834,2017-12-27,2025-07-21,100.0000,0.0100,82.70,62.67,84.53,85,41.18,-46.75,-0.55,59.20,55.38,32.97,41.82
002922,1830,2017-12-29,2025-07-21,10.0000,0.0500,92.90,86.29,91.79,91,42.86,-22.64,-0.25,40.83,57.81,30.08,37.19
002923,1828,2018-01-05,2025-07-21,100.0000,0.0100,87.19,70.60,90.18,62,48.39,10.71,0.17,50.55,59.80,29.29,38.04
002925,1820,2018-01-15,2025-07-21,100.0000,0.0100,83.43,64.06,90.66,64,46.88,2.34,0.04,41.20,62.00,21.82,33.80
002926,1807,2018-02-05,2025-07-21,100.0000,0.0100,90.69,67.92,89.07,42,52.38,57.59,1.37,15.67,77.41,26.72,30.10
002927,1796,2018-02-23,2025-07-21,100.0000,0.0050,77.87,56.37,81.85,67,52.24,64.83,0.97,19.91,61.65,38.95,33.18
002928,1793,2018-03-02,2025-07-21,1.0000,0.1000,86.93,73.78,89.69,62,35.48,-40.89,-0.66,49.45,60.72,19.50,26.17
002929,1794,2018-03-01,2025-07-21,10.0000,0.0500,95.74,86.32,98.01,73,34.25,-26.44,-0.36,36.78,60.14,36.70,30.67
002930,1766,2018-03-28,2025-07-21,100.0000,0.0500,99.90,99.67,100.00,64,37.50,-17.26,-0.27,40.52,66.86,12.97,27.27
002931,1764,2018-04-03,2025-07-21,100.0000,0.0100,86.12,70.30,92.03,61,45.90,49.27,0.81,42.57,59.44,37.08,28.82
002932,1706,2018-07-10,2025-07-21,100.0000,0.0500,99.59,99.45,99.45,67,37.31,-45.15,-0.67,54.89,61.22,13.66,26.67
002933,1668,2018-08-28,2025-07-21,100.0000,0.0100,83.92,65.85,89.26,79,44.30,66.82,0.85,20.59,50.62,32.52,52.48
002935,1667,2018-09-03,2025-07-21,10.0000,0.0500,93.74,87.98,94.04,66,46.97,0.07,0.00,43.30,56.03,24.10,39.47
002936,1655,2018-09-19,2025-07-21,100.0000,0.0050,94.64,47.96,100.00,17,58.82,31.24,1.84,8.24,88.01,25.71,15.25
002937,1651,2018-09-26,2025-07-21,1.0000,0.0500,77.64,58.03,81.75,67,41.79,14.26,0.21,28.78,64.14,32.79,36.59
002938,1656,2018-09-18,2025-07-21,1.0000,0.0500,75.18,60.68,84.52,88,46.59,56.47,0.64,28.47,44.88,25.27,54.12
002939,1634,2018-10-26,2025-07-21,10.0000,0.0500,94.14,85.55,92.98,44,50.00,37.45,0.85,14.60,73.48,15.00,30.88
002940,1627,2018-10-23,2025-07-21,10.0000,0.0500,94.75,88.24,93.39,49,36.73,-13.32,-0.27,45.38,60.51,20.14,17.18
