stock_code,data_points,date_start,date_end,length0,p1,p2,p3,in_sample_return_pct,out_of_sample_return_pct,full_return_pct
000887,2253,2015-10-19,2025-07-21,3,2,3,6,74.5,64.96,136.44
000888,2430,2015-07-21,2025-07-21,3,2,4,4,18.44,48.02,64.92
000889,2265,2015-08-04,2025-07-21,6,7,15,15,31.32,5.46,38.04
000890,2319,2015-09-24,2025-07-21,3,2,11,10,87.48,42.34,131.2
000892,2363,2015-09-23,2025-07-21,7,5,15,2,-11.39,85.81,77.87
000893,2259,2015-07-21,2025-07-21,3,7,9,14,134.49,39.78,157.17
000895,2415,2015-07-21,2025-07-21,13,3,13,10,46.5,-15.71,43.43
000897,2428,2015-07-21,2025-07-21,3,4,15,10,34.26,48.9,83.16
000898,2429,2015-07-21,2025-07-21,15,14,11,5,27.94,-63.45,-19.59
000899,2405,2015-07-21,2025-07-21,9,14,10,12,-17.13,100.01,81.7
000900,2287,2015-07-21,2025-07-21,15,15,9,6,-8.62,-56.93,-76.37
000901,2301,2015-07-21,2025-07-21,15,11,9,10,-31.71,11.41,-23.64
000902,2425,2015-07-21,2025-07-21,6,3,11,11,91.82,-31.88,20.7
000903,2341,2015-07-27,2025-07-21,15,10,14,13,73.06,61.53,123.47
000905,2396,2015-07-21,2025-07-21,3,15,15,9,78.25,-49.29,30.34
000906,2404,2015-07-21,2025-07-21,13,9,11,10,49.99,14.07,56.08
000908,2425,2015-07-21,2025-07-21,5,3,14,4,89.85,113.49,204.39
000909,2403,2015-07-21,2025-07-21,5,15,14,7,53.34,57.02,105.14
000910,2430,2015-07-21,2025-07-21,3,11,2,2,99.3,19.95,108.14
000911,2405,2015-07-21,2025-07-21,6,2,15,6,64.76,-15.43,44.91
000912,2106,2015-07-21,2025-07-21,3,3,3,9,202.76,-5.81,194.52
000913,2405,2015-07-21,2025-07-21,5,3,9,12,146.76,101.79,240.9
000915,2430,2015-07-21,2025-07-21,4,2,8,8,167.95,-28.45,125.4
000917,2309,2015-11-13,2025-07-21,14,13,14,5,61.83,2.24,23.66
000919,2430,2015-07-21,2025-07-21,4,8,2,8,-3.31,-19.56,-25.88
000920,2329,2015-07-21,2025-07-21,15,8,9,14,57.75,26.56,11.94
000921,2430,2015-07-21,2025-07-21,3,8,9,9,154.01,64.33,218.34
000922,2418,2015-07-21,2025-07-21,6,8,12,12,-4.95,45.33,35.14
000923,2283,2015-07-21,2025-07-21,4,2,5,2,101.65,15.85,117.5
000925,2293,2015-07-21,2025-07-21,8,10,8,14,42.12,27.95,70.67
000926,2404,2015-07-21,2025-07-21,5,7,14,15,-3.01,6.71,8.39
000927,2352,2015-07-21,2025-07-21,3,2,6,10,113.19,-26.22,87.77
000928,2423,2015-07-21,2025-07-21,6,4,15,2,131.03,-17.72,100.62
000929,2292,2015-07-21,2025-07-21,4,2,12,15,50.02,-0.32,45.42
000930,2290,2015-07-21,2025-07-21,3,10,5,15,76.7,-42.07,18.35
000931,2427,2015-07-21,2025-07-21,3,4,4,4,10.48,-12.02,-1.54
000932,2309,2015-07-21,2025-07-21,13,9,10,4,142.69,-23.34,101.61
000933,2417,2015-07-21,2025-07-21,12,7,8,2,135.53,15.37,132.07
000935,2211,2015-07-21,2025-07-21,14,4,7,11,161.27,81.91,243.78
000936,2396,2015-07-21,2025-07-21,6,7,3,13,76.85,16.72,93.71
000937,2430,2015-07-21,2025-07-21,8,15,12,13,-8.84,12.86,2.76
000938,2381,2015-07-21,2025-07-21,10,7,6,14,140.38,50.65,123.43
000948,2395,2015-07-21,2025-07-21,5,6,12,14,55.77,-42.83,14.98
000949,2426,2015-07-21,2025-07-21,14,15,3,13,162.14,-30.28,-21.31
000950,1965,2015-07-21,2025-07-21,4,6,13,14,77.8,12.32,86.73
000951,2430,2015-07-21,2025-07-21,10,13,13,8,151.89,45.94,203.65
000952,2415,2015-07-21,2025-07-21,12,3,12,4,15.52,-24.69,-20.02
000953,2188,2015-07-21,2025-07-21,3,8,5,13,148.11,23.53,174.29
000955,2325,2015-07-21,2025-07-21,3,5,14,13,119.4,46.23,143.81
000957,2415,2015-07-21,2025-07-21,10,11,2,9,70.29,47.45,127.11
000958,2402,2015-07-21,2025-07-21,4,5,7,13,11.37,31.94,42.37
000959,2365,2015-09-08,2025-07-21,12,14,5,5,150.18,-44.91,107.43
000960,2409,2015-07-23,2025-07-21,11,13,12,7,110.07,15.88,103.85
000962,2264,2015-07-21,2025-07-21,6,3,11,2,130.29,-4.64,125.65
000963,2419,2015-08-05,2025-07-21,12,13,7,13,8.73,3.45,12.18
000965,2430,2015-07-21,2025-07-21,11,11,6,12,-9.41,107.72,99.5
000966,2419,2015-07-21,2025-07-21,5,3,7,3,100.44,-45.12,49.78
000967,2367,2015-07-21,2025-07-21,6,12,11,3,-17.58,30.18,12.6
000968,2294,2015-07-21,2025-07-21,7,3,10,14,202.75,-33.23,62.96
000969,2414,2015-07-21,2025-07-21,13,12,9,5,114.78,-2.28,71.87
000970,2424,2015-07-21,2025-07-21,3,5,5,10,84.83,35.97,105.83
000972,2209,2016-01-19,2025-07-21,13,3,11,3,-5.5,-30.77,-7.49
