stock_code,data_points,date_start,date_end,length0,p1,p2,p3,in_sample_return_pct,out_of_sample_return_pct,full_return_pct
000888,2430,2015-07-21,2025-07-21,3,2,3,4,18.66,46.11,63.23
000889,2265,2015-08-04,2025-07-21,6,7,2,2,33.73,11.91,44.68
000890,2319,2015-09-24,2025-07-21,3,4,14,14,99.95,56.33,157.59
000892,2363,2015-09-23,2025-07-21,3,3,15,11,-4.66,41.45,38.88
000893,2259,2015-07-21,2025-07-21,3,2,14,15,137.29,28.28,168.09
000895,2415,2015-07-21,2025-07-21,9,12,2,9,49.94,-9.47,51.41
000897,2428,2015-07-21,2025-07-21,3,4,15,10,34.26,48.90,83.16
000898,2429,2015-07-21,2025-07-21,15,15,14,13,41.31,-67.71,-10.48
000899,2405,2015-07-21,2025-07-21,5,13,15,10,-8.68,111.89,101.42
000900,2287,2015-07-21,2025-07-21,15,15,14,15,-1.33,-53.65,-60.56
000901,2301,2015-07-21,2025-07-21,15,11,8,11,-31.71,10.25,-23.77
000902,2425,2015-07-21,2025-07-21,6,3,11,11,91.82,-31.88,20.70
000903,2341,2015-07-27,2025-07-21,13,15,15,6,77.28,77.16,143.31
000905,2396,2015-07-21,2025-07-21,5,7,3,7,83.44,-39.86,48.66
000906,2404,2015-07-21,2025-07-21,12,11,2,14,57.75,6.21,59.39
000908,2425,2015-07-21,2025-07-21,5,3,7,7,93.96,115.13,210.13
000909,2403,2015-07-21,2025-07-21,5,15,13,8,55.64,57.18,107.61
000910,2430,2015-07-21,2025-07-21,4,8,7,3,110.84,16.78,112.86
000911,2405,2015-07-21,2025-07-21,3,2,8,9,79.31,34.15,110.38
000912,2106,2015-07-21,2025-07-21,3,3,3,7,203.84,-4.30,197.13
000913,2405,2015-07-21,2025-07-21,3,2,5,9,165.47,79.18,236.66
000915,2430,2015-07-21,2025-07-21,3,5,9,15,175.92,-35.95,125.86
000917,2309,2015-11-13,2025-07-21,15,11,6,13,66.19,13.36,40.36
000919,2430,2015-07-21,2025-07-21,4,8,2,7,-3.31,-22.69,-27.52
000920,2329,2015-07-21,2025-07-21,15,9,15,11,72.45,24.15,24.33
000921,2430,2015-07-21,2025-07-21,3,2,5,10,157.44,102.34,259.78
000922,2418,2015-07-21,2025-07-21,7,4,6,15,1.08,41.52,37.36
000923,2283,2015-07-21,2025-07-21,3,5,3,2,117.62,17.87,135.49
000925,2293,2015-07-21,2025-07-21,8,10,15,7,43.26,29.94,82.87
000926,2404,2015-07-21,2025-07-21,5,7,9,4,1.91,3.64,10.24
000927,2352,2015-07-21,2025-07-21,3,2,6,10,113.19,-26.22,87.77
000928,2423,2015-07-21,2025-07-21,4,9,11,13,136.72,-29.43,88.70
000929,2292,2015-07-21,2025-07-21,8,2,3,8,51.53,-15.05,38.25
000930,2290,2015-07-21,2025-07-21,3,10,5,15,76.70,-42.07,18.35
000931,2427,2015-07-21,2025-07-21,3,4,4,4,10.48,-12.02,-1.54
000932,2309,2015-07-21,2025-07-21,7,14,15,8,159.68,22.05,155.41
000933,2417,2015-07-21,2025-07-21,12,7,15,15,152.37,12.82,146.36
000935,2211,2015-07-21,2025-07-21,15,4,9,14,166.94,60.47,221.49
000936,2396,2015-07-21,2025-07-21,3,4,14,12,93.99,71.33,156.57
000937,2430,2015-07-21,2025-07-21,8,15,12,13,-8.84,12.86,2.76
000938,2381,2015-07-21,2025-07-21,13,3,15,4,157.29,85.95,178.34
000948,2395,2015-07-21,2025-07-21,5,6,12,14,55.77,-42.83,14.98
000949,2426,2015-07-21,2025-07-21,15,13,3,13,162.56,-47.34,-37.13
000950,1965,2015-07-21,2025-07-21,3,8,13,10,88.40,14.48,99.28
000951,2430,2015-07-21,2025-07-21,6,2,15,5,159.48,-2.51,156.96
000952,2415,2015-07-21,2025-07-21,5,13,4,12,19.45,5.57,17.89
000953,2188,2015-07-21,2025-07-21,3,8,5,13,148.11,23.53,174.29
000955,2325,2015-07-21,2025-07-21,3,5,14,12,119.40,53.69,151.27
000957,2415,2015-07-21,2025-07-21,12,2,11,3,70.92,81.87,156.36
000958,2402,2015-07-21,2025-07-21,4,5,7,13,11.37,31.94,42.37
000959,2365,2015-09-08,2025-07-21,12,14,5,5,150.18,-44.91,107.43
000960,2409,2015-07-23,2025-07-21,11,13,14,5,118.44,20.88,116.05
000962,2264,2015-07-21,2025-07-21,5,5,14,11,141.94,15.94,147.05
000963,2419,2015-08-05,2025-07-21,14,8,2,8,11.87,21.08,35.86
000965,2430,2015-07-21,2025-07-21,10,13,7,12,-4.81,114.37,105.82
000966,2419,2015-07-21,2025-07-21,5,3,7,3,100.44,-45.12,49.78
000967,2367,2015-07-21,2025-07-21,4,3,15,6,-7.88,20.89,13.80
000968,2294,2015-07-21,2025-07-21,4,13,15,11,204.21,-26.32,61.69
000969,2414,2015-07-21,2025-07-21,12,7,6,14,117.18,13.36,89.91
000970,2424,2015-07-21,2025-07-21,3,3,2,15,99.61,8.08,89.63
000972,2209,2016-01-19,2025-07-21,3,8,2,10,10.95,-10.83,27.32
000973,2380,2015-07-21,2025-07-21,4,10,13,4,55.39,40.95,100.24
000975,2263,2015-07-21,2025-07-21,4,6,12,12,75.19,26.71,92.42
000977,2417,2015-07-21,2025-07-21,4,5,5,2,38.42,83.31,109.41
000978,2430,2015-07-21,2025-07-21,6,2,15,15,-7.37,16.00,7.81
000980,2253,2015-07-21,2025-07-21,3,5,11,14,256.07,30.35,248.05
000981,2128,2015-07-21,2025-07-21,4,13,11,10,134.10,-1.98,134.40
000983,2420,2015-07-21,2025-07-21,11,2,8,13,75.85,-61.45,3.83
000985,2430,2015-07-21,2025-07-21,3,2,8,6,77.43,41.40,121.03
000987,2316,2015-07-21,2025-07-21,3,2,12,11,20.66,22.71,47.79
000988,2427,2015-07-21,2025-07-21,4,8,15,3,68.13,40.64,103.46
000989,2422,2015-07-21,2025-07-21,3,6,10,12,25.76,61.47,82.53
000990,2333,2015-10-15,2025-07-21,11,6,11,2,95.79,-48.60,16.16
000993,2415,2015-07-21,2025-07-21,4,2,8,12,153.17,44.01,200.99
000995,1843,2015-08-17,2025-07-21,5,2,10,2,496.24,23.92,516.70
000997,2366,2015-07-21,2025-07-21,15,11,12,15,-17.51,133.06,113.74
000998,2410,2015-07-21,2025-07-21,3,2,3,8,-6.97,-50.31,-50.97
000999,2430,2015-07-21,2025-07-21,6,2,8,10,17.82,16.57,34.07
002001,2426,2015-07-21,2025-07-21,10,12,15,11,94.24,-10.92,77.47
002003,2372,2015-10-13,2025-07-21,7,3,5,14,7.46,-14.86,-18.44
002004,2371,2015-07-21,2025-07-21,6,8,4,4,6.54,-30.70,-20.13
002005,2251,2015-07-21,2025-07-21,3,3,7,9,4.08,24.57,27.81
002006,2232,2015-07-21,2025-07-21,10,3,14,12,149.96,26.63,194.31
002007,2430,2015-07-21,2025-07-21,4,4,6,3,11.91,-4.44,4.97
002008,2430,2015-07-21,2025-07-21,12,15,9,13,75.89,-14.60,57.04
002009,2422,2015-07-21,2025-07-21,12,9,13,11,109.62,44.92,131.03
002010,2411,2015-07-21,2025-07-21,15,9,3,5,41.13,13.25,28.18
002011,2280,2015-07-21,2025-07-21,5,8,3,14,15.20,94.82,82.31
002012,2116,2015-07-21,2025-07-21,10,2,7,15,94.33,28.36,106.93
002014,2345,2015-11-19,2025-07-21,8,3,12,5,6.88,11.65,19.78
002015,2193,2016-01-11,2025-07-21,3,2,15,15,121.97,37.56,105.97
002016,2426,2015-07-21,2025-07-21,9,15,15,6,-6.37,-85.02,-96.39
002017,2416,2015-07-21,2025-07-21,6,4,9,10,82.04,139.86,233.74
002019,2412,2015-07-21,2025-07-21,10,13,13,9,138.57,48.29,173.56
002020,2395,2015-08-10,2025-07-21,8,12,4,7,15.04,32.02,45.86
002021,2379,2015-08-12,2025-07-21,11,6,3,4,68.70,33.58,96.73
002022,2423,2015-07-21,2025-07-21,8,15,12,15,46.64,15.87,62.51
002023,2430,2015-07-21,2025-07-21,6,8,6,2,61.51,-4.15,44.44
002024,2405,2015-07-21,2025-07-21,3,3,5,15,36.31,20.90,57.43
002025,2237,2015-07-21,2025-07-21,5,2,13,3,172.03,-46.55,113.39
002026,2328,2015-07-21,2025-07-21,15,2,6,15,101.90,-11.39,78.43
002027,2394,2015-09-02,2025-07-21,5,8,5,10,85.73,-47.66,37.31
002028,2430,2015-07-21,2025-07-21,11,14,3,14,98.43,60.03,155.76
002029,2421,2015-07-21,2025-07-21,9,12,2,5,-16.66,2.76,-15.04
002030,2376,2015-10-14,2025-07-21,5,11,11,3,40.55,-37.18,-6.61
002031,2383,2015-07-21,2025-07-21,5,2,5,4,-11.99,139.40,119.57
002032,2429,2015-07-21,2025-07-21,12,4,8,3,60.01,-8.48,51.53
002033,2372,2015-07-21,2025-07-21,3,4,15,15,19.47,8.13,24.48
002034,2332,2015-07-21,2025-07-21,4,3,2,11,107.49,-5.89,91.51
002035,2420,2015-07-21,2025-07-21,4,7,7,11,39.81,-20.23,19.57
002036,2416,2015-07-21,2025-07-21,5,10,8,4,131.28,-13.53,67.70
002037,2353,2015-07-21,2025-07-21,3,9,7,2,-23.14,13.54,-10.87
002038,2430,2015-07-21,2025-07-21,12,7,2,5,26.02,-14.90,10.79
002039,2430,2015-07-21,2025-07-21,7,11,7,14,18.65,-10.82,7.82
002040,2292,2015-07-21,2025-07-21,3,2,4,15,25.08,54.65,78.69
002041,2430,2015-07-21,2025-07-21,6,4,15,15,115.07,-33.70,77.55
002042,2430,2015-07-21,2025-07-21,3,3,8,2,63.13,16.74,84.24
002043,2367,2015-10-19,2025-07-21,4,4,7,15,105.69,-36.49,64.54
002044,2250,2015-07-21,2025-07-21,12,5,7,6,63.29,22.20,78.88
002045,2411,2015-07-21,2025-07-21,9,5,11,11,255.96,-12.82,177.71
002046,2352,2015-07-21,2025-07-21,6,7,8,6,109.31,54.41,143.89
002047,2312,2015-09-09,2025-07-21,4,2,13,6,36.03,82.95,107.72
002048,2326,2015-07-21,2025-07-21,15,12,3,11,146.20,-24.78,105.07
002049,2236,2015-07-21,2025-07-21,8,2,12,15,282.22,-74.35,195.11
002050,2392,2015-07-21,2025-07-21,5,9,2,9,80.34,45.02,132.25
002051,2311,2015-07-21,2025-07-21,5,7,13,3,37.70,-30.26,-18.14
002052,2177,2015-11-05,2025-07-21,3,3,4,5,50.73,205.24,253.44
002053,2177,2015-07-21,2025-07-21,7,4,12,11,-65.69,-16.07,-63.86
002054,2426,2015-07-21,2025-07-21,3,4,9,15,94.91,68.82,161.96
002055,2358,2015-07-21,2025-07-21,11,14,4,13,25.70,6.74,37.36
002056,2430,2015-07-21,2025-07-21,8,4,2,11,55.55,60.62,114.17
002057,2292,2015-10-16,2025-07-21,15,15,11,8,25.30,46.97,52.44
002058,2398,2015-07-21,2025-07-21,4,5,5,11,97.59,126.69,229.40
002059,2183,2015-07-21,2025-07-21,3,2,5,15,91.27,15.33,107.22
002060,2420,2015-07-21,2025-07-21,5,2,3,15,15.52,-20.51,-2.96
002061,2228,2015-07-21,2025-07-21,12,9,9,15,52.79,-24.35,34.79
002062,2418,2015-07-24,2025-07-21,3,5,9,6,52.82,70.17,121.09
002063,2420,2015-07-21,2025-07-21,11,13,3,7,43.84,6.22,52.91
002064,2415,2015-07-21,2025-07-21,4,3,5,5,100.18,15.20,95.79
002065,2291,2015-07-21,2025-07-21,6,10,6,15,51.66,73.31,122.36
002066,2419,2015-07-21,2025-07-21,4,4,9,5,54.45,85.50,139.95
002067,2430,2015-07-21,2025-07-21,3,8,15,8,54.77,19.13,74.16
002068,2426,2015-07-21,2025-07-21,7,3,10,12,91.82,136.13,213.74
002069,2350,2015-09-08,2025-07-21,4,3,6,9,32.70,75.84,106.91
002072,2069,2015-07-21,2025-07-21,3,2,9,11,132.68,11.42,144.09
002073,2415,2015-07-21,2025-07-21,5,7,7,10,29.56,105.70,131.82
002074,2407,2015-07-21,2025-07-21,15,5,14,12,221.90,24.05,235.33
002075,1775,2016-01-21,2025-07-21,5,2,10,2,57.32,27.53,82.37
002076,2195,2015-09-21,2025-07-21,12,2,2,4,-27.15,93.38,71.02
002077,2352,2015-07-21,2025-07-21,3,2,2,8,164.45,82.13,243.49
002078,2419,2015-07-22,2025-07-21,9,10,13,11,156.69,-39.18,109.21
002079,2385,2015-09-09,2025-07-21,11,2,2,9,184.01,-3.06,153.03
002080,2369,2015-09-01,2025-07-21,9,2,2,8,204.24,105.66,339.52
002081,2430,2015-07-21,2025-07-21,10,12,7,15,59.69,-43.30,14.55
002082,2052,2015-07-21,2025-07-21,3,2,15,15,81.88,5.28,83.08
002083,2430,2015-07-21,2025-07-21,5,3,6,14,-2.47,4.23,1.76
002084,2411,2015-07-21,2025-07-21,7,15,11,9,51.44,-43.21,2.89
002085,2380,2015-07-21,2025-07-21,3,3,7,11,77.23,134.09,210.65
002086,2334,2015-07-21,2025-07-21,3,4,3,6,54.38,60.53,110.39
002088,2425,2015-07-22,2025-07-21,14,13,14,13,203.60,-30.71,76.24
002090,2369,2015-10-08,2025-07-18,11,3,15,5,-7.83,5.18,-9.21
002091,2318,2015-12-25,2025-07-21,15,5,14,2,226.63,-42.83,16.52
002092,2329,2015-07-21,2025-07-21,3,3,3,7,120.98,27.43,148.41
002093,2430,2015-07-21,2025-07-21,3,13,14,14,1.15,-32.74,-31.59
002094,2284,2015-07-21,2025-07-21,5,2,3,4,-0.02,68.57,71.98
002095,2430,2015-07-21,2025-07-21,3,5,9,15,72.96,24.63,92.29
002096,2419,2015-07-21,2025-07-21,15,2,13,15,68.64,66.09,140.63
002097,2374,2015-10-13,2025-07-21,5,5,6,5,78.71,19.82,51.98
002098,2133,2015-07-21,2025-07-21,3,8,10,2,21.92,12.23,33.13
002099,2389,2015-07-21,2025-07-21,3,2,14,11,54.16,-27.84,29.08
002100,2420,2015-07-21,2025-07-21,3,3,4,14,78.13,-12.55,65.58
002101,2322,2015-07-21,2025-07-21,3,12,12,11,-8.04,92.49,84.45
002102,2216,2015-12-23,2025-07-21,11,6,14,15,176.86,-21.73,86.39
002103,2205,2015-07-30,2025-07-21,3,8,8,8,-2.44,-14.67,-17.96
002104,2426,2015-07-21,2025-07-21,7,7,4,5,-53.79,288.98,235.19
002105,2430,2015-07-21,2025-07-21,4,5,9,12,136.87,31.00,165.63
002106,2351,2015-11-18,2025-07-21,14,8,15,9,76.92,6.12,86.66
002107,2430,2015-07-21,2025-07-21,3,2,4,14,-6.44,-11.97,-20.25
002108,2429,2015-07-21,2025-07-21,15,13,6,2,148.91,-83.55,0.27
002109,2302,2016-01-04,2025-07-21,3,2,4,13,28.12,23.94,49.14
002110,2227,2015-09-07,2025-07-21,5,14,4,3,159.03,61.11,212.45
002111,2382,2015-07-21,2025-07-21,4,9,12,6,3.38,-52.06,-54.73
002112,2164,2016-06-15,2025-07-21,3,2,11,3,116.43,134.99,238.62
002114,2426,2015-07-21,2025-07-21,3,4,11,13,92.99,7.74,96.25
002115,2267,2015-07-21,2025-07-21,6,9,15,10,111.42,47.76,153.68
002116,2427,2015-07-24,2025-07-21,10,2,3,2,-40.47,4.62,-33.01
002117,2420,2015-07-21,2025-07-21,4,11,4,3,23.74,11.12,34.85
002119,2426,2015-07-21,2025-07-21,6,11,2,14,111.16,16.30,39.90
002120,2386,2015-07-21,2025-07-21,7,2,15,14,94.80,-3.52,92.00
002121,2279,2015-07-21,2025-07-21,3,10,15,4,-37.63,62.91,22.60
002122,2259,2015-07-21,2025-07-21,3,13,5,9,169.31,40.76,211.67
002123,2371,2015-07-21,2025-07-21,11,13,3,8,138.80,98.26,173.83
002124,2405,2015-07-21,2025-07-21,7,3,15,6,124.36,-20.65,91.43
002125,2421,2015-07-21,2025-07-21,6,14,14,15,69.39,112.95,195.50
002126,2402,2015-07-21,2025-07-21,15,9,4,5,41.77,72.08,80.88
002127,2305,2015-09-10,2025-07-21,5,2,12,13,125.82,-15.81,101.59
002128,2304,2015-07-21,2025-07-21,4,7,13,14,96.59,12.85,62.60
002129,2023,2015-07-21,2025-07-21,11,5,10,15,189.60,31.62,209.30
002130,2392,2015-08-11,2025-07-21,3,11,4,3,46.40,137.19,193.17
002131,2349,2015-07-22,2025-07-21,13,13,7,14,-1.63,39.53,36.26
002132,2350,2015-07-31,2025-07-21,8,5,5,4,181.81,55.35,153.32
002133,2430,2015-07-21,2025-07-21,3,11,2,9,19.03,9.73,28.71
002134,2292,2015-07-21,2025-07-21,5,2,9,15,68.23,51.91,118.63
002135,2421,2015-07-21,2025-07-21,5,15,4,2,64.40,-31.75,7.12
002136,2428,2015-07-21,2025-07-21,4,2,10,5,101.21,-27.59,51.33
002137,2351,2015-11-16,2025-07-21,5,12,15,4,21.92,1.04,19.10
002138,2430,2015-07-21,2025-07-21,14,9,12,13,110.87,-18.93,81.76
002139,2427,2015-07-21,2025-07-21,13,9,15,15,203.73,53.24,122.65
002140,2415,2015-07-21,2025-07-21,5,3,15,7,119.61,-35.60,29.32
002141,2307,2015-07-21,2025-07-21,12,15,11,15,230.89,215.84,255.81
002142,2423,2015-07-21,2025-07-21,15,3,8,9,87.21,-4.90,85.48
002144,2430,2015-07-21,2025-07-21,3,3,14,11,31.00,42.85,71.39
002145,2392,2015-08-06,2025-07-21,15,15,4,5,297.25,-39.58,3.57
002146,2420,2015-07-21,2025-07-21,4,7,14,9,33.67,15.69,52.74
002148,2430,2015-07-21,2025-07-21,15,5,12,2,-29.83,-54.79,-78.66
002149,2407,2015-07-21,2025-07-21,3,13,14,15,109.27,32.52,141.79
002150,2355,2015-07-21,2025-07-21,4,10,10,13,-18.48,34.59,20.54
002151,2354,2015-07-29,2025-07-21,10,9,9,2,97.60,-14.29,82.92
002152,2421,2015-07-21,2025-07-21,4,6,4,2,-7.04,58.26,51.23
002153,2417,2015-07-21,2025-07-21,3,2,11,9,-53.70,30.69,-26.64
002154,2430,2015-07-21,2025-07-21,9,12,13,5,144.29,-12.34,46.49
002155,2428,2015-07-21,2025-07-21,12,12,15,13,20.39,-5.89,54.99
002156,2340,2015-07-21,2025-07-21,15,13,3,15,108.58,-0.33,109.97
002157,2420,2015-07-21,2025-07-21,11,4,11,7,168.67,-39.19,142.20
002158,2430,2015-07-21,2025-07-21,3,6,14,10,95.88,3.42,99.64
002159,2400,2015-07-21,2025-07-21,4,13,9,6,44.67,-35.02,16.24
002160,2313,2015-07-21,2025-07-21,4,9,3,11,59.94,48.92,50.99
002161,2326,2015-08-11,2025-07-21,5,7,8,6,44.30,57.55,94.64
002162,2297,2015-07-21,2025-07-21,3,11,15,15,65.05,1.66,66.71
002163,2312,2015-07-21,2025-07-21,3,5,15,15,175.14,15.52,189.71
002164,2284,2015-08-05,2025-07-21,5,4,10,13,116.36,50.74,167.10
002165,2366,2015-07-21,2025-07-21,3,9,13,7,-10.30,78.74,62.47
002166,2369,2015-07-21,2025-07-21,5,3,3,15,44.71,4.43,48.44
002167,2429,2015-07-21,2025-07-21,6,3,4,15,116.08,126.83,238.87
002168,2062,2015-07-21,2025-07-21,4,6,9,12,68.61,31.78,102.24
002169,2415,2015-07-21,2025-07-21,14,14,3,7,107.56,-2.65,40.12
002170,2425,2015-07-28,2025-07-21,8,15,15,6,82.47,-11.63,110.64
002171,2360,2015-07-21,2025-07-21,5,9,7,13,81.50,22.93,97.77
002172,2425,2015-07-21,2025-07-21,3,3,12,15,66.09,-7.76,47.39
002173,2422,2015-07-21,2025-07-21,9,7,15,11,56.03,107.27,151.15
002174,2296,2015-07-21,2025-07-21,6,14,15,7,28.93,66.10,96.14
002175,2193,2015-07-22,2025-07-21,4,15,8,13,214.11,71.48,290.89
002176,2358,2015-07-21,2025-07-21,12,12,15,15,447.38,-37.58,188.50
002177,2428,2015-07-21,2025-07-21,3,2,8,11,64.48,118.52,171.54
002178,2406,2015-07-21,2025-07-21,3,11,15,9,66.69,-41.53,32.43
002179,2430,2015-07-21,2025-07-21,6,3,7,11,83.34,-59.99,27.44
002180,2316,2015-07-22,2025-07-21,10,10,12,15,107.14,15.10,58.36
002181,2423,2015-07-21,2025-07-21,4,3,3,11,-0.15,68.04,70.51
002182,2428,2015-07-21,2025-07-21,14,8,15,4,151.43,-44.64,100.39
002183,2337,2015-10-20,2025-07-21,13,11,15,15,56.88,51.56,58.76
002184,2420,2015-07-21,2025-07-21,3,11,10,15,19.55,-51.16,-22.62
002185,2424,2015-07-21,2025-07-21,15,9,15,9,46.53,-47.09,-5.98
002186,2425,2015-07-21,2025-07-21,5,2,3,2,13.07,54.26,66.45
002187,2424,2015-07-21,2025-07-21,12,11,5,8,15.90,8.97,22.28
002188,2388,2015-07-21,2025-07-21,15,5,2,6,115.42,24.99,115.57
002189,2306,2015-07-21,2025-07-21,3,7,5,13,21.52,57.41,78.93
002190,2372,2015-07-21,2025-07-21,3,3,13,4,-27.69,-0.47,-31.01
002191,2325,2015-12-11,2025-07-21,4,5,7,11,116.63,-4.04,98.22
002192,2417,2015-07-21,2025-07-21,3,7,3,8,435.81,-47.79,292.84
002193,2378,2015-07-21,2025-07-21,9,9,7,7,17.52,60.18,79.53
002194,2409,2015-07-24,2025-07-21,4,8,8,13,226.96,39.08,260.87
002195,2430,2015-07-21,2025-07-21,7,14,12,4,-0.88,69.55,68.67
002196,2415,2015-07-21,2025-07-21,4,13,14,8,24.01,69.24,96.66
002197,2414,2015-07-21,2025-07-21,3,9,14,4,-3.03,98.74,97.39
002198,2342,2015-07-21,2025-07-21,3,5,7,5,144.56,35.93,179.70
002199,2268,2015-10-09,2025-07-21,3,4,14,13,21.36,98.74,116.30
002200,2427,2015-07-21,2025-07-21,14,8,3,12,78.09,36.15,97.71
002201,2301,2015-07-22,2025-07-21,15,11,6,15,201.17,49.14,235.11
002202,2424,2015-07-21,2025-07-21,5,13,14,8,42.55,40.27,82.33
002203,2334,2015-11-26,2025-07-21,13,5,2,8,51.38,29.03,62.30
002204,2430,2015-07-21,2025-07-21,4,6,15,2,-51.88,71.95,13.96
002205,2413,2015-07-21,2025-07-21,4,3,6,4,62.48,-29.92,31.19
002206,2426,2015-07-21,2025-07-21,10,11,3,13,122.09,36.82,148.20
002207,2159,2015-09-21,2025-07-21,12,5,15,15,46.24,43.19,88.37
002208,2409,2015-07-21,2025-07-21,7,2,11,5,169.12,22.43,188.21
002209,2292,2015-07-21,2025-07-21,6,6,5,8,40.90,97.27,144.40
002210,2211,2015-11-30,2025-07-21,3,7,7,10,156.04,-8.28,84.63
002211,2306,2015-09-01,2025-07-21,3,6,8,14,59.36,14.79,55.64
002212,2245,2015-10-23,2025-07-21,7,2,2,11,128.16,53.82,172.78
002213,2385,2015-07-21,2025-07-21,3,3,5,10,72.52,42.35,107.12
002214,2390,2015-09-16,2025-07-21,6,5,5,14,152.22,-9.51,115.53
002215,2420,2015-07-21,2025-07-21,3,2,11,5,22.68,82.75,103.35
002216,2430,2015-07-21,2025-07-21,15,14,11,4,141.65,-10.11,131.54
002217,2350,2015-07-21,2025-07-21,4,2,5,15,24.37,39.37,64.64
002218,2430,2015-07-21,2025-07-21,5,2,5,9,36.40,-47.49,-39.42
002219,2013,2016-06-22,2025-07-21,6,2,2,4,69.66,-0.74,69.15
002221,2422,2015-07-21,2025-07-21,5,7,5,7,16.96,25.99,48.35
002222,2430,2015-07-21,2025-07-21,3,2,7,12,85.27,105.35,190.62
002223,2425,2015-07-21,2025-07-21,3,14,13,12,80.29,-4.61,40.60
002224,2342,2015-11-23,2025-07-21,6,6,13,13,-2.68,3.26,-3.54
002225,2415,2015-07-21,2025-07-21,6,15,13,11,-33.63,93.83,55.61
002226,2150,2015-08-31,2025-07-21,6,2,14,14,79.27,-15.78,59.06
002227,2430,2015-07-21,2025-07-21,10,3,11,3,68.98,-10.54,30.51
002228,2308,2015-07-21,2025-07-21,9,15,11,15,54.53,0.75,42.18
002229,2425,2015-07-21,2025-07-21,5,6,14,2,37.55,208.40,249.73
002230,2382,2015-07-21,2025-07-21,12,10,8,15,96.29,52.37,146.10
002231,2345,2015-07-21,2025-07-21,10,14,13,4,36.06,-28.78,-20.98
002232,2430,2015-07-21,2025-07-21,4,3,2,2,60.51,88.45,127.58
002233,2402,2015-08-14,2025-07-21,3,13,6,13,65.31,6.29,71.52
002234,2430,2015-07-21,2025-07-21,3,2,8,8,164.35,-7.81,156.77
002235,2307,2016-01-12,2025-07-21,3,3,13,13,25.93,124.26,144.95
002236,2428,2015-07-21,2025-07-21,9,3,10,3,87.39,-6.09,79.07
002237,2424,2015-07-21,2025-07-21,4,5,7,7,51.35,41.86,96.59
002238,2345,2015-11-12,2025-07-21,3,3,10,12,-10.79,116.86,106.40
002239,2132,2016-01-05,2025-07-21,15,4,13,7,37.58,39.11,76.68
002240,2323,2015-07-21,2025-07-21,13,12,15,15,461.75,-32.20,161.41
002241,2430,2015-07-21,2025-07-21,11,9,4,4,189.39,8.55,157.78
002242,2419,2015-07-21,2025-07-21,3,2,10,4,12.66,-54.04,-34.86
002243,2419,2015-07-21,2025-07-21,5,2,14,8,118.17,34.50,144.44
002244,2430,2015-07-21,2025-07-21,3,3,5,2,3.91,31.55,33.35
002245,2417,2015-07-21,2025-07-21,8,15,15,8,386.00,-9.79,257.82
002246,2254,2015-07-21,2025-07-21,3,3,6,10,101.58,167.79,264.66
002247,2326,2015-07-21,2025-07-21,3,3,9,2,47.41,69.95,104.46
002248,2282,2015-09-09,2025-07-21,3,2,6,14,82.83,61.58,145.71
002249,2390,2015-07-21,2025-07-21,5,3,3,15,111.74,7.28,83.60
002250,2428,2015-07-21,2025-07-21,13,13,15,9,62.32,24.04,63.28
002251,2401,2015-07-21,2025-07-21,9,2,2,2,46.50,26.08,72.57
002252,2115,2015-07-21,2025-07-21,4,4,8,13,26.20,8.23,30.20
002253,2429,2015-07-21,2025-07-21,6,15,5,13,58.94,-23.77,13.53
002254,2393,2015-07-21,2025-07-21,15,2,7,14,71.57,-6.20,37.59
002255,2297,2015-07-21,2025-07-21,7,4,4,9,86.39,30.71,77.42
002256,2208,2015-07-23,2025-07-21,3,2,9,7,281.25,24.91,303.52
002258,2424,2015-07-21,2025-07-21,5,8,5,13,72.02,-8.47,76.03
002259,2216,2015-08-07,2025-07-21,5,3,9,6,88.87,56.06,145.46
002261,2408,2015-07-21,2025-07-21,7,9,3,12,-3.50,143.81,145.33
002262,2430,2015-07-21,2025-07-21,5,15,3,5,25.59,38.57,62.72
002263,2055,2015-08-31,2025-07-21,6,8,13,11,17.58,76.59,91.43
002264,2313,2015-07-21,2025-07-21,4,3,8,8,81.26,67.75,140.08
002265,2325,2015-07-21,2025-07-21,3,8,2,2,109.37,254.78,351.40
002266,2331,2015-07-21,2025-07-21,8,13,5,5,63.68,-15.56,28.74
002267,2427,2015-07-21,2025-07-21,5,3,8,15,-21.66,26.00,4.35
002268,2420,2015-08-04,2025-07-21,5,15,14,9,135.33,93.41,193.98
002269,2413,2015-07-21,2025-07-21,3,2,4,15,4.28,-17.23,-15.11
002270,2341,2015-08-04,2025-07-21,4,2,14,2,74.70,9.40,39.01
002271,2430,2015-07-21,2025-07-21,6,4,3,2,196.33,-20.23,163.89
002272,2325,2015-09-24,2025-07-21,6,6,3,8,101.17,100.10,150.24
002273,2430,2015-07-21,2025-07-21,9,11,12,8,59.46,37.10,61.34
002274,2412,2015-07-21,2025-07-21,15,8,7,15,169.23,-78.24,-56.15
002275,2430,2015-07-21,2025-07-21,14,8,15,14,-38.34,11.73,-27.82
002276,2410,2015-08-18,2025-07-21,4,5,15,8,39.28,94.53,121.64
002277,2416,2015-07-21,2025-07-21,14,14,2,2,-48.43,57.06,8.62
002278,2263,2015-09-09,2025-07-21,3,6,4,6,70.31,5.74,77.65
002279,2420,2015-07-21,2025-07-21,13,6,15,8,-34.35,48.21,19.14
