stock_code,data_points,date_start,date_end,length0,p1,p2,p3,in_sample_return_pct,out_of_sample_return_pct,full_return_pct
002281,2430,2015-07-21,2025-07-21,7,4,8,13,69.18,85.97,157.52
002282,2274,2015-07-21,2025-07-21,5,4,3,4,63.53,-69.86,-6.33
002283,2296,2015-07-21,2025-07-21,8,12,4,3,85.25,34.84,80.00
002284,2418,2015-07-21,2025-07-21,3,12,9,5,72.10,-18.54,53.56
002285,2409,2015-07-21,2025-07-21,15,12,2,11,150.98,12.86,108.61
002286,2281,2015-07-21,2025-07-21,14,9,3,4,172.41,-34.99,112.17
002287,2425,2015-07-21,2025-07-21,3,4,12,6,98.75,4.43,80.24
002289,2081,2015-10-09,2025-07-21,3,15,9,8,40.14,129.73,168.60
002290,2417,2015-07-21,2025-07-21,5,3,10,11,96.69,130.58,225.71
002291,2311,2015-07-21,2025-07-21,6,2,13,13,283.65,6.12,255.90
002292,2397,2015-08-28,2025-07-21,4,14,10,5,77.23,53.23,129.14
002293,2410,2015-07-21,2025-07-21,3,6,14,12,36.24,-7.63,25.38
002294,2430,2015-07-21,2025-07-21,12,4,15,4,89.51,48.19,134.12
002295,2390,2015-09-01,2025-07-21,3,7,15,13,66.49,64.34,127.44
002296,2401,2015-08-24,2025-07-21,9,15,7,3,-41.89,-2.33,-50.95
002297,2206,2015-07-21,2025-07-21,4,2,3,3,73.99,17.06,84.87
002298,2425,2015-07-21,2025-07-21,10,3,3,3,48.78,103.59,157.93
002299,2374,2015-07-21,2025-07-21,3,2,2,2,77.35,13.70,83.30
002300,2428,2015-07-21,2025-07-21,3,10,11,3,-8.40,26.64,14.81
002301,2216,2015-11-19,2025-07-21,12,3,3,13,20.16,3.91,29.82
002302,2430,2015-07-21,2025-07-21,4,5,2,9,65.87,-37.67,28.10
002303,2367,2015-07-21,2025-07-21,3,2,15,13,5.19,13.83,25.82
002304,2430,2015-07-21,2025-07-21,12,5,14,2,139.62,-22.67,116.95
002305,2419,2015-07-21,2025-07-21,3,3,2,13,55.40,50.21,107.24
002306,2186,2016-01-12,2025-07-21,10,3,9,10,43.79,-36.54,3.03
002307,2419,2015-07-21,2025-07-21,4,5,7,12,25.67,-41.20,-20.56
002309,2238,2015-07-21,2025-07-21,4,4,6,8,25.59,4.86,35.97
002310,2258,2015-12-07,2025-07-21,3,9,15,5,-43.31,0.68,-41.92
002311,2430,2015-07-21,2025-07-21,13,15,3,2,144.52,-47.69,105.09
002312,2145,2015-07-21,2025-07-21,14,15,2,4,109.69,54.32,169.96
002313,2297,2015-07-21,2025-07-21,3,2,8,15,28.56,126.98,152.78
002314,2317,2015-07-21,2025-07-21,3,6,8,5,54.40,29.39,79.46
002315,2430,2015-07-21,2025-07-21,12,2,4,13,44.23,157.81,208.10
002316,2133,2015-10-15,2025-07-21,15,13,9,13,12.08,88.72,94.27
002317,2429,2015-07-21,2025-07-21,4,5,15,15,45.74,131.52,164.63
002318,2418,2015-07-21,2025-07-21,14,10,12,2,-53.96,7.06,-57.86
002319,2319,2015-07-21,2025-07-21,4,4,9,10,97.75,21.04,118.78
002320,2296,2016-01-07,2025-07-21,8,5,15,12,90.11,28.16,97.70
002321,2388,2015-07-21,2025-07-21,6,5,6,12,58.75,-3.49,52.64
002322,2423,2015-07-30,2025-07-21,5,5,14,7,72.32,28.20,104.98
002323,2062,2015-07-21,2025-07-21,4,2,5,6,197.87,-23.09,179.15
002324,2421,2015-07-21,2025-07-21,10,2,4,14,54.30,61.33,112.93
002326,2356,2015-07-21,2025-07-21,12,4,3,10,589.63,-1.75,208.97
002327,2430,2015-07-21,2025-07-21,11,6,15,13,26.94,-26.20,2.68
002328,2430,2015-07-21,2025-07-21,4,8,9,13,90.25,10.27,98.47
002329,2408,2015-08-13,2025-07-21,5,3,6,11,72.51,16.05,88.97
002330,2386,2015-07-21,2025-07-21,3,2,15,13,51.94,44.82,98.67
002331,2264,2015-07-21,2025-07-21,9,13,3,7,-29.14,-23.50,-64.74
002332,2429,2015-07-21,2025-07-21,9,11,6,10,90.52,-2.57,82.44
002333,2416,2015-07-21,2025-07-21,5,4,4,13,90.99,-49.65,35.17
002334,2418,2015-08-06,2025-07-21,7,2,5,2,69.14,73.12,136.73
002335,2365,2015-07-21,2025-07-21,15,8,2,6,177.58,56.78,132.11
002337,2430,2015-07-21,2025-07-21,6,4,13,13,-7.74,74.62,65.57
002338,2379,2015-07-21,2025-07-21,10,4,2,6,52.21,39.60,95.39
002339,2388,2015-07-21,2025-07-21,7,6,10,10,4.70,52.74,62.57
002340,2420,2015-07-21,2025-07-21,14,7,13,6,175.45,14.48,180.83
002342,2416,2015-07-27,2025-07-21,11,11,5,5,101.17,117.01,201.66
002343,2352,2015-07-21,2025-07-21,5,15,7,15,-22.59,122.09,98.65
002344,2361,2015-07-21,2025-07-21,5,3,13,11,8.93,19.62,31.73
002345,2289,2015-10-28,2025-07-21,5,15,6,8,16.84,117.70,126.15
002346,2382,2015-08-10,2025-07-21,14,4,12,5,148.25,-30.40,73.93
002347,2299,2015-09-25,2025-07-21,4,7,14,15,27.18,128.33,151.76
002348,2308,2015-11-02,2025-07-21,3,2,4,14,30.15,40.15,68.25
002349,2294,2015-07-21,2025-07-21,14,14,6,15,-38.07,66.83,-3.64
002350,2418,2015-07-21,2025-07-21,4,2,6,15,-24.99,0.87,-22.93
002351,2430,2015-07-21,2025-07-21,7,15,2,2,114.49,63.22,177.71
002352,2382,2015-07-21,2025-07-21,3,2,15,6,210.17,-30.10,182.19
002353,2364,2015-09-30,2025-07-21,9,9,11,6,153.47,32.79,197.32
002354,2316,2015-07-23,2025-07-21,12,2,15,11,85.62,77.87,167.85
002355,2317,2015-07-21,2025-07-21,4,2,13,5,91.71,61.70,152.91
002356,2300,2015-07-21,2025-07-21,15,14,11,9,476.04,-38.71,16.63
002357,2278,2015-07-21,2025-07-21,6,3,9,6,-32.13,89.39,57.26
002358,2285,2015-09-10,2025-07-21,3,10,11,9,14.75,50.46,65.22
002360,2408,2015-07-21,2025-07-21,4,8,15,6,10.65,-50.74,-30.42
002361,2424,2015-07-21,2025-07-21,4,2,9,14,-13.58,17.91,-7.46
002362,2430,2015-07-21,2025-07-21,12,5,3,12,44.95,62.30,104.44
002363,2424,2015-07-21,2025-07-21,5,9,14,10,-3.63,68.18,58.44
002364,2426,2015-07-21,2025-07-21,5,8,10,6,57.50,100.58,119.77
002365,2430,2015-07-21,2025-07-21,3,8,11,8,25.93,106.76,139.93
002366,2306,2015-07-27,2025-07-21,8,13,12,14,13.18,137.81,125.39
002367,2400,2015-09-01,2025-07-21,3,2,10,15,45.42,-18.40,27.89
002368,2302,2015-12-31,2025-07-21,5,3,14,5,46.08,42.23,77.69
002369,2228,2015-10-28,2025-07-21,3,2,7,15,-10.50,89.92,55.93
002370,2362,2015-10-21,2025-07-21,3,6,11,14,72.38,53.29,123.34
002371,2359,2015-07-21,2025-07-21,15,13,15,13,415.90,-28.38,218.23
002372,2430,2015-07-21,2025-07-21,3,2,3,4,28.09,12.81,41.84
002373,2271,2015-07-21,2025-07-21,3,4,3,7,1.32,2.99,1.29
002374,2420,2015-07-21,2025-07-21,8,2,13,6,56.82,53.71,89.94
002375,2430,2015-07-21,2025-07-21,8,6,6,14,92.35,-45.65,11.14
002376,2423,2015-07-21,2025-07-21,14,13,15,5,-15.03,8.64,-6.39
002377,2276,2015-08-14,2025-07-21,3,6,9,15,50.56,88.46,139.02
002378,2423,2015-07-30,2025-07-21,8,2,10,15,175.44,12.25,149.14
002379,2116,2015-07-21,2025-07-21,3,2,2,11,63.80,94.37,158.55
002380,2422,2015-07-21,2025-07-21,8,3,10,7,-18.57,15.03,-11.62
002381,2420,2015-07-21,2025-07-21,3,6,3,2,32.82,-3.69,27.23
002382,2311,2015-07-21,2025-07-21,9,15,14,11,117.77,-7.06,120.34
002383,2297,2015-08-10,2025-07-21,13,5,5,13,78.18,-1.78,76.40
002384,2241,2015-12-31,2025-07-21,9,10,3,7,136.43,182.43,290.27
002385,2425,2015-07-21,2025-07-21,3,13,15,9,108.75,-47.67,62.03
002386,2400,2015-07-21,2025-07-21,7,13,4,13,182.40,-21.81,96.57
002387,2301,2015-08-14,2025-07-21,4,13,2,15,129.32,10.98,136.32
002388,2387,2015-08-20,2025-07-21,9,3,5,2,88.59,58.00,144.55
002389,2230,2015-07-21,2025-07-21,6,3,11,3,183.26,54.96,233.19
002390,2410,2015-07-21,2025-07-21,9,7,11,4,95.59,-46.74,37.94
002391,2430,2015-07-21,2025-07-21,3,2,3,5,-14.86,24.61,7.73
002392,2373,2015-07-21,2025-07-21,10,6,5,2,26.57,58.90,81.50
002393,2430,2015-07-21,2025-07-21,7,4,2,5,55.33,50.89,112.59
002394,2430,2015-07-21,2025-07-21,5,5,9,13,40.36,56.41,96.77
002395,2402,2015-08-10,2025-07-21,3,2,13,6,91.67,30.82,120.03
002396,2322,2015-07-21,2025-07-21,11,12,14,15,65.21,40.74,107.67
002397,2428,2015-07-21,2025-07-21,3,4,12,8,3.57,-32.83,-30.24
002398,2328,2015-07-21,2025-07-21,4,12,12,15,59.68,-2.88,53.87
002399,2273,2015-09-29,2025-07-21,15,9,11,15,37.47,16.08,47.63
002400,2272,2015-09-16,2025-07-21,7,9,14,6,107.58,-5.95,90.25
002401,2347,2015-07-21,2025-07-21,5,2,13,15,-40.16,86.74,48.36
002402,2416,2015-07-21,2025-07-21,6,12,13,6,203.67,94.35,258.21
002403,2420,2015-07-21,2025-07-21,13,4,15,7,-61.90,41.78,-19.57
002404,2417,2015-07-23,2025-07-21,3,2,9,7,18.84,-3.79,13.27
002405,2374,2015-07-21,2025-07-21,5,8,9,2,-17.90,-64.79,-82.69
002406,2430,2015-07-21,2025-07-21,8,5,2,12,7.36,53.52,58.84
002407,2423,2015-07-22,2025-07-21,6,15,11,12,278.04,2.38,187.78
002408,2309,2015-07-21,2025-07-21,3,11,13,14,119.43,-70.78,33.15
002409,2141,2016-02-29,2025-07-21,7,4,6,2,117.74,11.47,131.83
002410,2399,2015-07-21,2025-07-21,13,14,2,8,86.35,12.18,98.53
002412,2324,2015-07-21,2025-07-21,15,15,12,11,-58.11,-59.73,-119.61
002413,2278,2015-11-20,2025-07-21,3,3,12,14,31.06,64.27,95.34
002414,2393,2015-09-14,2025-07-21,3,7,11,3,169.25,0.62,166.59
002415,2394,2015-09-09,2025-07-21,7,13,4,9,70.72,-26.54,42.37
002416,2422,2015-07-29,2025-07-21,4,8,2,11,134.75,61.38,171.58
002418,2257,2015-12-08,2025-07-21,4,8,3,9,85.42,-54.13,26.56
002419,2430,2015-07-21,2025-07-21,7,8,8,9,-5.45,3.58,-9.77
002420,2426,2015-07-21,2025-07-21,5,2,6,7,56.25,130.52,187.46
002421,2424,2015-07-21,2025-07-21,3,4,8,8,-1.59,-11.67,-32.43
002422,2430,2015-07-21,2025-07-21,15,15,15,15,58.23,-3.92,56.32
002423,2279,2015-07-21,2025-07-21,3,2,4,6,88.21,22.55,104.77
002424,2428,2015-07-21,2025-07-21,11,2,7,2,-38.55,44.49,5.94
002425,2365,2015-09-22,2025-07-21,3,2,7,2,142.96,43.47,181.37
002426,2178,2015-07-21,2025-07-21,4,3,15,12,-6.95,16.99,10.05
002427,2249,2015-07-28,2025-07-21,3,2,7,15,91.56,92.22,182.54
002428,2430,2015-07-21,2025-07-21,9,5,5,10,107.10,5.06,100.87
002429,2379,2015-08-19,2025-07-21,6,4,5,14,158.81,3.18,135.31
002430,2416,2015-07-21,2025-07-21,3,14,3,10,185.25,-5.73,161.33
002431,2293,2015-07-21,2025-07-21,11,4,15,8,41.12,-29.18,8.25
002432,2413,2015-07-21,2025-07-21,14,4,13,10,118.23,201.43,318.91
002434,2305,2015-07-21,2025-07-21,5,9,13,9,94.82,61.78,162.17
002436,2306,2015-10-15,2025-07-21,7,2,15,15,82.40,120.78,196.41
002437,2297,2015-07-21,2025-07-21,12,12,7,8,2.47,8.58,9.76
002438,2359,2015-09-15,2025-07-21,10,2,5,15,70.09,44.56,89.80
002439,2355,2015-07-21,2025-07-21,14,13,15,15,28.25,2.08,30.67
002440,2373,2015-07-21,2025-07-21,6,4,14,12,89.83,-20.34,57.48
002441,2430,2015-07-21,2025-07-21,14,3,15,12,23.77,0.17,30.94
002442,2253,2015-07-21,2025-07-21,4,2,15,15,70.44,18.94,89.10
002443,2305,2015-07-21,2025-07-21,3,3,5,2,-50.03,12.67,-37.36
002444,2430,2015-07-21,2025-07-21,6,3,10,6,183.25,62.16,245.44
002445,2214,2015-10-22,2025-07-21,3,2,2,6,98.92,22.11,104.71
002446,2424,2015-07-21,2025-07-21,6,12,13,3,18.52,-8.28,7.23
002448,2430,2015-07-21,2025-07-21,6,4,4,10,72.84,30.64,74.58
002449,2430,2015-07-21,2025-07-21,9,3,12,3,42.26,-0.06,41.49
002451,2348,2015-07-21,2025-07-21,15,12,12,15,122.55,-11.73,124.71
002452,2297,2016-01-06,2025-07-21,5,3,14,13,37.22,17.70,50.96
002453,2251,2015-07-21,2025-07-21,10,15,7,4,226.65,-37.15,38.84
002454,2410,2015-07-21,2025-07-21,10,5,9,4,66.73,59.65,162.56
002455,2399,2015-09-02,2025-07-21,13,15,11,15,360.80,6.39,153.21
002456,2410,2015-07-21,2025-07-21,10,14,8,9,73.18,98.07,165.80
002457,2430,2015-07-21,2025-07-21,5,2,8,7,126.48,10.91,128.53
002458,2390,2015-07-31,2025-07-21,3,2,14,3,212.53,-5.37,203.08
002459,2358,2015-07-21,2025-07-21,14,14,5,12,200.98,-15.24,79.62
002460,2427,2015-07-21,2025-07-21,15,2,15,15,451.31,-16.64,387.85
002461,2427,2015-07-24,2025-07-21,3,7,7,14,-6.35,-36.38,-46.09
002462,2347,2015-07-21,2025-07-21,4,10,8,13,5.89,-7.85,-2.37
002463,2430,2015-07-21,2025-07-21,5,3,4,6,145.39,110.62,245.36
002465,2319,2015-07-21,2025-07-21,6,10,12,2,18.03,-9.17,-0.02
002466,2404,2015-07-21,2025-07-21,3,4,13,14,401.46,-3.51,324.74
002467,2416,2015-07-21,2025-07-21,9,7,14,4,71.21,4.76,79.95
002468,2346,2015-07-22,2025-07-21,4,2,12,5,76.79,33.17,122.24
002469,2341,2015-07-21,2025-07-21,7,2,15,12,-21.09,58.70,24.24
002470,2338,2015-07-21,2025-07-21,14,15,14,7,134.09,-59.36,-24.43
002471,2380,2015-09-01,2025-07-21,3,6,15,11,6.48,66.84,69.39
002472,2430,2015-07-21,2025-07-21,6,3,4,11,275.45,73.25,223.72
002474,2379,2015-10-09,2025-07-21,5,7,15,14,-0.72,77.79,74.84
002475,2413,2015-07-21,2025-07-21,13,9,15,9,85.94,-9.68,86.98
002476,2416,2015-07-21,2025-07-21,3,2,3,7,36.89,40.64,77.53
002478,2348,2015-07-21,2025-07-21,3,13,9,15,-4.46,20.07,10.39
002479,2412,2015-07-21,2025-07-21,4,5,13,12,101.42,4.01,101.60
002480,2397,2015-08-07,2025-07-21,3,7,3,14,82.02,33.48,105.91
002481,2319,2016-01-04,2025-07-21,3,2,15,14,132.36,25.58,158.89
002482,2403,2015-07-21,2025-07-21,5,11,13,9,-30.67,-35.01,-66.69
002483,2308,2015-07-21,2025-07-21,8,10,8,10,30.83,-11.30,33.26
002484,2430,2015-07-21,2025-07-21,4,6,7,13,60.51,-2.26,24.65
002485,2143,2015-07-21,2025-07-21,3,5,3,5,-21.05,0.38,-9.63
002486,2257,2015-07-21,2025-07-21,11,5,11,11,57.99,65.32,119.74
002487,2419,2015-08-05,2025-07-21,4,4,15,14,92.11,66.79,333.07
002488,2424,2015-07-21,2025-07-21,3,7,9,11,43.84,155.97,197.99
002489,2411,2015-08-17,2025-07-21,6,15,12,8,9.93,-88.95,-77.83
002490,2426,2015-07-21,2025-07-21,12,11,8,5,37.50,34.93,66.47
002491,2308,2015-07-21,2025-07-21,10,3,14,8,51.59,19.79,61.53
002492,2159,2015-07-21,2025-07-21,3,8,2,14,41.38,4.69,44.09
002493,2430,2015-07-21,2025-07-21,3,13,4,15,147.59,-9.25,118.05
002494,2417,2015-07-21,2025-07-21,3,2,8,9,72.05,5.81,76.80
002495,2430,2015-07-21,2025-07-21,5,3,11,2,65.07,17.43,80.76
002496,2424,2015-07-21,2025-07-21,3,7,13,9,107.09,12.23,112.63
002497,2430,2015-07-21,2025-07-21,12,14,11,9,296.05,40.99,299.31
002498,2430,2015-07-21,2025-07-21,4,5,14,5,-9.45,10.37,-2.78
002500,2424,2015-07-21,2025-07-21,3,11,11,10,71.36,9.92,81.51
002501,2428,2015-07-21,2025-07-21,13,9,8,8,26.69,-12.46,2.15
002506,2395,2015-08-12,2025-07-21,4,14,6,14,137.97,49.44,172.92
002507,2296,2015-07-21,2025-07-21,15,2,12,14,72.27,-40.31,37.12
002508,2430,2015-07-21,2025-07-21,8,4,10,14,95.12,-36.96,51.75
002510,2347,2015-07-21,2025-07-21,9,2,2,11,6.38,51.95,60.72
002511,2430,2015-07-21,2025-07-21,15,5,11,2,136.65,-63.62,82.22
002512,2180,2015-08-04,2025-07-21,3,5,15,15,16.72,-3.26,13.67
002513,2290,2015-07-21,2025-07-21,4,5,9,10,51.42,29.60,81.02
002514,2309,2016-01-08,2025-07-21,4,6,4,2,-11.16,167.69,156.54
002515,2202,2015-08-24,2025-07-21,15,7,14,7,-21.39,50.25,28.77
002516,2427,2015-07-21,2025-07-21,3,6,2,6,37.10,11.65,-4.62
002517,2388,2015-07-21,2025-07-21,4,2,6,12,101.93,109.53,211.46
002518,2415,2015-08-11,2025-07-21,6,10,14,6,246.79,94.34,259.76
002519,2425,2015-07-21,2025-07-21,3,11,13,15,66.29,18.52,78.29
002520,2295,2015-07-21,2025-07-21,15,14,11,7,8.16,-41.11,-78.98
002521,2429,2015-07-21,2025-07-21,4,7,14,11,-28.10,14.27,-16.50
002522,2423,2015-07-21,2025-07-21,9,2,3,15,82.26,30.82,115.19
002523,2372,2015-07-21,2025-07-21,14,4,3,7,-31.83,-1.86,-29.89
002524,2283,2015-07-21,2025-07-21,3,2,11,8,146.92,-7.94,141.07
002526,2250,2015-07-28,2025-07-21,3,14,3,3,62.21,31.16,94.45
002527,2376,2015-09-23,2025-07-21,14,3,11,13,79.21,105.25,131.61
002528,2407,2015-07-21,2025-07-21,14,13,2,4,-30.17,82.96,51.56
002529,2412,2015-07-21,2025-07-21,10,12,2,7,134.50,-5.77,41.95
002530,2293,2016-01-25,2025-07-21,6,14,15,6,88.55,31.47,125.44
002531,2424,2015-07-21,2025-07-21,3,2,7,15,72.64,-5.25,65.05
002532,2343,2015-07-21,2025-07-21,11,10,9,14,5.96,-21.90,-11.09
002533,2409,2015-07-21,2025-07-21,8,8,10,15,71.20,18.12,81.89
002534,2430,2015-07-21,2025-07-21,15,14,12,14,60.27,7.82,63.52
002535,2337,2015-07-27,2025-07-21,5,3,14,6,34.24,80.53,105.33
002536,2430,2015-07-21,2025-07-21,6,2,15,10,56.96,101.60,148.79
002537,2305,2015-07-21,2025-07-21,3,3,2,5,61.63,-10.19,51.82
002538,2396,2015-07-21,2025-07-21,5,3,6,4,26.27,30.61,54.98
002539,2430,2015-07-21,2025-07-21,4,14,8,11,28.78,33.41,30.32
002540,2420,2015-07-21,2025-07-21,8,2,8,2,-26.31,63.56,31.50
002541,2425,2015-07-21,2025-07-21,3,6,2,2,169.44,-32.48,136.96
002542,2314,2015-07-21,2025-07-21,3,3,12,8,11.73,79.03,80.74
002543,2410,2015-08-11,2025-07-21,11,2,15,5,41.99,21.90,62.29
002544,2276,2015-07-21,2025-07-21,4,8,5,2,55.56,30.72,94.85
002545,2244,2015-12-17,2025-07-21,5,13,11,10,91.86,83.76,171.16
002546,2430,2015-07-21,2025-07-21,4,6,3,8,23.67,76.73,102.27
002547,2260,2015-07-21,2025-07-21,11,6,2,13,34.45,93.20,129.26
002548,2415,2015-07-21,2025-07-21,5,9,2,4,74.76,-41.17,36.98
002549,2399,2015-09-02,2025-07-21,4,6,4,2,172.10,0.78,147.52
002550,2430,2015-07-21,2025-07-21,5,4,6,5,-15.12,126.41,110.10
002551,2429,2015-07-21,2025-07-21,10,7,14,7,68.47,-22.01,45.23
002552,2394,2015-08-05,2025-07-21,3,11,14,11,157.27,12.34,168.56
002553,2362,2015-09-29,2025-07-21,5,6,3,15,59.20,143.83,194.54
002554,2395,2015-07-21,2025-07-21,4,5,7,15,38.77,-5.43,32.31
002555,2289,2015-08-07,2025-07-21,6,12,13,14,134.65,6.28,132.39
002556,2414,2015-07-21,2025-07-21,14,4,4,2,19.42,-63.51,-47.26
002557,2406,2015-08-24,2025-07-21,12,11,7,11,69.14,-49.88,2.69
002558,2241,2015-11-11,2025-07-21,14,11,15,3,-43.93,182.24,127.80
002559,2425,2015-07-21,2025-07-21,13,15,5,10,25.43,15.14,15.93
002560,2400,2015-08-04,2025-07-21,3,7,8,14,67.46,71.53,148.33
002561,2430,2015-07-21,2025-07-21,3,6,12,9,16.34,33.18,49.81
002562,2412,2015-07-21,2025-07-21,10,4,6,2,45.16,44.44,78.12
002563,2430,2015-07-21,2025-07-21,15,15,4,14,-0.29,1.30,-1.65
002564,2337,2015-07-21,2025-07-21,3,8,6,8,-4.27,51.22,32.25
002565,2426,2015-07-21,2025-07-21,3,15,9,11,161.81,179.47,345.20
002566,2428,2015-07-21,2025-07-21,5,3,11,2,38.19,-4.45,36.70
002567,2251,2015-07-21,2025-07-21,11,13,11,12,126.43,-67.21,59.15
002568,2411,2015-07-21,2025-07-21,11,13,15,10,186.25,11.22,196.14
002569,2075,2015-07-21,2025-07-21,9,14,10,6,107.40,29.99,133.87
002570,2389,2015-07-21,2025-07-21,3,3,8,9,36.72,31.10,75.42
002571,2181,2015-10-28,2025-07-21,3,12,15,10,48.56,-47.80,3.89
002572,2422,2015-07-21,2025-07-21,13,15,14,9,12.49,-39.27,-27.87
002573,2251,2015-07-21,2025-07-21,4,5,14,2,24.14,-34.09,-5.82
002574,2280,2015-10-21,2025-07-21,14,14,15,13,3.60,-8.49,-31.89
002575,2122,2016-01-06,2025-07-21,3,2,2,10,121.16,87.79,207.58
002576,2068,2015-07-21,2025-07-21,5,4,13,3,106.84,98.65,206.94
002577,2353,2015-11-16,2025-07-21,15,2,14,14,48.63,70.94,114.21
002578,2283,2015-07-21,2025-07-21,8,2,13,4,26.78,11.98,38.76
002579,2305,2015-07-21,2025-07-21,14,4,6,9,-27.64,151.01,121.28
002580,2280,2015-07-21,2025-07-21,4,5,2,15,18.21,45.61,43.60
002581,2420,2015-07-21,2025-07-21,13,7,4,9,187.36,-61.08,127.25
002582,2322,2015-07-21,2025-07-21,6,3,4,15,64.91,-49.28,11.12
002583,2412,2015-07-21,2025-07-21,5,3,8,11,-4.99,13.27,13.86
002584,2235,2015-07-21,2025-07-21,6,12,8,2,128.02,15.36,198.41
002585,2425,2015-07-21,2025-07-21,8,2,4,3,188.00,40.19,155.42
002586,2283,2015-09-02,2025-07-21,12,6,14,9,-1.96,68.42,84.03
002587,2357,2015-07-21,2025-07-21,14,2,5,7,41.92,34.24,74.35
002588,2430,2015-07-21,2025-07-21,7,3,13,5,25.06,5.38,19.37
002589,2379,2015-10-09,2025-07-21,3,3,13,13,0.24,-14.51,-17.28
002590,2427,2015-07-21,2025-07-21,5,7,7,3,107.97,67.22,164.51
002591,2290,2015-07-21,2025-07-21,3,3,9,8,1.40,51.25,53.22
002592,2310,2015-07-21,2025-07-21,4,2,14,12,120.46,6.20,116.34
002593,2430,2015-07-21,2025-07-21,3,2,8,2,69.08,43.91,112.45
002594,2430,2015-07-21,2025-07-21,9,12,6,9,239.58,19.19,237.97
002595,2430,2015-07-21,2025-07-21,14,14,6,3,35.61,54.29,93.27
002596,2301,2015-07-21,2025-07-21,7,2,12,15,60.21,86.52,146.73
002597,2430,2015-07-21,2025-07-21,12,12,9,14,97.07,-34.38,58.99
002598,2420,2015-07-21,2025-07-21,4,6,8,11,129.53,-63.69,40.37
002599,2346,2015-07-21,2025-07-21,7,12,3,15,266.74,42.91,153.91
002600,2271,2015-07-21,2025-07-21,12,13,15,8,50.69,68.68,116.78
002601,2390,2015-07-21,2025-07-21,14,4,11,15,135.93,62.72,172.44
002602,2192,2015-12-08,2025-07-21,12,6,12,15,86.97,220.32,275.65
002603,2420,2015-07-21,2025-07-21,10,4,9,6,74.04,45.59,135.19
002605,2301,2015-12-28,2025-07-21,7,3,7,10,93.34,94.98,177.91
002606,2216,2015-07-21,2025-07-21,7,2,5,13,246.38,-25.69,225.77
002607,2332,2015-07-21,2025-07-21,8,2,5,5,224.50,-13.62,203.05
002608,2100,2015-07-21,2025-07-21,4,9,9,9,43.02,-42.80,0.22
002609,2409,2015-07-21,2025-07-21,3,2,2,2,31.12,-9.83,24.06
002611,2316,2015-07-21,2025-07-21,3,6,7,5,89.72,164.51,223.07
002612,2311,2015-07-21,2025-07-21,10,4,9,8,165.76,-36.48,130.52
002613,2427,2015-07-21,2025-07-21,3,2,11,13,40.86,74.37,109.21
002614,2413,2015-07-30,2025-07-21,3,6,12,15,161.14,-60.09,101.81
002615,2420,2015-07-21,2025-07-21,14,14,14,4,40.95,-41.19,-13.83
002616,2418,2015-07-30,2025-07-21,15,15,3,2,12.37,-46.75,-34.79
002617,2187,2015-07-21,2025-07-21,5,2,13,5,110.25,35.36,156.74
002620,2412,2015-08-13,2025-07-21,4,3,2,12,226.46,-19.62,128.53
002622,2102,2016-01-08,2025-07-21,3,2,6,2,93.93,19.40,112.33
002623,2411,2015-07-21,2025-07-21,5,7,15,9,189.42,93.36,260.04
002624,2230,2016-01-20,2025-07-21,3,3,7,8,108.66,-37.49,42.18
002625,2254,2015-08-07,2025-07-21,7,7,8,14,104.06,21.71,124.76
002626,2425,2015-07-21,2025-07-21,3,6,7,15,187.77,-63.49,124.28
002627,2399,2015-07-21,2025-07-21,6,15,8,12,24.14,-17.50,-21.72
002628,2407,2015-07-21,2025-07-21,11,3,11,9,-3.46,101.45,95.78
002629,2235,2015-12-09,2025-07-21,3,2,13,4,103.39,63.86,160.49
002630,2252,2015-07-21,2025-07-21,6,2,6,4,-2.38,-20.65,-24.29
002631,2281,2015-07-21,2025-07-21,5,6,12,10,29.06,-24.04,5.28
002632,2316,2015-07-21,2025-07-21,13,2,2,4,68.24,-37.44,24.52
002633,2272,2015-07-21,2025-07-21,3,2,8,2,36.01,110.67,145.11
002634,2420,2015-07-21,2025-07-21,3,2,15,15,151.97,58.36,210.33
002635,2365,2015-07-21,2025-07-21,12,13,9,14,36.06,-26.08,6.91
002636,2325,2015-12-22,2025-07-21,5,6,5,6,91.71,51.99,121.87
002637,2418,2015-07-21,2025-07-21,15,8,11,6,35.85,-23.98,2.61
002638,2105,2015-07-24,2025-07-21,15,15,15,2,-79.00,11.62,-82.96
002639,2334,2015-08-20,2025-07-21,3,3,7,7,130.60,52.54,175.13
002640,2363,2015-07-21,2025-07-21,3,2,11,15,-42.52,-22.96,-74.28
002641,2430,2015-07-21,2025-07-21,10,14,3,9,26.92,-23.00,-2.90
002642,2317,2015-07-23,2025-07-21,12,10,3,5,61.20,72.47,129.73
002643,2371,2015-10-21,2025-07-21,11,6,12,15,-1.37,33.13,30.37
002644,2422,2015-07-21,2025-07-21,14,12,11,5,-19.94,27.90,-27.77
002645,2413,2015-07-21,2025-07-21,3,2,2,12,162.80,138.64,277.37
002646,2430,2015-07-21,2025-07-21,14,11,9,13,85.41,-19.13,-17.87
002647,2075,2015-10-21,2025-07-21,3,3,3,14,193.43,27.12,214.93
002648,2428,2015-07-21,2025-07-21,7,4,8,6,116.50,-36.17,80.98
002649,2410,2015-08-18,2025-07-21,7,7,15,3,2.91,56.81,58.00
002650,2148,2015-07-29,2025-07-21,6,14,5,10,149.78,20.26,136.45
