stock_code,daily_bars,monthly_bars,date_start,date_end,total_trades,winning_trades,win_rate,total_return_pct,avg_return_pct,max_return_pct,min_return_pct,buy_hold_return_pct
002192,2417,121,2015-07-21,2025-07-21,3,1,33.33,224.37,74.79,250.13,-18.04,39.21
002193,2378,120,2015-07-21,2025-07-21,2,0,0.00,-15.34,-7.67,-2.33,-13.01,-63.00
002194,2409,121,2015-07-24,2025-07-21,2,2,100.00,35.70,17.85,34.07,1.63,-45.06
002195,2430,121,2015-07-21,2025-07-21,1,0,0.00,-92.52,-92.52,-92.52,-92.52,-84.58
002196,2415,121,2015-07-21,2025-07-21,2,2,100.00,120.35,60.17,67.46,52.89,-63.87
002197,2414,121,2015-07-21,2025-07-21,2,1,50.00,-24.18,-12.09,36.60,-60.78,-75.87
002198,2342,119,2015-07-21,2025-07-21,3,2,66.67,-14.87,-4.96,27.03,-44.50,-37.10
002199,2268,115,2015-10-09,2025-07-21,1,0,0.00,-32.95,-32.95,-32.95,-32.95,-29.71
002200,2427,121,2015-07-21,2025-07-21,2,1,50.00,-3.11,-1.55,1.90,-5.01,-64.64
002201,2301,116,2015-07-22,2025-07-21,3,2,66.67,105.99,35.33,81.28,-23.07,-55.67
002202,2424,121,2015-07-21,2025-07-21,2,1,50.00,-9.60,-4.80,21.29,-30.89,-48.85
002203,2334,117,2015-11-26,2025-07-21,3,2,66.67,-3.23,-1.08,13.37,-17.63,-22.96
002204,2430,121,2015-07-21,2025-07-21,2,1,50.00,-22.44,-11.22,28.20,-50.64,-39.93
002205,2413,121,2015-07-21,2025-07-21,2,1,50.00,4.98,2.49,35.20,-30.22,-48.67
002206,2426,121,2015-07-21,2025-07-21,3,2,66.67,-4.81,-1.60,24.93,-52.89,-55.76
002207,2159,109,2015-09-21,2025-07-21,2,2,100.00,46.30,23.15,30.68,15.63,-40.96
002208,2409,121,2015-07-21,2025-07-21,1,0,0.00,-60.29,-60.29,-60.29,-60.29,-51.81
002209,2292,115,2015-07-21,2025-07-21,1,1,100.00,9.55,9.55,9.55,9.55,-19.73
002210,2211,113,2015-11-30,2025-07-21,1,0,0.00,-85.71,-85.71,-85.71,-85.71,-89.07
002211,2306,118,2015-09-01,2025-07-21,1,0,0.00,-49.04,-49.04,-49.04,-49.04,-63.56
002212,2245,114,2015-10-23,2025-07-21,3,1,33.33,-22.70,-7.57,19.12,-25.65,-22.67
002213,2385,121,2015-07-21,2025-07-21,2,2,100.00,57.25,28.63,29.89,27.36,12.70
002214,2390,119,2015-09-16,2025-07-21,2,1,50.00,200.88,100.44,232.14,-31.27,-45.19
002215,2420,121,2015-07-21,2025-07-21,1,0,0.00,-58.47,-58.47,-58.47,-58.47,-38.19
002216,2430,121,2015-07-21,2025-07-21,2,1,50.00,143.67,71.83,151.33,-7.67,-25.33
002217,2350,120,2015-07-21,2025-07-21,1,0,0.00,-63.83,-63.83,-63.83,-63.83,-85.59
002218,2430,121,2015-07-21,2025-07-21,2,1,50.00,-45.23,-22.62,1.07,-46.30,-63.41
002219,2013,103,2016-06-22,2025-07-21,2,1,50.00,36.59,18.29,52.81,-16.23,-83.45
002221,2422,121,2015-07-21,2025-07-21,2,1,50.00,-16.66,-8.33,13.05,-29.71,-71.46
002222,2430,121,2015-07-21,2025-07-21,2,1,50.00,12.60,6.30,23.46,-10.86,127.93
002223,2425,121,2015-07-21,2025-07-21,1,0,0.00,-23.02,-23.02,-23.02,-23.02,-25.76
002224,2342,117,2015-11-23,2025-07-21,1,0,0.00,-9.67,-9.67,-9.67,-9.67,-66.62
002225,2415,121,2015-07-21,2025-07-21,1,0,0.00,-11.49,-11.49,-11.49,-11.49,-32.61
002226,2150,111,2015-08-31,2025-07-21,1,0,0.00,-31.26,-31.26,-31.26,-31.26,-46.96
002227,2430,121,2015-07-21,2025-07-21,2,0,0.00,-5.29,-2.64,-2.08,-3.20,-51.87
002228,2308,116,2015-07-21,2025-07-21,1,0,0.00,-21.12,-21.12,-21.12,-21.12,-86.24
002229,2425,121,2015-07-21,2025-07-21,1,1,100.00,219.57,219.57,219.57,219.57,10.20
002230,2382,120,2015-07-21,2025-07-21,3,2,66.67,59.60,19.87,43.18,-0.65,19.28
002231,2345,119,2015-07-21,2025-07-21,2,0,0.00,-105.32,-52.66,-49.01,-56.31,-79.64
002232,2430,121,2015-07-21,2025-07-21,1,0,0.00,-49.17,-49.17,-49.17,-49.17,3.47
002233,2402,120,2015-08-14,2025-07-21,3,3,100.00,32.62,10.87,15.96,3.08,-50.71
002234,2430,121,2015-07-21,2025-07-21,4,2,50.00,104.09,26.02,103.74,-12.60,-44.11
002235,2307,115,2016-01-12,2025-07-21,2,1,50.00,9.19,4.60,56.15,-46.95,-72.63
002236,2428,121,2015-07-21,2025-07-21,2,1,50.00,-11.88,-5.94,7.27,-19.15,-58.08
002237,2424,121,2015-07-21,2025-07-21,3,3,100.00,38.55,12.85,33.91,1.71,9.14
002238,2345,117,2015-11-12,2025-07-21,1,0,0.00,-17.62,-17.62,-17.62,-17.62,-64.60
002239,2132,108,2016-01-05,2025-07-21,1,1,100.00,15.69,15.69,15.69,15.69,-82.11
002240,2323,118,2015-07-21,2025-07-21,3,3,100.00,536.65,178.88,524.77,0.60,38.93
002241,2430,121,2015-07-21,2025-07-21,2,1,50.00,-14.39,-7.19,7.38,-21.76,-29.21
002242,2419,121,2015-07-21,2025-07-21,2,1,50.00,-12.26,-6.13,36.82,-49.08,-50.13
002243,2419,121,2015-07-21,2025-07-21,2,0,0.00,-44.53,-22.26,-3.62,-40.90,-17.09
002244,2430,121,2015-07-21,2025-07-21,2,1,50.00,74.71,37.36,97.65,-22.93,19.08
002245,2417,121,2015-07-21,2025-07-21,3,3,100.00,408.34,136.11,350.00,12.98,71.60
002246,2254,113,2015-07-21,2025-07-21,2,2,100.00,120.54,60.27,110.43,10.11,60.41
002247,2326,117,2015-07-21,2025-07-21,1,1,100.00,1.82,1.82,1.82,1.82,-86.67
002248,2282,115,2015-09-09,2025-07-21,2,0,0.00,-53.46,-26.73,-16.21,-37.25,-38.79
002249,2390,121,2015-07-21,2025-07-21,2,1,50.00,-23.87,-11.94,11.60,-35.48,-51.11
002250,2428,121,2015-07-21,2025-07-21,2,2,100.00,95.65,47.82,59.48,36.17,-52.33
002251,2401,121,2015-07-21,2025-07-21,1,0,0.00,-65.82,-65.82,-65.82,-65.82,-76.09
002252,2115,108,2015-07-21,2025-07-21,1,0,0.00,-66.03,-66.03,-66.03,-66.03,-91.59
002253,2429,121,2015-07-21,2025-07-21,1,0,0.00,-80.35,-80.35,-80.35,-80.35,-72.31
002254,2393,121,2015-07-21,2025-07-21,2,2,100.00,27.68,13.84,21.67,6.01,-17.59
002255,2297,118,2015-07-21,2025-07-21,1,0,0.00,-40.32,-40.32,-40.32,-40.32,-16.23
002256,2208,114,2015-07-23,2025-07-21,2,0,0.00,-22.94,-11.47,-9.34,-13.60,-86.72
002258,2424,121,2015-07-21,2025-07-21,3,2,66.67,44.27,14.76,45.27,-43.92,-54.71
002259,2216,114,2015-08-07,2025-07-21,2,2,100.00,84.46,42.23,65.35,19.11,-53.21
002261,2408,121,2015-07-21,2025-07-21,1,0,0.00,-67.33,-67.33,-67.33,-67.33,-19.61
002262,2430,121,2015-07-21,2025-07-21,2,1,50.00,37.68,18.84,74.07,-36.39,-32.70
002263,2055,109,2015-08-31,2025-07-21,2,2,100.00,63.61,31.80,39.57,24.04,-45.04
002264,2313,119,2015-07-21,2025-07-21,3,3,100.00,29.95,9.98,19.64,2.87,-20.29
002265,2325,117,2015-07-21,2025-07-21,3,2,66.67,248.16,82.72,223.53,-11.42,146.53
002266,2331,118,2015-07-21,2025-07-21,2,2,100.00,38.41,19.20,30.83,7.58,-59.14
002267,2427,121,2015-07-21,2025-07-21,2,1,50.00,-25.95,-12.97,4.90,-30.85,-50.09
002268,2420,120,2015-08-04,2025-07-21,2,1,50.00,51.55,25.77,53.05,-1.50,-76.81
002269,2413,121,2015-07-21,2025-07-21,1,0,0.00,-61.08,-61.08,-61.08,-61.08,-78.09
002270,2341,119,2015-08-04,2025-07-21,1,1,100.00,53.52,53.52,53.52,53.52,50.35
002271,2430,121,2015-07-21,2025-07-21,3,2,66.67,149.64,49.88,92.80,-13.65,-50.96
002272,2325,117,2015-09-24,2025-07-21,1,1,100.00,4.88,4.88,4.88,4.88,7.94
002273,2430,121,2015-07-21,2025-07-21,1,0,0.00,-27.70,-27.70,-27.70,-27.70,-24.93
002274,2412,121,2015-07-21,2025-07-21,2,0,0.00,-32.58,-16.29,-7.85,-24.73,-29.67
002275,2430,121,2015-07-21,2025-07-21,2,1,50.00,-31.16,-15.58,1.01,-32.17,-36.34
002276,2410,120,2015-08-18,2025-07-21,1,1,100.00,82.74,82.74,82.74,82.74,-54.34
002277,2416,121,2015-07-21,2025-07-21,1,0,0.00,-54.88,-54.88,-54.88,-54.88,-59.73
002278,2263,114,2015-09-09,2025-07-21,1,1,100.00,29.03,29.03,29.03,29.03,-35.84
002279,2420,121,2015-07-21,2025-07-21,2,1,50.00,-31.86,-15.93,2.48,-34.34,-85.96
002281,2430,121,2015-07-21,2025-07-21,1,1,100.00,84.80,84.80,84.80,84.80,8.03
002282,2274,115,2015-07-21,2025-07-21,2,1,50.00,23.28,11.64,23.28,0.00,-32.59
002283,2296,115,2015-07-21,2025-07-21,2,0,0.00,-77.43,-38.72,-2.12,-75.31,-62.61
002284,2418,121,2015-07-21,2025-07-21,2,1,50.00,4.82,2.41,16.70,-11.88,-37.13
002285,2409,121,2015-07-21,2025-07-21,1,0,0.00,-69.94,-69.94,-69.94,-69.94,-88.31
002286,2281,115,2015-07-21,2025-07-21,2,2,100.00,69.27,34.63,36.70,32.57,-13.83
002287,2425,121,2015-07-21,2025-07-21,3,1,33.33,-8.23,-2.74,9.12,-14.77,-33.03
002289,2081,108,2015-10-09,2025-07-21,1,1,100.00,222.47,222.47,222.47,222.47,-54.25
002290,2417,121,2015-07-21,2025-07-21,1,1,100.00,11.21,11.21,11.21,11.21,4.52
002291,2311,118,2015-07-21,2025-07-21,2,1,50.00,143.76,71.88,206.56,-62.81,-52.70
002292,2397,120,2015-08-28,2025-07-21,1,1,100.00,7.61,7.61,7.61,7.61,-70.88
002293,2410,121,2015-07-21,2025-07-21,2,0,0.00,-66.09,-33.05,-29.07,-37.03,-55.72
002294,2430,121,2015-07-21,2025-07-21,3,2,66.67,27.37,9.12,24.75,-10.68,64.35
002295,2390,119,2015-09-01,2025-07-21,1,1,100.00,25.32,25.32,25.32,25.32,-47.12
002296,2401,120,2015-08-24,2025-07-21,1,1,100.00,51.18,51.18,51.18,51.18,-39.94
002297,2206,111,2015-07-21,2025-07-21,2,1,50.00,-47.23,-23.61,0.88,-48.10,-48.00
002298,2425,121,2015-07-21,2025-07-21,2,1,50.00,-45.71,-22.85,2.62,-48.33,-68.00
002299,2374,120,2015-07-21,2025-07-21,3,1,33.33,-15.84,-5.28,21.76,-26.31,-30.63
002300,2428,121,2015-07-21,2025-07-21,3,1,33.33,0.56,0.19,16.87,-11.24,-39.10
002301,2216,113,2015-11-19,2025-07-21,2,0,0.00,-53.40,-26.70,-13.31,-40.08,-69.67
002302,2430,121,2015-07-21,2025-07-21,2,1,50.00,-0.26,-0.13,41.58,-41.84,-63.17
002303,2367,119,2015-07-21,2025-07-21,2,0,0.00,-48.93,-24.47,-20.17,-28.76,-76.63
002304,2430,121,2015-07-21,2025-07-21,2,1,50.00,22.04,11.02,32.88,-10.84,1.79
002305,2419,121,2015-07-21,2025-07-21,2,1,50.00,-44.42,-22.21,17.92,-62.35,-67.02
002306,2186,110,2016-01-12,2025-07-21,1,1,100.00,7.12,7.12,7.12,7.12,-78.42
002307,2419,121,2015-07-21,2025-07-21,2,1,50.00,-24.35,-12.18,16.70,-41.06,-60.67
002309,2238,116,2015-07-21,2025-07-21,1,0,0.00,-80.02,-80.02,-80.02,-80.02,-88.89
002310,2258,114,2015-12-07,2025-07-21,1,0,0.00,-87.93,-87.93,-87.93,-87.93,-93.85
002311,2430,121,2015-07-21,2025-07-21,2,2,100.00,37.23,18.62,25.29,11.94,245.26
002312,2145,110,2015-07-21,2025-07-21,2,1,50.00,-57.07,-28.54,7.58,-64.66,-65.98
002313,2297,117,2015-07-21,2025-07-21,1,0,0.00,-7.95,-7.95,-7.95,-7.95,-33.95
002314,2317,118,2015-07-21,2025-07-21,2,1,50.00,-51.53,-25.77,12.03,-63.56,-69.87
002315,2430,121,2015-07-21,2025-07-21,1,1,100.00,92.03,92.03,92.03,92.03,-35.77
002316,2133,108,2015-10-15,2025-07-21,2,1,50.00,-18.76,-9.38,38.52,-57.28,-58.10
002317,2429,121,2015-07-21,2025-07-21,3,2,66.67,35.01,11.67,43.68,-25.30,-36.71
002318,2418,121,2015-07-21,2025-07-21,1,1,100.00,43.74,43.74,43.74,43.74,-51.12
002319,2319,119,2015-07-21,2025-07-21,2,2,100.00,18.28,9.14,15.64,2.64,-35.90
002320,2296,115,2016-01-07,2025-07-21,1,0,0.00,-39.51,-39.51,-39.51,-39.51,-68.12
002321,2388,121,2015-07-21,2025-07-21,2,0,0.00,-108.51,-54.25,-42.74,-65.77,-77.82
002322,2423,121,2015-07-30,2025-07-21,2,0,0.00,-24.51,-12.26,-10.47,-14.04,-25.90
002323,2062,106,2015-07-21,2025-07-21,2,0,0.00,-100.05,-50.02,-24.31,-75.74,-94.78
002324,2421,121,2015-07-21,2025-07-21,3,2,66.67,52.36,17.45,35.89,-13.56,-62.16
002326,2356,119,2015-07-21,2025-07-21,3,3,100.00,41.34,13.78,34.15,2.41,-39.30
002327,2430,121,2015-07-21,2025-07-21,3,1,33.33,-9.51,-3.17,10.83,-10.92,-43.63
002328,2430,121,2015-07-21,2025-07-21,2,0,0.00,-55.39,-27.70,-0.85,-54.55,-46.82
002329,2408,120,2015-08-13,2025-07-21,2,1,50.00,-2.07,-1.03,17.34,-19.41,-93.51
002330,2386,120,2015-07-21,2025-07-21,2,2,100.00,2.06,1.03,1.05,1.01,-55.98
002331,2264,115,2015-07-21,2025-07-21,2,1,50.00,-38.72,-19.36,7.82,-46.55,-66.84
002332,2429,121,2015-07-21,2025-07-21,2,1,50.00,-17.32,-8.66,3.18,-20.50,-36.22
002333,2416,121,2015-07-21,2025-07-21,1,0,0.00,-63.44,-63.44,-63.44,-63.44,-64.79
002334,2418,120,2015-08-06,2025-07-21,2,0,0.00,-63.50,-31.75,-16.38,-47.12,1.95
002335,2365,119,2015-07-21,2025-07-21,2,2,100.00,57.43,28.72,47.93,9.51,36.12
002337,2430,121,2015-07-21,2025-07-21,2,1,50.00,-26.84,-13.42,18.04,-44.88,-39.86
002338,2379,121,2015-07-21,2025-07-21,1,0,0.00,-78.52,-78.52,-78.52,-78.52,-25.90
002339,2388,120,2015-07-21,2025-07-21,2,1,50.00,-60.24,-30.12,11.59,-71.83,-71.73
002340,2420,121,2015-07-21,2025-07-21,2,0,0.00,-33.10,-16.55,0.00,-33.10,-55.22
002342,2416,121,2015-07-27,2025-07-21,2,0,0.00,-29.92,-14.96,-14.79,-15.13,12.23
002343,2352,118,2015-07-21,2025-07-21,1,0,0.00,-81.39,-81.39,-81.39,-81.39,-78.10
002344,2361,119,2015-07-21,2025-07-21,2,0,0.00,-70.79,-35.40,-7.71,-63.08,-74.71
002345,2289,115,2015-10-28,2025-07-21,1,0,0.00,-43.20,-43.20,-43.20,-43.20,-23.27
002346,2382,120,2015-08-10,2025-07-21,2,1,50.00,11.95,5.97,34.50,-22.55,-9.43
002347,2299,117,2015-09-25,2025-07-21,2,2,100.00,16.31,8.15,9.50,6.81,-62.19
002348,2308,116,2015-11-02,2025-07-21,2,0,0.00,-55.97,-27.98,-7.16,-48.81,-74.41
002349,2294,115,2015-07-21,2025-07-21,2,0,0.00,-63.29,-31.65,-0.52,-62.77,-79.09
002350,2418,121,2015-07-21,2025-07-21,2,1,50.00,7.44,3.72,12.60,-5.16,-55.80
002351,2430,121,2015-07-21,2025-07-21,2,2,100.00,59.29,29.64,38.88,20.41,-46.81
002352,2382,121,2015-07-21,2025-07-21,2,1,50.00,61.71,30.86,74.95,-13.24,62.98
002353,2364,119,2015-09-30,2025-07-21,2,2,100.00,54.27,27.13,27.30,26.96,-3.76
002354,2316,118,2015-07-23,2025-07-21,2,1,50.00,-7.01,-3.50,24.77,-31.78,-92.32
002355,2317,117,2015-07-21,2025-07-21,1,0,0.00,-27.82,-27.82,-27.82,-27.82,-25.20
002356,2300,117,2015-07-21,2025-07-21,1,1,100.00,136.26,136.26,136.26,136.26,-87.03
002357,2278,115,2015-07-21,2025-07-21,1,0,0.00,-59.06,-59.06,-59.06,-59.06,-55.47
002358,2285,116,2015-09-10,2025-07-21,1,0,0.00,-69.62,-69.62,-69.62,-69.62,-68.71
002360,2408,121,2015-07-21,2025-07-21,2,1,50.00,-31.36,-15.68,16.33,-47.69,-56.74
002361,2424,121,2015-07-21,2025-07-21,2,1,50.00,-14.86,-7.43,57.57,-72.43,-65.77
002362,2430,121,2015-07-21,2025-07-21,3,2,66.67,26.15,8.72,43.39,-26.08,-8.59
002363,2424,121,2015-07-21,2025-07-21,1,0,0.00,-68.77,-68.77,-68.77,-68.77,-66.65
002364,2426,121,2015-07-21,2025-07-21,1,1,100.00,44.02,44.02,44.02,44.02,-35.42
002365,2430,121,2015-07-21,2025-07-21,1,1,100.00,132.39,132.39,132.39,132.39,30.45
002366,2306,117,2015-07-27,2025-07-21,1,0,0.00,-83.88,-83.88,-83.88,-83.88,-86.29
002367,2400,119,2015-09-01,2025-07-21,2,1,50.00,15.70,7.85,16.10,-0.40,-70.87
002368,2302,116,2015-12-31,2025-07-21,3,2,66.67,3.87,1.29,9.78,-9.20,-63.26
002369,2228,113,2015-10-28,2025-07-21,1,0,0.00,-20.44,-20.44,-20.44,-20.44,-50.36
002370,2362,118,2015-10-21,2025-07-21,2,0,0.00,-77.13,-38.56,-10.24,-66.89,-79.81
002371,2359,118,2015-07-21,2025-07-21,1,1,100.00,14.55,14.55,14.55,14.55,991.71
002372,2430,121,2015-07-21,2025-07-21,2,1,50.00,22.14,11.07,24.40,-2.25,-43.48
002373,2271,117,2015-07-21,2025-07-21,3,1,33.33,16.17,5.39,40.37,-19.86,-66.85
002374,2420,121,2015-07-21,2025-07-21,2,1,50.00,-38.34,-19.17,6.62,-44.96,-89.97
002375,2430,121,2015-07-21,2025-07-21,2,0,0.00,-33.77,-16.89,-15.15,-18.63,-82.71
002376,2423,121,2015-07-21,2025-07-21,2,1,50.00,-21.25,-10.63,2.96,-24.21,-50.37
002377,2276,115,2015-08-14,2025-07-21,1,0,0.00,-14.63,-14.63,-14.63,-14.63,-69.94
002378,2423,121,2015-07-30,2025-07-21,2,1,50.00,-6.96,-3.48,29.86,-36.83,-47.18
002379,2116,109,2015-07-21,2025-07-21,2,1,50.00,15.70,7.85,22.36,-6.66,141.55
002380,2422,121,2015-07-21,2025-07-21,1,0,0.00,-1.62,-1.62,-1.62,-1.62,-54.78
002381,2420,121,2015-07-21,2025-07-21,2,1,50.00,18.82,9.41,22.69,-3.87,-48.06
002382,2311,116,2015-07-21,2025-07-21,2,1,50.00,43.99,21.99,57.56,-13.58,-75.27
002383,2297,117,2015-08-10,2025-07-21,2,0,0.00,-31.62,-15.81,-8.42,-23.21,-70.28
002384,2241,113,2015-12-31,2025-07-21,3,3,100.00,143.28,47.76,110.87,11.58,167.70
002385,2425,121,2015-07-21,2025-07-21,2,2,100.00,33.65,16.83,32.19,1.46,-75.07
002386,2400,121,2015-07-21,2025-07-21,3,2,66.67,46.87,15.62,37.40,-6.86,-28.86
002387,2301,117,2015-08-14,2025-07-21,2,2,100.00,47.62,23.81,41.67,5.95,-20.43
002388,2387,120,2015-08-20,2025-07-21,2,1,50.00,6.29,3.14,6.96,-0.68,-65.73
002389,2230,113,2015-07-21,2025-07-21,2,2,100.00,125.39,62.70,97.84,27.55,59.44
002390,2410,121,2015-07-21,2025-07-21,2,0,0.00,-52.56,-26.28,-22.13,-30.43,-76.88
002391,2430,121,2015-07-21,2025-07-21,1,0,0.00,-65.51,-65.51,-65.51,-65.51,-63.92
002392,2373,119,2015-07-21,2025-07-21,2,1,50.00,51.78,25.89,77.69,-25.91,-8.21
002393,2430,121,2015-07-21,2025-07-21,2,1,50.00,25.17,12.59,42.98,-17.81,-28.15
002394,2430,121,2015-07-21,2025-07-21,1,1,100.00,7.17,7.17,7.17,7.17,-17.01
002395,2402,120,2015-08-10,2025-07-21,2,2,100.00,137.00,68.50,90.64,46.35,42.59
002396,2322,117,2015-07-21,2025-07-21,3,2,66.67,14.63,4.88,24.97,-10.69,3.36
002397,2428,121,2015-07-21,2025-07-21,1,0,0.00,-63.33,-63.33,-63.33,-63.33,-64.06
002398,2328,117,2015-07-21,2025-07-21,2,0,0.00,-75.83,-37.92,-26.92,-48.92,-68.42
002399,2273,115,2015-09-29,2025-07-21,2,0,0.00,-24.82,-12.41,-2.81,-22.01,-45.38
002400,2272,114,2015-09-16,2025-07-21,2,2,100.00,57.35,28.67,56.57,0.78,-62.54
002401,2347,118,2015-07-21,2025-07-21,2,1,50.00,57.99,28.99,86.04,-28.05,9.95
002402,2416,121,2015-07-21,2025-07-21,2,2,100.00,140.95,70.47,112.20,28.75,-6.90
002403,2420,121,2015-07-21,2025-07-21,1,0,0.00,-47.45,-47.45,-47.45,-47.45,-20.35
002404,2417,121,2015-07-23,2025-07-21,3,1,33.33,-53.99,-18.00,0.30,-45.89,-48.80
002405,2374,120,2015-07-21,2025-07-21,1,0,0.00,-78.29,-78.29,-78.29,-78.29,-76.61
002406,2430,121,2015-07-21,2025-07-21,2,0,0.00,-54.42,-27.21,-3.01,-51.41,-27.18
002407,2423,121,2015-07-22,2025-07-21,2,2,100.00,112.66,56.33,110.11,2.55,-33.62
002408,2309,117,2015-07-21,2025-07-21,3,1,33.33,-19.26,-6.42,22.19,-27.52,-67.43
002409,2141,108,2016-02-29,2025-07-21,2,1,50.00,161.11,80.55,167.18,-6.07,126.95
002410,2399,120,2015-07-21,2025-07-21,2,1,50.00,-46.85,-23.43,31.92,-78.78,-43.62
002412,2324,117,2015-07-21,2025-07-21,1,0,0.00,-66.67,-66.67,-66.67,-66.67,-71.42
002413,2278,115,2015-11-20,2025-07-21,1,0,0.00,-50.09,-50.09,-50.09,-50.09,-89.00
002414,2393,119,2015-09-14,2025-07-21,3,1,33.33,97.31,32.44,111.24,-9.94,-70.16
002415,2394,119,2015-09-09,2025-07-21,3,2,66.67,47.99,16.00,61.12,-25.62,-7.15
002416,2422,121,2015-07-29,2025-07-21,3,2,66.67,44.21,14.74,45.53,-20.52,-34.19
002418,2257,113,2015-12-08,2025-07-21,1,0,0.00,-62.84,-62.84,-62.84,-62.84,-88.65
002419,2430,121,2015-07-21,2025-07-21,2,1,50.00,-47.33,-23.66,7.12,-54.45,-58.58
002420,2426,121,2015-07-21,2025-07-21,3,2,66.67,53.38,17.79,59.42,-11.86,-30.17
002421,2424,121,2015-07-21,2025-07-21,1,0,0.00,-81.95,-81.95,-81.95,-81.95,-77.57
002422,2430,121,2015-07-21,2025-07-21,2,2,100.00,48.19,24.10,44.51,3.69,-10.99
002423,2279,115,2015-07-21,2025-07-21,2,1,50.00,6.41,3.21,22.26,-15.85,-5.78
002424,2428,121,2015-07-21,2025-07-21,1,0,0.00,-76.06,-76.06,-76.06,-76.06,-92.64
002425,2365,119,2015-09-22,2025-07-21,2,1,50.00,-16.49,-8.25,31.48,-47.97,-84.83
002426,2178,112,2015-07-21,2025-07-21,1,1,100.00,32.33,32.33,32.33,32.33,-79.82
002427,2249,117,2015-07-28,2025-07-21,2,1,50.00,-45.88,-22.94,6.95,-52.83,-56.69
002428,2430,121,2015-07-21,2025-07-21,2,0,0.00,-41.71,-20.85,-20.00,-21.71,21.42
002429,2379,120,2015-08-19,2025-07-21,2,2,100.00,198.42,99.21,193.16,5.26,-56.81
002430,2416,121,2015-07-21,2025-07-21,1,1,100.00,5.44,5.44,5.44,5.44,97.72
002431,2293,117,2015-07-21,2025-07-21,1,0,0.00,-78.45,-78.45,-78.45,-78.45,-90.98
002432,2413,121,2015-07-21,2025-07-21,1,0,0.00,-69.90,-69.90,-69.90,-69.90,73.29
002434,2305,116,2015-07-21,2025-07-21,2,1,50.00,-6.07,-3.03,11.24,-17.31,-52.07
002436,2306,116,2015-10-15,2025-07-21,2,2,100.00,100.51,50.26,84.08,16.44,4.96
002437,2297,118,2015-07-21,2025-07-21,1,0,0.00,-89.17,-89.17,-89.17,-89.17,-89.59
002438,2359,119,2015-09-15,2025-07-21,2,2,100.00,98.26,49.13,97.97,0.30,-53.89
002439,2355,119,2015-07-21,2025-07-21,3,2,66.67,7.61,2.54,7.96,-0.66,-54.77
002440,2373,119,2015-07-21,2025-07-21,2,0,0.00,-75.54,-37.77,-30.82,-44.72,-62.86
002441,2430,121,2015-07-21,2025-07-21,2,1,50.00,-19.66,-9.83,7.74,-27.40,-53.12
002442,2253,115,2015-07-21,2025-07-21,2,2,100.00,73.85,36.93,61.35,12.50,-36.98
002443,2305,117,2015-07-21,2025-07-21,3,0,0.00,-98.85,-32.95,-2.72,-58.62,-48.17
002444,2430,121,2015-07-21,2025-07-21,2,2,100.00,134.58,67.29,127.27,7.30,76.79
002445,2214,114,2015-10-22,2025-07-21,1,0,0.00,-81.53,-81.53,-81.53,-81.53,-90.27
002446,2424,121,2015-07-21,2025-07-21,3,2,66.67,22.34,7.45,35.91,-18.98,-78.45
002448,2430,121,2015-07-21,2025-07-21,4,2,50.00,-1.10,-0.28,35.05,-22.12,-28.80
002449,2430,121,2015-07-21,2025-07-21,2,1,50.00,-30.70,-15.35,1.67,-32.37,-41.25
002451,2348,118,2015-07-21,2025-07-21,2,0,0.00,-34.71,-17.36,-13.49,-21.22,-41.58
002452,2297,115,2016-01-06,2025-07-21,1,1,100.00,17.15,17.15,17.15,17.15,-25.07
002453,2251,116,2015-07-21,2025-07-21,2,2,100.00,112.09,56.05,98.20,13.89,-37.88
002454,2410,121,2015-07-21,2025-07-21,2,1,50.00,14.87,7.44,23.31,-8.44,-51.91
002455,2399,119,2015-09-02,2025-07-21,2,1,50.00,-11.87,-5.94,22.92,-34.79,-15.95
002456,2410,121,2015-07-21,2025-07-21,2,0,0.00,-46.87,-23.44,-5.70,-41.18,-65.39
002457,2430,121,2015-07-21,2025-07-21,2,0,0.00,-40.27,-20.13,-10.07,-30.19,7.90
002458,2390,121,2015-07-31,2025-07-21,2,0,0.00,-26.64,-13.32,-4.07,-22.57,-55.27
002459,2358,118,2015-07-21,2025-07-21,2,1,50.00,472.81,236.41,511.02,-38.21,-31.30
002460,2427,121,2015-07-21,2025-07-21,2,1,50.00,328.76,164.38,333.67,-4.91,87.62
002461,2427,121,2015-07-24,2025-07-21,2,1,50.00,-5.22,-2.61,25.84,-31.06,-52.86
002462,2347,118,2015-07-21,2025-07-21,1,0,0.00,-64.16,-64.16,-64.16,-64.16,-73.81
002463,2430,121,2015-07-21,2025-07-21,2,2,100.00,330.18,165.09,229.26,100.91,627.45
002465,2319,117,2015-07-21,2025-07-21,2,0,0.00,-25.74,-12.87,-4.94,-20.80,-59.63
002466,2404,121,2015-07-21,2025-07-21,2,2,100.00,30.69,15.35,20.33,10.36,-35.91
002467,2416,121,2015-07-21,2025-07-21,2,1,50.00,-1.18,-0.59,28.18,-29.36,-60.99
002468,2346,118,2015-07-22,2025-07-21,1,0,0.00,-44.99,-44.99,-44.99,-44.99,-14.86
002469,2341,119,2015-07-21,2025-07-21,1,0,0.00,-68.73,-68.73,-68.73,-68.73,-50.49
002470,2338,118,2015-07-21,2025-07-21,1,0,0.00,-76.32,-76.32,-76.32,-76.32,-92.87
