stock_code,daily_bars,monthly_bars,date_start,date_end,total_trades,winning_trades,win_rate,total_return_pct,avg_return_pct,max_return_pct,min_return_pct,buy_hold_return_pct
002893,1895,95,2017-09-15,2025-07-21,2,0,0.00,-37.63,-18.82,-16.78,-20.85,7.98
002895,1913,96,2017-08-25,2025-07-21,2,2,100.00,125.31,62.65,116.65,8.66,197.39
002896,1913,96,2017-08-29,2025-07-21,1,1,100.00,14.21,14.21,14.21,14.21,462.86
002897,1908,95,2017-09-07,2025-07-21,2,1,50.00,5.88,2.94,16.72,-10.84,56.41
002898,1904,95,2017-09-12,2025-07-21,2,1,50.00,-3.63,-1.82,20.63,-24.26,27.98
002899,1900,95,2017-09-15,2025-07-21,1,0,0.00,-12.51,-12.51,-12.51,-12.51,17.76
002900,1897,95,2017-09-22,2025-07-21,2,2,100.00,32.66,16.33,25.26,7.40,-32.45
002901,1897,95,2017-09-22,2025-07-21,1,1,100.00,18.95,18.95,18.95,18.95,210.89
002902,1882,95,2017-09-29,2025-07-21,1,1,100.00,70.76,70.76,70.76,70.76,22.64
002903,1886,94,2017-10-13,2025-07-21,2,2,100.00,10.87,5.43,7.77,3.09,44.59
002905,1886,94,2017-10-16,2025-07-21,1,0,0.00,-69.49,-69.49,-69.49,-69.49,-63.30
002906,1887,94,2017-10-13,2025-07-21,2,2,100.00,179.26,89.63,174.52,4.74,88.19
002907,1878,94,2017-10-20,2025-07-21,2,1,50.00,-0.07,-0.03,21.48,-21.55,188.46
002908,1880,94,2017-10-20,2025-07-21,2,2,100.00,32.64,16.32,28.16,4.48,13.31
002909,1876,94,2017-10-26,2025-07-21,1,0,0.00,-38.57,-38.57,-38.57,-38.57,-36.51
002910,1873,94,2017-10-31,2025-07-21,2,1,50.00,17.20,8.60,34.65,-17.44,10.73
002911,1859,93,2017-11-22,2025-07-21,1,0,0.00,-36.51,-36.51,-36.51,-36.51,-37.00
002912,1860,93,2017-11-21,2025-07-21,1,1,100.00,24.78,24.78,24.78,24.78,-24.60
002913,1852,92,2017-12-01,2025-07-21,2,1,50.00,2.28,1.14,15.74,-13.47,-5.54
002915,1845,92,2017-12-05,2025-07-21,2,0,0.00,-40.96,-20.48,-7.75,-33.21,152.85
002916,1842,92,2017-12-13,2025-07-21,2,1,50.00,61.13,30.56,70.53,-9.40,497.67
002917,1837,92,2017-12-08,2025-07-21,1,0,0.00,-56.73,-56.73,-56.73,-56.73,10.95
002918,1840,92,2017-12-19,2025-07-21,2,1,50.00,-49.29,-24.64,7.05,-56.34,-76.51
002919,1839,92,2017-12-18,2025-07-21,3,1,33.33,-8.86,-2.95,18.62,-18.37,-1.33
002920,1835,92,2017-12-26,2025-07-21,2,1,50.00,238.03,119.01,254.83,-16.80,321.14
002921,1834,92,2017-12-27,2025-07-21,1,0,0.00,-29.31,-29.31,-29.31,-29.31,10.68
002922,1830,92,2017-12-29,2025-07-21,2,0,0.00,-30.97,-15.48,-14.28,-16.69,-0.18
002923,1828,91,2018-01-05,2025-07-21,1,0,0.00,-21.01,-21.01,-21.01,-21.01,-40.89
002925,1820,91,2018-01-15,2025-07-21,1,0,0.00,-60.26,-60.26,-60.26,-60.26,-36.89
002926,1807,90,2018-02-05,2025-07-21,1,0,0.00,-20.08,-20.08,-20.08,-20.08,-13.74
002927,1796,90,2018-02-23,2025-07-21,1,1,100.00,22.68,22.68,22.68,22.68,-8.96
002928,1793,89,2018-03-02,2025-07-21,1,0,0.00,-16.57,-16.57,-16.57,-16.57,-65.44
002929,1794,89,2018-03-01,2025-07-21,1,1,100.00,32.27,32.27,32.27,32.27,60.93
002930,1766,89,2018-03-28,2025-07-21,1,0,0.00,-7.29,-7.29,-7.29,-7.29,8.79
002931,1764,88,2018-04-03,2025-07-21,1,0,0.00,-36.67,-36.67,-36.67,-36.67,7.15
002932,1706,85,2018-07-10,2025-07-21,2,2,100.00,66.87,33.44,40.68,26.19,-14.59
002933,1668,84,2018-08-28,2025-07-21,1,0,0.00,-9.77,-9.77,-9.77,-9.77,33.37
002935,1667,83,2018-09-03,2025-07-21,1,0,0.00,-41.24,-41.24,-41.24,-41.24,-38.02
002936,1655,83,2018-09-19,2025-07-21,1,0,0.00,-42.71,-42.71,-42.71,-42.71,-60.80
002937,1651,83,2018-09-26,2025-07-21,1,1,100.00,70.91,70.91,70.91,70.91,42.83
002938,1656,83,2018-09-18,2025-07-21,1,1,100.00,19.23,19.23,19.23,19.23,142.84
002939,1634,82,2018-10-26,2025-07-21,1,0,0.00,-27.72,-27.72,-27.72,-27.72,17.44
002940,1627,82,2018-10-23,2025-07-21,2,1,50.00,40.85,20.42,50.72,-9.87,97.11
002941,1611,81,2018-11-28,2025-07-21,2,2,100.00,10.10,5.05,8.09,2.00,41.76
002942,1606,80,2018-12-05,2025-07-21,2,0,0.00,-32.96,-16.48,-1.01,-31.95,2.09
002943,1595,81,2018-11-29,2025-07-21,2,2,100.00,46.48,23.24,41.58,4.90,24.70
002945,1577,79,2019-01-17,2025-07-21,2,1,50.00,1.81,0.91,8.36,-6.54,264.52
002946,1571,79,2019-01-25,2025-07-21,1,1,100.00,29.28,29.28,29.28,29.28,161.93
002947,1566,78,2019-02-01,2025-07-21,2,0,0.00,-25.48,-12.74,-8.74,-16.74,50.27
002948,1572,79,2019-01-16,2025-07-21,1,0,0.00,-14.14,-14.14,-14.14,-14.14,-8.12
002949,1554,78,2019-02-26,2025-07-21,1,0,0.00,-2.60,-2.60,-2.60,-2.60,12.93
002950,1545,77,2019-03-11,2025-07-21,1,0,0.00,-82.36,-82.36,-82.36,-82.36,-30.74
002951,1538,77,2019-03-15,2025-07-21,1,1,100.00,16.01,16.01,16.01,16.01,53.06
002952,1532,77,2019-03-28,2025-07-21,1,1,100.00,42.65,42.65,42.65,42.65,-44.13
002953,1506,75,2019-05-09,2025-07-21,1,0,0.00,-72.76,-72.76,-72.76,-72.76,-14.74
002955,1492,75,2019-05-23,2025-07-21,1,0,0.00,-66.00,-66.00,-66.00,-66.00,-60.28
002956,1478,74,2019-06-19,2025-07-21,1,0,0.00,-73.59,-73.59,-73.59,-73.59,-53.40
002957,1451,73,2019-07-26,2025-07-21,1,0,0.00,-33.46,-33.46,-33.46,-33.46,-6.51
002958,1534,77,2019-03-26,2025-07-21,1,0,0.00,-27.87,-27.87,-27.87,-27.87,-23.16
002959,1431,72,2019-08-23,2025-07-21,1,0,0.00,-17.40,-17.40,-17.40,-17.40,16.11
002960,1441,72,2019-08-09,2025-07-21,2,0,0.00,-42.05,-21.02,-2.86,-39.19,-51.08
002961,1422,71,2019-09-05,2025-07-21,1,0,0.00,-16.37,-16.37,-16.37,-16.37,239.52
002962,1415,71,2019-09-17,2025-07-21,1,1,100.00,10.72,10.72,10.72,10.72,-13.03
002963,1391,70,2019-10-28,2025-07-21,1,0,0.00,-19.59,-19.59,-19.59,-19.59,-53.43
002965,1392,70,2019-10-25,2025-07-21,2,1,50.00,31.24,15.62,46.88,-15.64,52.33
002966,1446,72,2019-08-02,2025-07-21,1,1,100.00,24.10,24.10,24.10,24.10,-4.98
002967,1382,69,2019-11-08,2025-07-21,1,0,0.00,-11.44,-11.44,-11.44,-11.44,102.13
002968,1365,68,2019-12-03,2025-07-21,1,0,0.00,-84.72,-84.72,-84.72,-84.72,-66.58
002969,1366,68,2019-12-02,2025-07-21,1,0,0.00,-31.62,-31.62,-31.62,-31.62,-18.41
002970,1355,68,2019-12-17,2025-07-21,1,1,100.00,9.23,9.23,9.23,9.23,2.81
002971,1337,67,2020-01-13,2025-07-21,1,0,0.00,-30.20,-30.20,-30.20,-30.20,94.38
002972,1347,68,2019-12-27,2025-07-21,1,0,0.00,-35.48,-35.48,-35.48,-35.48,-9.93
002973,1342,67,2020-01-06,2025-07-21,1,1,100.00,16.14,16.14,16.14,16.14,98.40
002975,1326,66,2020-02-05,2025-07-21,1,1,100.00,8.34,8.34,8.34,8.34,-16.50
002976,1304,65,2020-03-06,2025-07-21,2,1,50.00,2.47,1.24,4.40,-1.93,11.49
002977,1297,65,2020-03-17,2025-07-21,1,0,0.00,-4.67,-4.67,-4.67,-4.67,1.47
002978,1275,64,2020-04-17,2025-07-21,1,0,0.00,-6.79,-6.79,-6.79,-6.79,-6.71
002979,1282,64,2020-04-08,2025-07-21,1,1,100.00,96.13,96.13,96.13,96.13,275.09
002980,1277,64,2020-04-15,2025-07-21,1,0,0.00,-47.84,-47.84,-47.84,-47.84,14.77
002981,1275,64,2020-04-17,2025-07-21,2,1,50.00,-13.63,-6.82,0.46,-14.09,27.05
002982,1270,64,2020-04-24,2025-07-21,1,0,0.00,-59.95,-59.95,-59.95,-59.95,-55.74
002983,1268,64,2020-04-28,2025-07-21,2,1,50.00,12.82,6.41,14.20,-1.38,33.55
002984,1175,59,2020-09-11,2025-07-21,0,0,0.00,0.00,0.00,0.00,0.00,-14.64
002985,1267,64,2020-04-29,2025-07-21,1,0,0.00,-19.53,-19.53,-19.53,-19.53,8.21
002986,1246,62,2020-06-02,2025-07-21,1,0,0.00,-69.80,-69.80,-69.80,-69.80,-76.60
002987,1264,63,2020-05-07,2025-07-21,1,0,0.00,-41.74,-41.74,-41.74,-41.74,-29.62
002988,1257,63,2020-05-18,2025-07-21,1,0,0.00,-24.05,-24.05,-24.05,-24.05,259.56
002989,1238,62,2020-06-10,2025-07-21,1,0,0.00,-45.13,-45.13,-45.13,-45.13,9.11
002990,1252,63,2020-05-25,2025-07-21,1,1,100.00,9.34,9.34,9.34,9.34,-25.49
002991,1205,61,2020-07-31,2025-07-21,1,0,0.00,-11.09,-11.09,-11.09,-11.09,23.63
002992,1204,60,2020-08-03,2025-07-21,1,1,100.00,241.12,241.12,241.12,241.12,128.52
002993,1194,60,2020-08-17,2025-07-21,1,1,100.00,19.42,19.42,19.42,19.42,22.16
002995,1193,60,2020-08-05,2025-07-21,1,1,100.00,10.66,10.66,10.66,10.66,-50.41
002996,1185,60,2020-08-28,2025-07-21,1,1,100.00,21.84,21.84,21.84,21.84,-22.60
002997,1181,59,2020-09-03,2025-07-21,1,1,100.00,29.90,29.90,29.90,29.90,170.73
002998,1165,59,2020-09-25,2025-07-21,1,1,100.00,4.83,4.83,4.83,4.83,8.12
002999,1181,59,2020-09-03,2025-07-21,1,0,0.00,-41.59,-41.59,-41.59,-41.59,-9.45
600000,2405,121,2015-07-21,2025-07-21,1,1,100.00,24.58,24.58,24.58,24.58,-18.70
600004,2430,121,2015-07-21,2025-07-21,4,1,25.00,-31.91,-7.98,4.09,-15.12,-33.73
600006,2381,120,2015-07-21,2025-07-21,2,2,100.00,15.78,7.89,7.92,7.86,-18.84
600007,2430,121,2015-07-21,2025-07-21,1,0,0.00,-2.80,-2.80,-2.80,-2.80,53.58
600008,2414,121,2015-07-21,2025-07-21,1,0,0.00,-58.19,-58.19,-58.19,-58.19,-71.94
600009,2419,121,2015-07-21,2025-07-21,2,1,50.00,34.55,17.28,70.76,-36.20,11.05
600010,2421,121,2015-07-21,2025-07-21,2,1,50.00,-20.73,-10.36,15.79,-36.52,-56.95
600011,2430,121,2015-07-21,2025-07-21,1,0,0.00,-7.84,-7.84,-7.84,-7.84,-32.30
600012,2420,121,2015-07-21,2025-07-21,1,1,100.00,2.77,2.77,2.77,2.77,45.31
600015,2430,121,2015-07-21,2025-07-21,1,0,0.00,-20.44,-20.44,-20.44,-20.44,-36.13
600016,2430,121,2015-07-21,2025-07-21,1,0,0.00,-43.04,-43.04,-43.04,-43.04,-44.21
600017,2430,121,2015-07-21,2025-07-21,2,0,0.00,-37.49,-18.75,-5.52,-31.97,-59.07
600018,2427,121,2015-07-21,2025-07-21,4,3,75.00,13.44,3.36,16.78,-21.79,-30.27
600019,2338,118,2015-07-21,2025-07-21,3,3,100.00,45.67,15.22,32.02,0.46,0.41
600020,2430,121,2015-07-21,2025-07-21,1,0,0.00,-2.21,-2.21,-2.21,-2.21,-18.18
600021,2353,118,2015-07-21,2025-07-21,2,0,0.00,-29.52,-14.76,-5.89,-23.64,-54.78
600022,2333,117,2015-07-21,2025-07-21,2,0,0.00,-44.18,-22.09,-7.93,-36.25,-64.05
600023,2430,121,2015-07-21,2025-07-21,1,0,0.00,-5.11,-5.11,-5.11,-5.11,-40.00
600025,1842,92,2017-12-15,2025-07-21,1,1,100.00,40.78,40.78,40.78,40.78,267.31
600026,2333,118,2015-07-21,2025-07-21,1,0,0.00,-7.33,-7.33,-7.33,-7.33,4.44
600027,2419,121,2015-07-21,2025-07-21,1,0,0.00,-2.69,-2.69,-2.69,-2.69,-32.13
600028,2430,121,2015-07-21,2025-07-21,2,2,100.00,59.89,29.94,39.65,20.24,-16.29
600029,2427,121,2015-07-21,2025-07-21,3,2,66.67,-8.79,-2.93,9.40,-20.33,-52.13
600030,2413,121,2015-07-21,2025-07-21,2,2,100.00,40.96,20.48,40.43,0.53,18.35
600031,2430,121,2015-07-21,2025-07-21,2,2,100.00,33.51,16.76,23.54,9.97,145.70
600032,1009,51,2021-05-25,2025-07-21,1,0,0.00,-0.51,-0.51,-0.51,-0.51,84.56
600033,2430,121,2015-07-21,2025-07-21,1,0,0.00,-0.56,-0.56,-0.56,-0.56,-26.71
600035,2346,118,2015-07-21,2025-07-21,1,0,0.00,-31.46,-31.46,-31.46,-31.46,-25.08
600036,2430,121,2015-07-21,2025-07-21,2,2,100.00,85.93,42.97,46.16,39.78,146.20
600037,2424,121,2015-07-21,2025-07-21,1,0,0.00,-53.13,-53.13,-53.13,-53.13,-73.83
600038,2420,121,2015-07-21,2025-07-21,2,1,50.00,8.03,4.01,11.65,-3.62,-35.41
600039,2408,121,2015-07-21,2025-07-21,2,2,100.00,150.59,75.30,139.64,10.96,46.35
600048,2423,121,2015-07-21,2025-07-21,2,1,50.00,-4.87,-2.44,21.46,-26.33,-22.79
600050,2335,117,2015-07-21,2025-07-21,3,1,33.33,-4.82,-1.61,23.73,-14.35,-22.00
600051,2359,119,2015-07-21,2025-07-21,3,1,33.33,-24.25,-8.08,3.38,-22.64,-32.61
600052,2306,117,2015-07-21,2025-07-21,2,0,0.00,-45.90,-22.95,-11.73,-34.17,-44.36
600053,2347,117,2015-11-12,2025-07-21,1,0,0.00,-66.57,-66.57,-66.57,-66.57,6.78
600054,2430,121,2015-07-21,2025-07-21,1,0,0.00,-45.76,-45.76,-45.76,-45.76,-37.49
600055,2420,121,2015-07-21,2025-07-21,2,1,50.00,-45.79,-22.90,3.57,-49.36,-60.18
600056,2430,121,2015-07-21,2025-07-21,3,1,33.33,8.95,2.98,30.60,-17.41,-38.33
600057,2418,121,2015-07-21,2025-07-21,2,1,50.00,-9.62,-4.81,17.13,-26.75,-42.06
600058,2362,119,2015-07-21,2025-07-21,2,1,50.00,-31.73,-15.87,13.51,-45.24,-68.63
600059,2430,121,2015-07-21,2025-07-21,2,2,100.00,2.22,1.11,1.73,0.49,-9.43
600060,2429,121,2015-07-21,2025-07-21,1,0,0.00,-37.29,-37.29,-37.29,-37.29,9.72
600061,2419,121,2015-07-21,2025-07-21,2,1,50.00,-27.12,-13.56,22.47,-49.59,-74.74
600062,2423,121,2015-07-21,2025-07-21,1,0,0.00,-12.03,-12.03,-12.03,-12.03,-24.49
600063,2424,121,2015-07-21,2025-07-21,2,2,100.00,41.38,20.69,27.10,14.29,-32.97
600064,2429,121,2015-07-21,2025-07-21,1,0,0.00,-53.63,-53.63,-53.63,-53.63,-61.01
600066,2429,121,2015-07-21,2025-07-21,1,1,100.00,69.60,69.60,69.60,69.60,28.80
600067,2430,121,2015-07-21,2025-07-21,1,0,0.00,-57.95,-57.95,-57.95,-57.95,-64.42
600071,2307,117,2015-07-21,2025-07-21,3,1,33.33,85.78,28.59,112.68,-17.04,15.35
600072,2324,118,2015-07-21,2025-07-21,1,0,0.00,-38.57,-38.57,-38.57,-38.57,-34.56
600073,2400,120,2015-07-21,2025-07-21,2,1,50.00,19.34,9.67,22.18,-2.83,-34.63
600075,2370,119,2015-09-23,2025-07-21,2,1,50.00,22.50,11.25,30.78,-8.28,-68.47
600076,2345,118,2015-07-21,2025-07-21,1,0,0.00,-46.72,-46.72,-46.72,-46.72,-72.11
600078,2368,120,2015-07-21,2025-07-21,1,1,100.00,79.18,79.18,79.18,79.18,-34.97
600079,2410,121,2015-07-21,2025-07-21,3,1,33.33,134.64,44.88,155.80,-15.47,-42.37
600080,2409,121,2015-07-21,2025-07-21,3,0,0.00,-39.36,-13.12,-2.45,-25.27,-30.55
600081,2409,121,2015-07-21,2025-07-21,2,2,100.00,27.11,13.56,24.42,2.69,-21.30
600082,2421,121,2015-07-21,2025-07-21,2,0,0.00,-30.83,-15.41,-6.48,-24.35,-36.41
600084,2197,111,2015-07-21,2025-07-21,2,1,50.00,170.05,85.03,201.95,-31.89,-37.90
600085,2430,121,2015-07-21,2025-07-21,1,1,100.00,73.85,73.85,73.85,73.85,21.28
600088,2430,121,2015-07-21,2025-07-21,1,0,0.00,-43.09,-43.09,-43.09,-43.09,-36.16
600089,2424,121,2015-07-21,2025-07-21,1,1,100.00,125.64,125.64,125.64,125.64,-13.31
600094,2415,120,2015-08-05,2025-07-21,1,0,0.00,-66.84,-66.84,-66.84,-66.84,-82.06
600095,2395,121,2015-07-21,2025-07-21,2,2,100.00,102.10,51.05,86.14,15.96,21.38
600096,2428,121,2015-07-21,2025-07-21,1,1,100.00,56.62,56.62,56.62,56.62,109.22
600097,2322,117,2015-11-26,2025-07-21,1,0,0.00,-38.54,-38.54,-38.54,-38.54,-59.70
600098,2430,121,2015-07-21,2025-07-21,2,1,50.00,-45.94,-22.97,1.23,-47.17,-41.59
600099,2302,116,2015-12-31,2025-07-21,2,1,50.00,12.24,6.12,17.51,-5.27,-11.55
600100,2314,117,2015-07-21,2025-07-21,1,0,0.00,-59.90,-59.90,-59.90,-59.90,-61.68
600101,2430,121,2015-07-21,2025-07-21,1,1,100.00,8.28,8.28,8.28,8.28,8.90
600103,2430,121,2015-07-21,2025-07-21,3,1,33.33,-33.25,-11.08,0.88,-29.81,-63.49
600104,2410,121,2015-07-21,2025-07-21,2,1,50.00,26.93,13.46,51.80,-24.87,-28.00
600105,2420,121,2015-07-21,2025-07-21,1,0,0.00,-80.14,-80.14,-80.14,-80.14,-58.17
600106,2333,117,2015-07-21,2025-07-21,1,0,0.00,-46.14,-46.14,-46.14,-46.14,-30.02
600107,2400,121,2015-07-21,2025-07-21,2,0,0.00,-45.04,-22.52,-0.34,-44.70,-61.17
600108,2429,121,2015-07-21,2025-07-21,2,1,50.00,-43.99,-22.00,6.67,-50.66,-59.30
600109,2420,121,2015-07-21,2025-07-21,2,0,0.00,-13.00,-6.50,-0.11,-12.89,-50.19
600110,2251,115,2015-12-15,2025-07-21,3,3,100.00,181.89,60.63,150.33,7.88,-54.37
600111,2430,121,2015-07-21,2025-07-21,3,2,66.67,183.49,61.16,137.62,-14.01,116.07
600113,2336,118,2015-07-21,2025-07-21,1,0,0.00,-5.45,-5.45,-5.45,-5.45,123.41
600114,2407,121,2015-07-21,2025-07-21,2,2,100.00,226.48,113.24,204.57,21.90,26.22
600115,2426,121,2015-07-21,2025-07-21,2,0,0.00,-42.80,-21.40,-14.25,-28.55,-62.95
600116,2418,121,2015-07-21,2025-07-21,2,0,0.00,-20.63,-10.31,-4.37,-16.26,-55.04
600117,2393,120,2015-07-21,2025-07-21,2,0,0.00,-66.14,-33.07,-22.46,-43.68,-65.37
600118,2430,121,2015-07-21,2025-07-21,2,1,50.00,15.94,7.97,19.62,-3.69,-45.15
600119,2427,121,2015-07-21,2025-07-21,2,1,50.00,58.77,29.38,77.46,-18.69,-55.59
600120,2247,114,2015-07-21,2025-07-21,2,0,0.00,-89.00,-44.50,-24.51,-64.49,-78.39
600121,2411,121,2015-07-21,2025-07-21,2,0,0.00,-50.46,-25.23,-6.87,-43.59,-41.67
600123,2430,121,2015-07-21,2025-07-21,2,2,100.00,77.13,38.57,75.43,1.70,-22.40
600125,2430,121,2015-07-21,2025-07-21,2,1,50.00,8.92,4.46,12.32,-3.41,-47.32
600126,2416,121,2015-07-21,2025-07-21,2,1,50.00,77.34,38.67,84.37,-7.03,2.22
600127,2400,121,2015-07-21,2025-07-21,2,2,100.00,35.16,17.58,34.15,1.01,-21.94
600128,2430,121,2015-07-21,2025-07-21,3,1,33.33,-13.67,-4.56,20.55,-23.96,-20.65
600129,2406,121,2015-07-21,2025-07-21,1,0,0.00,-28.93,-28.93,-28.93,-28.93,-13.54
600130,2429,121,2015-07-21,2025-07-21,2,0,0.00,-29.72,-14.86,-9.94,-19.78,-65.05
600131,2419,121,2015-07-21,2025-07-21,3,1,33.33,127.17,42.39,138.78,-9.61,116.20
600132,2430,121,2015-07-21,2025-07-21,2,1,50.00,14.34,7.17,24.01,-9.67,207.61
600133,2340,119,2015-07-21,2025-07-21,2,1,50.00,26.88,13.44,32.46,-5.58,12.41
600135,2419,121,2015-07-21,2025-07-21,2,1,50.00,-65.62,-32.81,1.03,-66.65,-50.10
600136,2250,115,2015-08-06,2025-07-21,1,0,0.00,-89.31,-89.31,-89.31,-89.31,-92.90
600137,2405,120,2015-08-25,2025-07-21,2,1,50.00,13.71,6.85,26.35,-12.64,-52.61
600138,2420,121,2015-07-21,2025-07-21,2,0,0.00,-46.45,-23.22,-5.18,-41.27,-53.33
600141,2397,120,2015-07-21,2025-07-21,3,2,66.67,325.64,108.55,319.07,-0.69,74.45
600143,2343,118,2015-07-21,2025-07-21,2,2,100.00,176.40,88.20,118.17,58.23,13.30
600148,2337,117,2015-07-21,2025-07-21,2,1,50.00,7.46,3.73,10.07,-2.61,-12.87
600149,2355,119,2015-07-21,2025-07-21,2,1,50.00,-1.73,-0.87,11.39,-13.13,-63.68
600150,2293,116,2015-07-21,2025-07-21,1,0,0.00,-44.01,-44.01,-44.01,-44.01,-16.02
600151,2278,115,2015-07-21,2025-07-21,2,0,0.00,-32.81,-16.41,-8.64,-24.17,-47.89
600152,2349,118,2015-07-21,2025-07-21,2,1,50.00,1.72,0.86,2.89,-1.17,-23.04
600153,2212,110,2016-06-14,2025-07-21,3,1,33.33,21.03,7.01,24.73,-3.04,-33.06
600155,2295,115,2016-01-27,2025-07-21,2,1,50.00,9.96,4.98,17.54,-7.58,-45.70
600156,2396,121,2015-07-21,2025-07-21,2,1,50.00,-24.46,-12.23,38.07,-62.52,-25.44
600157,2207,113,2015-07-21,2025-07-21,1,0,0.00,-66.04,-66.04,-66.04,-66.04,-75.63
600158,2296,118,2015-07-21,2025-07-21,2,0,0.00,-63.19,-31.60,-10.79,-52.41,-60.65
600159,2430,121,2015-07-21,2025-07-21,2,1,50.00,-49.97,-24.98,4.71,-54.68,-50.93
600160,2412,121,2015-07-21,2025-07-21,1,0,0.00,-12.25,-12.25,-12.25,-12.25,210.34
600161,2309,118,2015-07-21,2025-07-21,2,1,50.00,24.87,12.44,39.99,-15.12,-35.21
600162,2358,120,2015-07-21,2025-07-21,2,0,0.00,-76.69,-38.35,-22.78,-53.91,-78.05
600163,2409,121,2015-07-21,2025-07-21,2,2,100.00,26.91,13.45,15.27,11.64,-17.76
600165,2188,113,2015-07-22,2025-07-21,2,1,50.00,95.80,47.90,143.96,-48.16,-73.22
600166,2426,121,2015-07-21,2025-07-21,2,2,100.00,9.08,4.54,6.55,2.53,-60.17
600167,2327,116,2015-12-07,2025-07-21,2,0,0.00,-80.39,-40.19,-31.40,-48.99,-74.77
600168,2271,115,2015-07-21,2025-07-21,1,0,0.00,-57.00,-57.00,-57.00,-57.00,-58.44
600169,2430,121,2015-07-21,2025-07-21,2,1,50.00,-45.18,-22.59,0.38,-45.57,-62.62
600170,2410,121,2015-07-21,2025-07-21,1,0,0.00,-49.70,-49.70,-49.70,-49.70,-73.40
600171,2384,120,2015-07-21,2025-07-21,2,1,50.00,76.27,38.14,103.77,-27.50,81.87
600172,2407,121,2015-07-21,2025-07-21,2,1,50.00,-66.79,-33.39,0.94,-67.73,-79.33
600173,2209,113,2015-07-21,2025-07-21,3,2,66.67,37.82,12.61,44.44,-7.60,-14.47
600176,2418,121,2015-07-21,2025-07-21,2,1,50.00,28.88,14.44,29.65,-0.77,-48.70
600177,2420,120,2015-08-04,2025-07-21,1,0,0.00,-2.09,-2.09,-2.09,-2.09,-54.42
600178,2430,121,2015-07-21,2025-07-21,3,2,66.67,44.44,14.81,29.71,-14.29,32.34
600179,2376,121,2015-07-21,2025-07-21,2,0,0.00,-28.85,-14.43,-0.18,-28.67,-78.22
600180,2420,121,2015-07-21,2025-07-21,1,0,0.00,-83.20,-83.20,-83.20,-83.20,-82.90
600182,2244,116,2015-07-21,2025-07-21,2,1,50.00,-8.69,-4.35,1.09,-9.78,-18.57
600183,2430,121,2015-07-21,2025-07-21,2,2,100.00,194.80,97.40,104.25,90.55,337.67
600184,2430,121,2015-07-21,2025-07-21,2,1,50.00,8.26,4.13,62.68,-54.41,-45.66
600185,2411,121,2015-07-21,2025-07-21,2,0,0.00,-27.56,-13.78,-4.87,-22.69,-76.97
600186,2372,118,2015-10-09,2025-07-21,2,2,100.00,64.52,32.26,41.73,22.79,-33.69
600187,2329,118,2015-07-21,2025-07-21,2,0,0.00,-75.23,-37.62,-18.09,-57.14,-52.04
600188,2429,121,2015-07-21,2025-07-21,2,1,50.00,269.50,134.75,270.73,-1.23,13.85
600189,2150,110,2015-07-21,2025-07-21,2,1,50.00,72.34,36.17,80.69,-8.36,-39.26
600190,2364,119,2015-07-21,2025-07-18,1,0,0.00,-30.73,-30.73,-30.73,-30.73,-89.74
600191,2385,119,2015-09-21,2025-07-21,1,1,100.00,3.98,3.98,3.98,3.98,-38.18
600192,2430,121,2015-07-21,2025-07-21,2,0,0.00,-34.95,-17.47,-12.87,-22.08,-6.56
600193,2276,114,2015-12-02,2025-07-21,2,2,100.00,111.61,55.80,103.74,7.87,-64.99
600195,2360,119,2015-07-21,2025-07-21,1,0,0.00,-63.10,-63.10,-63.10,-63.10,-68.28
600196,2428,121,2015-07-21,2025-07-21,3,3,100.00,85.82,28.61,53.28,10.52,-3.52
600197,2430,121,2015-07-21,2025-07-21,1,1,100.00,16.00,16.00,16.00,16.00,24.79
600198,2412,121,2015-07-21,2025-07-21,1,0,0.00,-53.46,-53.46,-53.46,-53.46,-70.18
600199,2424,121,2015-07-21,2025-07-21,1,1,100.00,20.27,20.27,20.27,20.27,6.57
600200,2339,118,2015-07-21,2025-07-21,1,1,100.00,0.66,0.66,0.66,0.66,-92.06
600201,2428,121,2015-07-21,2025-07-21,1,0,0.00,-70.48,-70.48,-70.48,-70.48,-87.52
600202,2361,119,2015-09-24,2025-07-21,2,1,50.00,-2.34,-1.17,19.71,-22.05,-65.98
600203,2429,121,2015-07-21,2025-07-21,2,1,50.00,5.03,2.51,45.10,-40.07,-29.26
600206,2430,121,2015-07-21,2025-07-21,1,0,0.00,-24.73,-24.73,-24.73,-24.73,21.00
600207,2409,121,2015-07-21,2025-07-21,2,0,0.00,-42.38,-21.19,-9.52,-32.86,-26.27
600208,2425,121,2015-07-21,2025-07-21,1,0,0.00,-21.28,-21.28,-21.28,-21.28,-36.32
600210,2430,121,2015-07-21,2025-07-21,2,1,50.00,2.76,1.38,6.83,-4.07,2.98
600211,2384,120,2015-08-11,2025-07-21,3,2,66.67,11.56,3.85,26.53,-26.06,-23.21
600212,2095,108,2015-09-24,2025-07-21,1,1,100.00,54.29,54.29,54.29,54.29,-12.89
600215,2324,119,2015-07-21,2025-07-21,3,1,33.33,-13.50,-4.50,22.01,-17.83,-16.22
600216,2425,121,2015-07-21,2025-07-21,2,2,100.00,62.14,31.07,36.38,25.76,37.00
600217,2279,115,2015-08-05,2025-07-21,1,0,0.00,-28.64,-28.64,-28.64,-28.64,-69.36
