date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2015-07-21,000059,8.53,8.69,8.82,8.44,326636,283584976.0,4.37,0.0,0.0,2.72
2015-07-22,000059,8.7,8.72,8.83,8.46,320519,277925312.0,4.26,0.35,0.03,2.67
2015-07-23,000059,8.77,9.16,9.16,8.7,212526,191631887.0,5.28,5.05,0.44,1.77
2015-07-24,000059,9.39,9.45,9.62,9.3,253318,241137111.0,3.49,3.17,0.29,2.11
2015-07-27,000059,9.3,8.98,9.44,8.98,396019,363625120.0,4.87,-4.97,-0.47,3.3
2015-07-28,000059,8.53,8.53,8.82,8.53,307295,262948174.0,3.23,-5.01,-0.45,2.56
2015-07-29,000059,8.59,8.61,8.68,8.1,310448,259887282.0,6.8,0.94,0.08,2.59
2015-07-30,000059,8.54,8.19,8.76,8.18,289247,247657968.0,6.74,-4.88,-0.42,2.41
2015-07-31,000059,8.03,8.01,8.27,7.91,190755,155102927.0,4.4,-2.2,-0.18,1.59
2015-08-03,000059,8.04,7.95,8.34,7.76,198086,159644513.0,7.24,-0.75,-0.06,1.65
2015-08-04,000059,7.97,8.35,8.35,7.94,206568,168726362.0,5.16,5.03,0.4,1.72
2015-08-05,000059,8.3,8.15,8.48,8.12,185125,153604250.0,4.31,-2.4,-0.2,1.54
2015-08-06,000059,7.98,8.0,8.11,7.88,140651,112829029.0,2.82,-1.84,-0.15,1.17
2015-08-07,000059,8.09,8.25,8.28,8.05,174899,143348241.0,2.88,3.13,0.25,1.46
2015-08-10,000059,8.35,8.66,8.66,8.25,244342,207765495.0,4.97,4.97,0.41,2.04
2015-08-11,000059,8.73,8.71,8.84,8.62,267594,233682271.0,2.54,0.58,0.05,2.23
2015-08-12,000059,8.67,8.83,9.08,8.61,257483,228569352.0,5.4,1.38,0.12,2.14
2015-08-13,000059,8.7,8.99,8.99,8.68,211534,187356333.0,3.51,1.81,0.16,1.76
2015-08-14,000059,9.12,9.27,9.44,9.01,366844,341568000.0,4.78,3.11,0.28,3.06
2015-08-17,000059,9.3,9.72,9.73,9.13,301183,284932704.0,6.47,4.85,0.45,2.51
2015-08-18,000059,9.78,9.23,9.78,9.23,327251,308292720.0,5.66,-5.04,-0.49,2.73
2015-08-19,000059,8.77,8.94,9.13,8.77,348827,308001520.0,3.9,-3.14,-0.29,2.91
2015-08-20,000059,8.8,8.49,8.81,8.49,243350,209858168.0,3.58,-5.03,-0.45,2.03
2015-08-21,000059,8.2,8.07,8.42,8.07,217714,177799051.0,4.12,-4.95,-0.42,1.81
2015-08-24,000059,7.69,7.67,7.69,7.67,31823,24419761.0,0.25,-4.96,-0.4,0.27
2015-08-25,000059,7.29,7.29,7.29,7.29,21621,15761709.0,0.0,-4.95,-0.38,0.18
2015-08-26,000059,6.93,6.93,7.18,6.93,308388,214958786.0,3.43,-4.94,-0.36,2.57
2015-08-27,000059,6.9,6.69,7.02,6.58,269632,181306091.0,6.35,-3.46,-0.24,2.25
2015-08-28,000059,6.8,7.02,7.02,6.72,344096,237500995.0,4.48,4.93,0.33,2.87
2015-08-31,000059,7.15,7.11,7.37,6.93,393873,281228336.0,6.27,1.28,0.09,3.28
2015-09-01,000059,7.07,6.75,7.07,6.75,196821,133893301.0,4.5,-5.06,-0.36,1.64
2015-09-02,000059,6.41,6.41,6.72,6.41,227875,147265185.0,4.59,-5.04,-0.34,1.9
2015-09-07,000059,6.52,6.46,6.64,6.34,148858,96853252.0,4.68,0.78,0.05,1.24
2015-09-08,000059,6.4,6.63,6.67,6.29,167276,108256273.0,5.88,2.63,0.17,1.39
2015-09-09,000059,6.63,6.85,6.93,6.62,240363,163168531.0,4.68,3.32,0.22,2.0
2015-09-10,000059,6.75,6.65,6.84,6.64,144034,97198326.0,2.92,-2.92,-0.2,1.2
2015-09-11,000059,6.66,6.71,6.77,6.59,102409,68492900.0,2.71,0.9,0.06,0.85
2015-09-14,000059,6.86,6.37,6.91,6.37,226467,150505069.0,8.05,-5.07,-0.34,1.89
2015-09-15,000059,6.07,6.05,6.21,6.05,184833,112381324.0,2.51,-5.02,-0.32,1.54
2015-09-16,000059,6.04,6.29,6.35,5.87,214086,131168290.0,7.93,3.97,0.24,1.78
2015-09-17,000059,6.25,6.13,6.4,6.13,218436,136936820.0,4.29,-2.54,-0.16,1.82
2015-09-18,000059,6.14,6.24,6.32,6.03,158976,98398972.0,4.73,1.79,0.11,1.32
2015-09-21,000059,6.15,6.4,6.42,6.11,120112,75853159.0,4.97,2.56,0.16,1.0
2015-09-22,000059,6.45,6.51,6.64,6.33,169550,109918768.0,4.84,1.72,0.11,1.41
2015-09-23,000059,6.39,6.37,6.47,6.3,119755,76312004.0,2.61,-2.15,-0.14,1.0
2015-09-24,000059,6.4,6.48,6.53,6.38,111138,71623308.0,2.35,1.73,0.11,0.93
2015-09-25,000059,6.8,6.8,6.8,6.7,288964,196414263.0,1.54,4.94,0.32,2.41
2015-09-28,000059,6.9,6.89,7.1,6.81,310746,216067702.0,4.26,1.32,0.09,2.59
2015-09-29,000059,6.88,6.7,6.88,6.55,182953,122395153.0,4.79,-2.76,-0.19,1.52
2015-09-30,000059,6.65,6.69,6.75,6.56,108694,72592997.0,2.84,-0.15,-0.01,0.91
2015-10-08,000059,6.83,6.9,6.98,6.81,176163,121727983.0,2.54,3.14,0.21,1.47
2015-10-09,000059,6.95,7.24,7.24,6.88,196927,139083458.0,5.22,4.93,0.34,1.64
2015-10-12,000059,7.25,7.6,7.6,7.17,292509,218565278.0,5.94,4.97,0.36,2.44
2015-10-13,000059,7.45,7.55,7.65,7.41,169777,128575651.0,3.16,-0.66,-0.05,1.41
2015-10-14,000059,7.51,7.24,7.56,7.22,178705,132523861.0,4.5,-4.11,-0.31,1.49
2015-10-15,000059,7.2,7.41,7.49,7.17,148428,109184008.0,4.42,2.35,0.17,1.24
2015-10-16,000059,7.51,7.43,7.54,7.23,165092,121786486.0,4.18,0.27,0.02,1.38
2015-10-19,000059,7.45,7.8,7.8,7.32,288633,219373707.0,6.46,4.98,0.37,2.4
2015-10-20,000059,7.8,7.74,7.81,7.63,212652,164371718.0,2.31,-0.77,-0.06,1.77
2015-10-21,000059,7.73,7.35,7.76,7.35,162539,122655664.0,5.3,-5.04,-0.39,1.35
2015-10-22,000059,7.18,7.37,7.38,7.0,197826,142267220.0,5.17,0.27,0.02,1.65
2015-10-23,000059,7.33,7.42,7.51,7.27,175679,130123205.0,3.26,0.68,0.05,1.46
2015-10-26,000059,7.49,7.42,7.53,7.35,144400,107348594.0,2.43,0.0,0.0,1.2
2015-10-27,000059,7.4,7.38,7.42,7.15,142124,103381370.0,3.64,-0.54,-0.04,1.18
2015-10-28,000059,7.34,7.42,7.65,7.31,174087,130551535.0,4.61,0.54,0.04,1.45
2015-10-29,000059,7.52,7.44,7.53,7.35,112234,83556545.0,2.43,0.27,0.02,0.93
2015-10-30,000059,7.45,7.62,7.68,7.39,182086,137801668.0,3.9,2.42,0.18,1.52
2015-11-02,000059,7.44,7.59,7.77,7.4,158167,120692888.0,4.86,-0.39,-0.03,1.32
2015-11-03,000059,7.56,7.65,7.76,7.52,129097,98460176.0,3.16,0.79,0.06,1.08
2015-11-04,000059,7.69,7.93,7.95,7.65,212186,165424118.0,3.92,3.66,0.28,1.77
2015-11-05,000059,7.95,7.82,7.98,7.75,216149,169688075.0,2.9,-1.39,-0.11,1.8
2015-11-06,000059,7.83,7.9,7.93,7.8,167564,131821782.0,1.66,1.02,0.08,1.4
2015-11-09,000059,7.8,7.86,7.98,7.77,185673,145487136.0,2.66,-0.51,-0.04,1.55
2015-11-10,000059,7.83,8.25,8.25,7.78,322306,263794883.0,5.98,4.96,0.39,2.68
2015-11-11,000059,8.25,8.48,8.52,8.2,285692,239214705.0,3.88,2.79,0.23,2.38
2015-11-12,000059,8.45,8.22,8.45,8.18,220921,182851421.0,3.18,-3.07,-0.26,1.84
2015-11-13,000059,8.11,7.89,8.18,7.81,202321,161420361.0,4.5,-4.01,-0.33,1.69
