stock_code,stock_name,train_annualized,test_annualized,total_return_pct,trades,win_rate,buy_hold_return_pct,date_start,date_end,timeframe,fast,slow,signal,buy_mode,sell_mode,trailing_stop,take_profit,cooldown
603119,浙江荣泰,-17.5887,116.434,147.658,1,100,105.736,2024-05-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603091,众鑫股份,-18.2099,110.969,44.7661,1,100,45.9035,2025-01-20,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603173,福斯达,-31.4175,64.876,111.744,1,100,93.7209,2024-01-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603151,邦基科技,-16.7471,55.8739,110.892,1,100,62.6323,2023-11-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601127,赛力斯,-31.5285,49.7314,784.14,2,100,1228.72,2020-02-24,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600610,中毅达,15.9795,49.0807,612.432,2,100,192.418,2020-08-20,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600418,江淮汽车,-12.6093,43.1946,763.378,1,100,795.669,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603072,天和磁材,0,41.4476,11.5361,1,100,26.2269,2025-03-26,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002052,同洲电子,-20.5594,39.8569,519.068,3,66.6667,292.657,2020-02-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002028,思源电气,-10.6633,38.0834,594.718,1,100,664.532,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002245,蔚蓝锂芯,-12.5085,34.7491,497.406,2,100,262.85,2019-07-22,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002379,宏创控股,-3.25134,34.1303,370.395,1,100,312.104,2020-04-10,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002487,大金重工,-14.954,33.9297,474.582,2,100,682.439,2019-07-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002779,中坚科技,-22.0762,33.3115,411.321,1,100,392.131,2019-11-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002290,禾盛新材,-42.4981,32.6737,443.497,3,33.3333,545.175,2019-07-24,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603130,云中马,0,32.4435,57.4419,1,100,57.4419,2023-12-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002594,比亚迪,-21.3754,32.4401,440.696,2,100,507.045,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002130,沃尔核材,-15.1745,30.3344,380.847,1,100,443.28,2019-08-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600415,小商品城,-13.0984,29.8746,380.753,2,100,410.758,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002896,中大力德,-4.39336,29.6882,242.085,1,100,179.271,2020-10-28,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000733,振华科技,-10.4231,29.4182,365.735,2,50,216.667,2019-08-02,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002472,双环传动,-33.9201,29.3242,368.645,3,66.6667,543.902,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601138,工业富联,-5.02253,28.9101,195.624,1,100,92.3132,2021-04-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002265,建设工业,-8.92848,28.7825,334.447,2,100,289.673,2019-09-30,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601689,拓普集团,-14.848,28.6109,350.839,2,100,388.183,2019-07-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000766,通化金马,-9.71261,28.6038,268.836,2,50,343.141,2020-05-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002006,精工科技,-7.36557,28.4786,299.29,2,100,255.833,2020-01-08,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600988,赤峰黄金,-6.25603,28.3151,323.053,2,100,391.975,2019-10-08,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601899,紫金矿业,-0.475373,27.3892,328.355,1,100,460.623,2019-07-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002517,恺英网络,-51.3887,27.3477,317.726,2,50,548.601,2019-08-21,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600113,浙江东日,-5.29275,27.0758,299.169,1,100,298.066,2019-10-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000628,高新发展,-6.88162,27.0723,317.859,2,50,369.045,2019-07-31,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603009,北特科技,-15.6628,26.7394,299.531,5,20,559.81,2019-09-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002141,贤丰控股,-26.4885,26.3063,280.509,2,100,7.58427,2019-11-01,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600096,云天化,-17.5868,25.9195,298.996,2,100,273.96,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600744,华银电力,-12.7107,25.8017,293.779,2,100,145.86,2019-07-30,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000933,神火股份,-7.61823,25.5961,294.357,1,100,331.358,2019-07-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002988,豪美新材,-4.21703,25.4849,102.222,2,50,262.04,2022-06-13,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002553,南方精工,0.170531,25.3508,275.774,2,100,341.48,2019-09-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000408,藏格矿业,-22.4128,24.6846,267.759,3,66.6667,371.953,2019-08-22,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002497,雅化集团,-8.14509,24.6568,275.795,2,100,97.4589,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002738,中矿资源,-26.7326,24.5644,249.966,2,100,139.194,2019-11-08,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000029,深深房Ａ,-4.28387,24.4087,115.753,1,100,135.075,2022-01-07,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002261,拓维信息,-23.8363,24.2656,264.839,2,50,491.917,2019-08-05,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002015,协鑫能科,-8.28262,24.1965,223.138,2,100,92.0063,2020-02-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000422,湖北宜化,-26.2028,23.7472,252.354,3,66.6667,393.561,2019-08-19,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600111,北方稀土,-3.32043,23.7145,259.052,2,100,196.312,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603083,剑桥科技,-7.57426,23.474,165.594,2,50,214.485,2020-12-04,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002240,盛新锂能,-17.7181,23.4269,235.012,2,50,95.2251,2019-10-23,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000893,亚钾国际,-6.31888,23.4009,227.743,4,50,407.492,2019-11-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000426,兴业银锡,-10.7575,23.2643,216.688,2,100,246.154,2020-01-10,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002536,飞龙股份,-37.0228,23.1052,248.559,1,100,200.574,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600563,法拉电子,3.03412,23.0317,247.31,2,100,175.971,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002484,江海股份,-29.8485,22.9562,246.032,2,100,278.894,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601919,中远海控,-4.8097,22.9149,221.974,2,100,227.941,2019-11-21,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002518,科士达,-22.8045,22.8208,241.244,2,100,166.199,2019-07-30,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002192,融捷股份,-16.8414,22.7711,241.569,3,66.6667,91.5115,2019-07-24,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603082,北自科技,0,22.607,20.0848,1,100,45.8425,2024-08-28,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600331,宏达股份,-22.9272,22.4567,222.302,1,100,254.15,2019-10-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000762,西藏矿业,-23.8282,22.392,236.604,2,50,187.906,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002312,川发龙蟒,-28.843,22.339,194.395,2,100,118.441,2020-03-10,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002176,江特电机,-26.9072,22.3351,226.889,2,50,80.3279,2019-09-05,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601077,渝农商行,-1.97604,21.9651,97.5138,1,100,76.1084,2022-02-14,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601058,赛轮轮胎,-17.7452,21.8414,225.49,1,100,257.951,2019-07-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000519,中兵红箭,-6.22665,21.8177,209.179,3,66.6667,172.87,2019-10-29,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600595,中孚实业,-18.3987,21.5498,220.693,2,100,246.715,2019-07-30,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000807,云铝股份,-6.27676,21.4144,217.215,1,100,266.071,2019-08-08,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600589,大位科技,-3.00257,21.3646,216.441,2,50,104.93,2019-08-08,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600392,盛和资源,-10.4393,21.3445,208.193,2,100,99.6802,2019-09-26,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002074,国轩高科,-6.28975,21.2341,216.585,2,100,144.21,2019-07-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600160,巨化股份,-14.1092,21.0748,215.421,1,100,228.867,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603004,鼎龙科技,0,20.9653,19.6332,1,100,27.9123,2024-08-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600577,精达股份,-24.5923,20.8973,183.412,2,100,170.819,2020-01-21,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601567,三星医疗,-19.9037,20.7103,209.76,1,100,261.386,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002318,久立特材,-7.61577,20.6443,207.32,1,100,208.126,2019-07-26,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000099,中信海直,-12.5924,20.6149,191.223,3,66.6667,192.147,2019-11-05,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000409,云鼎科技,-0.399939,20.6009,182.791,1,100,148.671,2019-12-31,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601825,沪农商行,-0.646068,20.4926,54.7094,2,50,68.6106,2023-03-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600255,鑫科材料,-26.15,20.3968,171.179,2,100,153.333,2020-03-03,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601208,东材科技,-16.2877,20.3891,204.842,4,50,238.78,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603137,恒尚节能,-19.1194,20.2935,28.259,1,100,-4.62789,2024-03-14,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603099,长白山,-19.7998,20.2234,202.33,2,50,296.545,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002460,赣锋锂业,-8.71986,20.2203,202.131,2,50,59.346,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600605,汇通能源,0.478678,19.8969,196.694,2,50,244.097,2019-07-22,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600873,梅花生物,-10.9044,19.8844,181.865,1,100,157.21,2019-11-04,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601882,海天精工,-19.2879,19.7579,156.476,2,50,159.162,2020-04-28,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601126,四方股份,-10.2776,19.695,194.435,1,100,187.644,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603062,麦加芯彩,0,19.5377,20.0499,1,100,52.7284,2024-07-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600012,皖通高速,-0.108237,19.4277,191.356,1,100,166.925,2019-07-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002882,金龙羽,-2.75423,19.3726,135.188,2,50,260.656,2020-09-22,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603109,神驰机电,-26.3032,19.3006,79.6933,1,100,17.16,2022-03-23,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601717,郑煤机,-0.443795,19.2428,165.053,1,100,169.538,2020-01-03,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600760,中航沈飞,12.7315,19.1997,177.954,2,100,95.1652,2019-09-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600976,健民集团,-19.6042,19.1144,184.866,1,100,161.573,2019-07-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603063,禾望电气,2.88342,19.0066,130.955,2,100,203.842,2020-09-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002549,凯美特气,-17.4924,18.8667,179.085,2,100,141.615,2019-08-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603166,福达股份,-25.3998,18.7818,181.064,2,100,181.732,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000792,盐湖股份,-34.2266,18.7267,206.03,2,100,170.194,2019-01-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000880,潍柴重机,-3.98991,18.6156,179.625,5,20,489.769,2019-07-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002865,钧达股份,-24.644,18.5518,132.517,2,50,186.082,2020-08-05,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600698,湖南天雁,2.39205,18.5194,177.487,3,66.6667,271.096,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600151,航天机电,-17.6042,18.4668,160.307,2,100,62.2807,2019-11-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600530,交大昂立,-4.69839,18.1368,157.882,2,50,73.7603,2019-11-15,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000816,智慧农业,-11.4641,18.1245,170.988,2,100,93.9024,2019-07-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601908,京运通,-18.4119,18.0171,170.496,2,100,15.5425,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600025,华能水电,7.87563,17.9922,113.17,1,100,113.647,2020-12-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002276,万马股份,-27.754,17.8978,167.046,2,100,176.059,2019-08-02,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002992,宝明科技,45.1658,17.8389,63.1355,1,100,117.34,2022-07-27,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600777,ST新潮,-40.4029,17.8368,154.525,2,100,137.561,2019-11-12,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002175,东方智造,-40.0097,17.7611,142.821,2,100,89.3443,2020-02-14,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002535,林州重机,-27.1861,17.7552,158.333,1,100,25.5452,2019-09-30,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603005,晶方科技,-19.5081,17.75,166.721,2,100,56.6111,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000680,山推股份,-16.9754,17.7237,166.482,1,100,146.667,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600316,洪都航空,-4.79298,17.7118,166.321,2,100,164.066,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600366,宁波韵升,0.944026,17.6089,162.816,2,100,50.3817,2019-08-05,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600839,四川长虹,-10.0185,17.5559,163.975,4,25,238.514,2019-07-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000526,学大教育,-1.30909,17.4832,135.223,2,50,16.8656,2020-03-24,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000837,秦川机床,-26.3779,17.4584,163.011,2,100,190.278,2019-07-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002997,瑞鹄模具,20.5004,17.3887,59.9449,1,100,42.2417,2022-08-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000017,深中华A,-6.65569,17.3355,158.065,1,100,64.9485,2019-08-12,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601777,千里科技,-31.5868,17.325,161.222,2,100,119.847,2019-07-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002356,赫美集团,-48.0631,17.1279,147.105,2,50,108.75,2019-11-01,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002025,航天电器,-3.88655,17.0022,138.618,2,100,81.4126,2020-01-03,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000801,四川九洲,-34.6518,16.9675,157.025,2,50,159.661,2019-07-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601225,陕西煤业,12.2918,16.9594,156.258,1,100,123.429,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002940,昂利康,2.89935,16.928,88.9396,2,50,63.8438,2021-06-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601665,齐鲁银行,-1.417,16.866,46.4455,1,100,46.0993,2023-02-07,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000737,北方铜业,-5.36802,16.8237,153.18,3,66.6667,253.247,2019-07-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002868,*ST绿康,-4.67567,16.797,115.853,2,100,52.3382,2020-08-06,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002338,奥普光电,-35.8681,16.7748,151.05,2,100,255.46,2019-08-13,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002989,中天精装,-50.1467,16.6994,60.5,2,50,126.056,2022-06-27,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002222,福晶科技,-14.142,16.6924,152.764,2,50,208.574,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000988,华工科技,-6.58146,16.6327,151.881,2,100,208.76,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600060,海信视像,-20.6227,16.5884,151.413,1,100,167.708,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002459,晶澳科技,-1.69537,16.5203,144.42,2,50,-11.928,2019-09-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600066,宇通客车,-5.65504,16.4872,150.21,3,33.3333,87.6184,2019-07-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603121,华培动力,-26.555,16.4855,81.973,2,50,114.359,2021-08-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600039,四川路桥,-3.46294,16.4162,149.087,2,100,150.284,2019-07-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002534,西子洁能,-22.4143,16.4126,149.145,2,100,90.2928,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002190,成飞集成,-15.6687,16.3949,144.305,2,100,87.7487,2019-09-02,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002970,锐明技术,-31.0631,16.3594,65.9469,1,100,51.2258,2022-03-15,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002104,恒宝股份,-14.1973,16.1819,145.991,3,33.3333,217.366,2019-07-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002703,浙江世宝,-39.8029,16.1294,135.292,2,50,187.277,2019-10-31,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002580,圣阳股份,-14.0085,16.0936,132.49,2,100,175.746,2019-11-26,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600358,ST联合,-28.8043,16.0885,125.604,2,100,96.1783,2020-02-04,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600389,江山股份,-18.2848,15.9924,132.477,2,100,14.471,2019-11-14,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002667,威领股份,-29.1349,15.9191,134.47,3,66.6667,72.3757,2019-10-14,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600010,包钢股份,-13.3378,15.7689,140.308,2,100,38.3648,2019-07-24,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601965,中国汽研,-4.35866,15.7404,140.627,2,100,163.662,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000400,许继电气,-4.94395,15.7374,140.397,1,100,141.824,2019-07-16,2025-07-18,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600367,红星发展,-7.10057,15.7094,140.048,2,100,88.4005,2019-07-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002550,千红制药,-14.695,15.7079,140.221,2,100,147.024,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002026,山东威达,-5.30781,15.6081,130.498,2,100,118.6,2019-10-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002102,能特科技,-32.7931,15.6056,121.675,2,100,86.3636,2020-01-21,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002595,豪迈科技,1.06971,15.5574,138.351,2,100,202.802,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002827,高争民爆,-17.9373,15.5446,110.869,2,50,320.297,2020-05-20,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600795,国电电力,-4.65186,15.5438,133.333,1,100,90.4,2019-09-09,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601022,宁波远洋,0,15.4893,25.6442,1,100,-16.4763,2023-12-22,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002371,北方华创,20.0834,15.4646,131.757,3,66.6667,360.454,2019-09-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600967,内蒙一机,-2.06578,15.4552,130.828,3,66.6667,90.7749,2019-09-25,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002068,黑猫股份,-12.6973,15.4384,136.694,2,100,83.3333,2019-07-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601698,中国卫通,6.38921,15.3827,68.5059,1,100,34.9422,2021-11-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600644,乐山电力,7.50369,15.345,135.731,2,100,150,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
603067,振华股份,-31.1333,15.3378,113.549,2,100,172.575,2020-03-24,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002585,双星新材,-8.9226,15.3218,134.987,2,50,13.6986,2019-07-22,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002463,沪电股份,23.8918,15.2743,134.865,2,50,238.675,2019-07-17,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600938,中国海油,4.67801,15.2513,31.9797,1,100,39.4102,2023-08-07,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600329,达仁堂,-10.2855,15.2253,134.084,2,100,158.538,2019-07-19,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600212,绿能慧充,-15.3323,15.1773,107.833,2,100,198.137,2020-05-15,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600592,龙溪股份,13.8047,15.1562,130.822,1,100,52.3902,2019-08-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600292,远达环保,-24.1113,15.1234,133.563,2,100,91.3928,2019-07-11,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601699,潞安环能,4.67715,15.0126,130.442,1,100,39.1252,2019-08-01,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
601088,中国神华,5.7109,14.9897,126.847,1,100,90.2771,2019-09-09,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600397,安源煤业,-21.1624,14.9735,127.179,3,66.6667,152.083,2019-09-03,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600860,京城股份,-15.8139,14.9707,123.276,3,66.6667,119.928,2019-10-18,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
000679,大连友谊,-30.2501,14.9281,122.97,2,100,101.897,2019-10-16,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
600141,兴发集团,-3.37397,14.8726,127.732,2,100,145.065,2019-08-13,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002611,东方精工,0.0511896,14.8212,120.69,3,33.3333,177.682,2019-10-29,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
002049,紫光国微,-10.0115,14.7948,114.728,2,100,28.988,2020-01-03,2025-07-21,MONTHLY,14,17,3,GoldenX,DIF<0,0,0,0
